entity_id	valid	rejected	polled	electors	SJB	SLPP	UNP	JJB	IND19_D01	IND08_D01	JSWP	IND05_D01	IND02_D01	IND13_D01	IND11_D01	ULF	IND17_D01	IND10_D01	FSP	IND07_D01	USP	SPS	IND01_D01	IND06_D01	IND04_D01	IND20_D01	IND12_D01	IND15_D01	JSP	LP	SEP	NPP	IND18_D01	IND09_D01	IND24_D01	IND14_D01	IND26_D01	DUNF	NSU	IND25_D01	IND21_D01	IND03_D01	IND22_D01	SJP	IND16_D01	IND23_D01
LK-4112215	0	0	0	0	0		0	0											0		0								0		0													0		
LK-4112220	0	0	0	0	0		0	0											0		0								0		0													0		
LK-4112225	9	1	10	14	0		0	0											0		0								0		0													0		
LK-4115	22888	2247	25154	36192	669		886	8											29		0								44		0													0		
LK-4115005	636	62	698	1000	19		26	0											1		0								1		0													0		
LK-4115010	863	84	948	1358	25		36	0											1		0								2		0													0		
LK-4115015	898	88	986	1413	26		37	1											1		0								2		0													0		
LK-4115020	1260	123	1384	1983	37		52	1											2		0								3		0													0		
LK-4115025	862	84	946	1356	25		36	0											1		0								2		0													0		
LK-4115030	1186	116	1303	1866	35		49	1											2		0								3		0													0		
LK-4115035	715	70	785	1126	21		29	0											1		0								1		0													0		
LK-4115040	350	34	384	550	10		14	0											0		0								0		0													0		
LK-4115045	1014	99	1114	1596	30		42	1											1		0								2		0													0		
LK-4115050	558	54	613	878	16		23	0											1		0								1		0													0		
LK-4115055	952	93	1046	1498	28		39	1											1		0								2		0													0		
LK-4115060	627	61	688	986	18		26	0											1		0								1		0													0		
LK-4115065	733	71	805	1153	21		30	0											1		0								1		0													0		
LK-4115070	527	51	579	830	15		22	0											1		0								1		0													0		
LK-4115075	1585	155	1741	2494	47		66	1											3		0								4		0													0		
LK-4115080	682	66	749	1073	20		28	0											1		0								1		0													0		
LK-4115085	740	72	813	1165	22		30	0											1		0								1		0													0		
LK-4115090	709	69	779	1116	21		29	0											1		0								1		0													0		
LK-4115095	714	70	784	1123	21		29	0											1		0								1		0													0		
LK-4115100	624	61	686	983	18		26	0											1		0								1		0													0		
LK-4115105	689	67	757	1084	20		28	0											1		0								1		0													0		
LK-4115110	1445	141	1586	2273	43		60	1											2		0								3		0													0		
LK-4115115	568	55	624	894	17		23	0											1		0								1		0													0		
LK-4115120	673	66	739	1059	20		28	0											1		0								1		0													0		
LK-4115125	496	48	545	781	14		20	0											0		0								1		0													0		
LK-4115130	499	53	553	837	14		4	0											0		0								1		0													0		
LK-4115135	457	49	506	765	13		4	0											0		0								1		0													0		
LK-4115140	766	82	848	1283	22		7	1											0		0								2		0													0		
LK-4115145	780	76	857	1228	23		32	0											1		0								2		0													0		
LK-4115150	280	27	308	441	8		11	0											0		0								0		0													0		
LK-4118	33438	3571	37024	56013	980		307	50											0		1								74		0													0		
LK-4118005	1165	124	1290	1952	34		11	2											0		0								3		0													0		
LK-4118010	995	106	1101	1666	29		9	1											0		0								2		0													0		
LK-4118015	1000	107	1107	1675	29		9	1											0		0								2		0													0		
LK-4118020	1747	187	1934	2926	52		16	3											0		0								4		0													0		
LK-4118025	1703	182	1885	2852	50		16	3											0		0								4		0													0		
LK-4118030	1186	127	1314	1987	35		11	2											0		0								3		0													0		
LK-4118035	1207	129	1336	2022	35		11	2											0		0								3		0													0		
LK-4118040	1095	117	1212	1834	32		10	2											0		0								2		0													0		
LK-4118045	2137	229	2366	3579	63		20	4											0		1								5		0													0		
LK-4118050	1206	129	1335	2020	35		11	2											0		0								3		0													0		
LK-4118055	1505	161	1666	2521	44		14	2											0		0								4		0													0		
LK-4118060	985	105	1090	1649	29		9	1											0		0								2		0													0		
LK-4118065	1163	124	1287	1948	34		11	2											0		0								3		0													0		
LK-4118070	529	56	586	886	15		5	1											0		0								1		0													0		
LK-4118075	842	90	933	1411	25		8	1											0		0								2		0													0		
LK-4118080	953	102	1056	1597	28		9	1											0		0								2		0													0		
LK-4118085	1449	155	1605	2427	43		13	2											0		0								3		0													0		
LK-4118090	732	78	810	1226	21		7	1											0		0								1		0													0		
LK-4118095	609	65	675	1021	18		5	1											0		0								1		0													0		
LK-4118100	573	61	635	961	17		5	1											0		0								1		0													0		
LK-4118105	1102	118	1221	1847	32		10	2											0		0								2		0													0		
LK-4118110	1624	174	1798	2721	48		15	3											0		0								4		0													0		
LK-4118115	1480	158	1639	2479	44		14	2											0		0								3		0													0		
LK-4118120	472	50	523	791	14		4	0											0		0								1		0													0		
LK-4118125	1070	114	1184	1792	31		10	2											0		0								2		0													0		
LK-4118130	856	91	947	1433	25		8	1											0		0								2		0													0		
LK-4118135	380	40	421	637	11		3	0											0		0								1		0													0		
LK-4118140	392	42	435	658	11		3	0											0		0								1		0													0		
LK-4118145	930	99	1030	1558	27		8	1											0		0								2		0													0		
LK-4118150	1278	136	1415	2140	38		12	2											0		0								3		0													0		
LK-4118155	1073	115	1188	1797	31		10	2											0		0								2		0													0		
LK-4121	20889	2157	23067	35369	1114		169	3											0		0								37		0													0		
LK-4121005	769	81	850	1316	44		6	0											0		0								1		0													0		
LK-4121010	901	95	996	1542	51		8	0											0		0								2		0													0		
LK-4121015	719	75	795	1231	41		6	0											0		0								1		0													0		
LK-4121020	597	63	660	1022	34		5	0											0		0								1		0													0		
LK-4121025	646	68	715	1107	37		5	0											0		0								1		0													0		
LK-4121030	854	90	944	1463	49		7	0											0		0								2		0													0		
LK-4121035	454	48	503	779	26		4	0											0		0								1		0													0		
LK-4121040	441	46	488	756	25		3	0											0		0								1		0													0		
LK-4121045	564	59	624	967	32		5	0											0		0								1		0													0		
LK-4121050	652	68	720	1116	37		5	0											0		0								1		0													0		
LK-4121055	842	88	931	1442	48		7	0											0		0								2		0													0		
LK-4121060	980	103	1083	1678	56		8	0											0		0								2		0													0		
LK-4121065	739	78	817	1266	42		6	0											0		0								1		0													0		
LK-4121070	700	73	774	1199	40		6	0											0		0								1		0													0		
LK-4121075	556	58	614	952	31		4	0											0		0								1		0													0		
LK-4121080	751	79	830	1286	43		6	0											0		0								1		0													0		
LK-4121085	454	47	502	778	26		4	0											0		0								1		0													0		
LK-4121090	332	35	367	569	19		2	0											0		0								0		0													0		
LK-4121095	370	39	409	634	21		3	0											0		0								0		0													0		
LK-4121100	578	61	639	989	33		5	0											0		0								1		0													0		
LK-4121105	585	61	647	1002	33		5	0											0		0								1		0													0		
LK-4121110	521	54	576	892	29		4	0											0		0								1		0													0		
LK-4121115	614	64	679	1052	35		5	0											0		0								1		0													0		
LK-4121120	549	57	607	940	31		4	0											0		0								1		0													0		
LK-4121125	300	31	332	514	17		2	0											0		0								0		0													0		
LK-4121130	281	29	311	481	16		2	0											0		0								0		0													0		
LK-4121135	533	56	590	914	30		4	0											0		0								1		0													0		
LK-4121140	507	53	561	869	29		4	0											0		0								1		0													0		
LK-4121145	474	50	525	813	27		4	0											0		0								1		0													0		
LK-4121150	610	64	675	1046	35		5	0											0		0								1		0													0		
LK-4121155	843	79	923	1325	27		7	1											0		0								2		0													0		
LK-4121160	796	75	871	1251	25		7	1											0		0								2		0													0		
LK-4121165	864	81	946	1359	27		8	1											0		0								2		0													0		
LK-4121170	424	40	464	666	13		3	0											0		0								1		0													0		
LK-4121175	89	9	99	153	5		0	0											0		0								0		0													0		
LK-4124	2681	278	2967	3997	34		28	0											0		0								0		0													0		
LK-4124005	200	21	222	299	3		2	0											0		0								0		0													0		
LK-4124010	271	28	300	404	4		3	0											0		0								0		0													0		
LK-4124015	133	14	147	198	2		1	0											0		0								0		0													0		
LK-4124020	99	10	110	148	1		1	0											0		0								0		0													0		
LK-4124025	135	14	149	201	2		1	0											0		0								0		0													0		
LK-4124030	0	0	0	0	0		0	0											0		0								0		0													0		
LK-4124035	71	7	79	106	1		0	0											0		0								0		0													0		
LK-4124040	17	1	19	26	0		0	0											0		0								0		0													0		
LK-4124045	200	21	221	297	3		2	0											0		0								0		0													0		
LK-4124050	106	11	117	158	1		1	0											0		0								0		0													0		
LK-4124055	193	20	214	288	2		2	0											0		0								0		0													0		
LK-4124060	184	19	203	274	2		2	0											0		0								0		0													0		
LK-4124065	321	34	355	478	4		4	0											0		0								0		0													0		
LK-4124070	238	25	264	356	3		3	0											0		0								0		0													0		
LK-4124075	161	17	178	240	2		2	0											0		0								0		0													0		
LK-4124080	250	26	276	372	3		3	0											0		0								0		0													0		
LK-4124085	102	10	113	152	1		1	0											0		0								0		0													0		
LK-4124090	0	0	0	0	0		0	0											0		0								0		0													0		
LK-4127	25617	2467	28101	40972	933		217	17											0		0								54		0													0		
LK-4127005	319	33	353	546	18		2	0											0		0								0		0													0		
LK-4127010	371	39	410	635	21		3	0											0		0								0		0													0		
LK-4127015	976	103	1079	1671	55		8	0											0		0								2		0													0		
LK-4127020	298	31	329	510	17		2	0											0		0								0		0													0		
LK-4127025	206	21	228	354	11		1	0											0		0								0		0													0		
LK-4127030	435	45	481	745	24		3	0											0		0								1		0													0		
LK-4127035	210	22	233	361	12		1	0											0		0								0		0													0		
LK-4127040	257	27	285	441	14		2	0											0		0								0		0													0		
LK-4127045	391	41	432	669	22		3	0											0		0								0		0													0		
LK-4127050	303	32	335	519	17		2	0											0		0								0		0													0		
LK-4127055	836	88	925	1432	47		7	0											0		0								2		0													0		
LK-4127060	1225	116	1341	1925	39		11	1											0		0								3		0													0		
LK-4127065	349	36	386	599	20		3	0											0		0								0		0													0		
LK-4127070	739	70	809	1161	23		6	0											0		0								2		0													0		
LK-4127075	1186	112	1299	1865	38		11	1											0		0								3		0													0		
LK-4127080	1073	101	1174	1686	34		9	1											0		0								3		0													0		
LK-4127085	798	75	873	1254	25		7	1											0		0								2		0													0		
LK-4127090	1154	109	1263	1813	37		10	1											0		0								3		0													0		
LK-4127095	1184	112	1296	1861	38		10	1											0		0								3		0													0		
LK-4127100	780	73	854	1226	25		7	1											0		0								2		0													0		
LK-4127105	1680	159	1839	2641	54		15	2											0		0								4		0													0		
LK-4127110	1099	104	1204	1728	35		10	1											0		0								3		0													0		
LK-4127115	740	70	810	1164	23		6	0											0		0								2		0													0		
LK-4127120	1382	131	1513	2173	44		12	1											0		0								3		0													0		
LK-4127125	1020	96	1117	1604	32		9	1											0		0								2		0													0		
LK-4127130	592	56	649	931	19		5	0											0		0								1		0													0		
LK-4127135	910	86	996	1431	29		8	1											0		0								2		0													0		
LK-4127140	777	73	850	1221	25		7	1											0		0								2		0													0		
LK-4127145	1065	100	1166	1674	34		9	1											0		0								3		0													0		
LK-4127150	794	75	870	1249	25		7	1											0		0								2		0													0		
LK-4127155	862	81	944	1356	27		8	1											0		0								2		0													0		
LK-4127160	484	45	530	762	15		4	0											0		0								1		0													0		
LK-4127165	304	28	333	478	9		2	0											0		0								0		0													0		
LK-4127170	338	32	370	532	10		3	0											0		0								0		0													0		
LK-4127175	480	45	525	755	15		4	0											0		0								1		0													0		
LK-4130	31610	3315	34955	52682	842		423	102											0		2								52		0													0		
LK-4130005	270	28	299	451	7		3	1											0		0								0		0													0		
LK-4130010	797	84	882	1329	22		11	3											0		0								2		0													0		
LK-4130015	465	49	514	775	12		6	1											0		0								1		0													0		
LK-4130020	835	88	924	1392	23		11	3											0		0								2		0													0		
LK-4130025	357	37	395	596	9		5	1											0		0								0		0													0		
LK-4130030	610	64	674	1016	16		8	2											0		0								1		0													0		
LK-4130035	1085	114	1200	1808	29		15	4											0		1								2		0													0		
LK-4130040	559	59	618	932	15		8	2											0		0								1		0													0		
LK-4130045	294	31	325	490	8		4	1											0		0								0		0													0		
LK-4130050	441	46	488	736	12		6	1											0		0								1		0													0		
LK-4130055	483	51	534	804	13		6	1											0		0								1		0													0		
LK-4130060	180	19	199	300	4		2	0											0		0								0		0													0		
LK-4130065	493	52	545	822	13		7	2											0		0								1		0													0		
LK-4130070	1175	124	1299	1957	32		16	4											0		1								3		0													0		
LK-4130075	858	90	949	1430	23		12	3											0		0								2		0													0		
LK-4130080	460	48	508	766	12		6	1											0		0								1		0													0		
LK-4130085	543	57	601	905	14		7	2											0		0								1		0													0		
LK-4130090	921	97	1018	1535	25		13	3											0		0								2		0													0		
LK-4130095	576	60	637	960	15		8	2											0		0								1		0													0		
LK-4130100	327	34	362	545	9		4	1											0		0								0		0													0		
LK-4130105	906	95	1002	1510	25		12	3											0		0								2		0													0		
LK-4130110	355	37	392	591	9		5	1											0		0								0		0													0		
LK-4130115	443	46	490	739	12		6	1											0		0								1		0													0		
LK-4130120	312	32	345	519	8		4	1											0		0								0		0													0		
LK-4130125	557	58	616	929	15		7	2											0		0								1		0													0		
LK-4130130	539	57	596	898	14		7	2											0		0								1		0													0		
LK-4130135	464	49	513	773	12		6	1											0		0								1		0													0		
LK-4130140	782	82	865	1303	21		11	3											0		0								2		0													0		
LK-4130145	683	72	756	1139	18		9	2											0		0								1		0													0		
LK-4130150	371	39	411	619	10		5	1											0		0								0		0													0		
LK-4130160	928	98	1026	1547	25		13	3											0		0								2		0													0		
LK-4130165	567	59	627	945	15		8	2											0		0								1		0													0		
LK-4130170	757	80	837	1261	20		10	3											0		0								1		0													0		
LK-4130175	659	69	729	1098	18		9	2											0		0								1		0													0		
LK-4130180	337	35	373	562	9		4	1											0		0								0		0													0		
LK-4130185	791	83	875	1318	21		11	3											0		0								2		0													0		
LK-4130190	512	54	566	853	14		7	2											0		0								1		0													0		
LK-4130195	632	66	699	1054	17		9	2											0		0								1		0													0		
LK-4130200	850	89	939	1416	23		12	3											0		0								2		0													0		
LK-4130205	756	80	836	1261	20		10	3											0		0								1		0													0		
LK-4130210	436	46	482	726	12		6	1											0		0								1		0													0		
LK-4130215	158	16	175	264	4		2	0											0		0								0		0													0		
LK-4130220	272	28	301	453	7		3	1											0		0								0		0													0		
LK-4130225	701	74	775	1168	19		10	2											0		0								1		0													0		
LK-4130230	131	13	145	219	3		1	0											0		0								0		0													0		
LK-4130235	342	36	378	570	9		4	1											0		0								0		0													0		
LK-4130240	556	58	614	926	15		7	2											0		0								1		0													0		
LK-4130245	325	34	359	541	8		4	1											0		0								0		0													0		
LK-4130250	387	40	428	645	10		5	1											0		0								0		0													0		
LK-4130255	326	34	360	543	8		4	1											0		0								0		0													0		
LK-4130260	511	54	565	852	14		7	2											0		0								1		0													0		
LK-4130265	175	18	193	291	4		2	0											0		0								0		0													0		
LK-4130270	546	57	603	909	15		7	2											0		0								1		0													0		
LK-4130275	592	62	655	986	16		8	2											0		0								1		0													0		
LK-4130280	565	59	624	941	15		8	2											0		0								1		0													0		
LK-4130285	496	52	549	827	13		7	2											0		0								1		0													0		
LK-4130290	616	65	681	1027	17		8	2											0		0								1		0													0		
LK-4130295	354	37	392	591	9		5	1											0		0								0		0													0		
LK-4130300	191	20	212	319	5		2	0											0		0								0		0													0		
LK-4133	30917	2492	33424	47457	822		607	48											0		0								92		0													0		
LK-4133005	667	54	722	1024	18		13	1											0		0								2		0													0		
LK-4133010	498	40	538	765	13		10	1											0		0								1		0													0		
LK-4133015	831	67	898	1275	22		16	1											0		0								3		0													0		
LK-4133020	718	58	776	1102	19		14	1											0		0								2		0													0		
LK-4133025	501	40	542	769	13		10	1											0		0								1		0													0		
LK-4133030	399	32	431	612	10		8	0											0		0								1		0													0		
LK-4133035	748	60	809	1148	20		15	1											0		0								2		0													0		
LK-4133040	515	41	557	790	14		10	1											0		0								1		0													0		
LK-4133045	791	64	855	1214	21		15	1											0		0								2		0													0		
LK-4133050	913	74	987	1401	24		18	2											0		0								3		0													0		
LK-4133055	1201	97	1299	1844	32		24	2											0		0								4		0													0		
LK-4133060	1025	83	1109	1574	28		20	2											0		0								3		0													0		
LK-4133065	681	55	736	1045	18		13	1											0		0								2		0													0		
LK-4133070	814	66	880	1249	22		16	1											0		0								3		0													0		
LK-4133075	1027	83	1110	1576	28		20	2											0		0								3		0													0		
LK-4133080	527	42	569	808	14		10	1											0		0								1		0													0		
LK-4133085	523	42	565	803	14		10	1											0		0								1		0													0		
LK-4133090	802	65	867	1231	21		16	1											0		0								2		0													0		
LK-4133095	268	21	290	411	7		5	0											0		0								0		0													0		
LK-4133100	724	58	782	1111	19		14	1											0		0								2		0													0		
LK-4133105	1639	133	1772	2515	44		33	3											0		0								6		0													0		
LK-4133110	1193	96	1289	1831	32		24	2											0		0								4		0													0		
LK-4133115	379	30	410	583	10		7	0											0		0								1		0													0		
LK-4133120	545	44	589	837	14		11	1											0		0								2		0													0		
LK-4133125	754	61	815	1158	20		15	1											0		0								2		0													0		
LK-4133130	1614	131	1745	2477	44		32	3											0		0								6		0													0		
LK-4133135	885	71	957	1359	24		17	1											0		0								3		0													0		
LK-4133140	864	70	935	1327	23		17	1											0		0								3		0													0		
LK-4133145	467	37	505	716	12		9	1											0		0								1		0													0		
LK-4133150	930	75	1006	1428	25		18	2											0		0								3		0													0		
LK-4133155	978	79	1058	1502	26		19	2											0		0								3		0													0		
LK-4133160	721	58	779	1107	19		14	1											0		0								2		0													0		
LK-4133165	805	65	870	1236	21		16	1											0		0								2		0													0		
LK-4133170	1193	96	1289	1831	32		24	2											0		0								4		0													0		
LK-4133175	649	52	701	996	17		13	1											0		0								2		0													0		
LK-4133180	380	30	411	583	10		7	0											0		0								1		0													0		
LK-4133185	621	50	671	953	16		12	1											0		0								2		0													0		
LK-4133190	793	64	857	1217	21		16	1											0		0								2		0													0		
LK-4133195	644	52	696	989	17		13	1											0		0								2		0													0		
LK-4133200	690	56	747	1060	18		13	1											0		0								2		0													0		
LK-4136	23120	2015	25148	33872	791		192	96											0		0								53		0													0		
LK-4136005	330	29	359	484	11		2	1											0		0								0		0													0		
LK-4136010	1332	116	1449	1952	46		11	6											0		0								3		0													0		
LK-4136015	239	20	260	350	8		2	1											0		0								0		0													0		
LK-4136020	578	50	628	846	20		5	2											0		0								1		0													0		
LK-4136025	539	47	587	790	18		4	2											0		0								1		0													0		
LK-4136030	1293	113	1406	1894	45		11	6											0		0								3		0													0		
LK-4136035	746	65	812	1093	25		6	3											0		0								2		0													0		
LK-4136040	1882	165	2047	2757	65		16	8											0		0								5		0													0		
LK-4136045	1624	142	1767	2379	56		14	7											0		0								4		0													0		
LK-4136050	904	79	983	1324	31		8	4											0		0								2		0													0		
LK-4136055	708	62	770	1037	24		6	3											0		0								2		0													0		
LK-4136060	400	35	435	586	13		3	1											0		0								1		0													0		
LK-4136065	981	86	1067	1437	34		8	4											0		0								2		0													0		
LK-4136070	910	79	990	1334	31		8	4											0		0								2		0													0		
LK-4136075	877	76	954	1285	30		7	4											0		0								2		0													0		
LK-4136080	780	68	848	1142	27		7	3											0		0								2		0													0		
LK-4136085	701	61	763	1027	24		6	3											0		0								2		0													0		
LK-4136090	875	76	952	1282	30		7	4											0		0								2		0													0		
LK-4136095	528	46	574	773	18		4	2											0		0								1		0													0		
LK-4136100	628	55	683	920	21		5	2											0		0								1		0													0		
LK-4136105	934	81	1016	1369	32		8	4											0		0								2		0													0		
LK-4136110	757	66	824	1110	26		6	3											0		0								2		0													0		
LK-4136115	772	67	839	1130	26		6	3											0		0								2		0													0		
LK-4136120	865	75	940	1267	30		7	4											0		0								2		0													0		
LK-4136125	1079	94	1174	1581	37		9	5											0		0								3		0													0		
LK-4136130	582	51	633	853	20		5	2											0		0								1		0													0		
LK-4136135	704	61	766	1032	24		6	3											0		0								2		0													0		
LK-4136140	572	50	622	838	19		5	2											0		0								1		0													0		
LK-4139	3512	360	3883	5235	39		34	0											0		0								0		0													0		
LK-4139005	52	5	58	78	0		0	0											0		0								0		0													0		
LK-4139010	99	10	109	148	1		1	0											0		0								0		0													0		
LK-4139015	168	17	186	251	2		2	0											0		0								0		0													0		
LK-4139020	362	38	400	539	5		5	0											0		0								0		0													0		
LK-4139025	122	13	135	182	1		1	0											0		0								0		0													0		
LK-4139030	79	8	87	117	1		1	0											0		0								0		0													0		
LK-4139035	102	10	113	152	1		1	0											0		0								0		0													0		
LK-4139040	218	23	241	324	3		3	0											0		0								0		0													0		
LK-4139045	71	7	79	106	1		0	0											0		0								0		0													0		
LK-4139050	113	12	125	169	1		1	0											0		0								0		0													0		
LK-4139055	241	25	267	359	3		3	0											0		0								0		0													0		
LK-4139060	73	7	81	110	1		1	0											0		0								0		0													0		
LK-4139065	193	20	213	287	2		2	0											0		0								0		0													0		
LK-4139070	75	8	83	112	1		1	0											0		0								0		0													0		
LK-4139075	116	12	128	173	1		1	0											0		0								0		0													0		
LK-4139080	42	4	47	63	0		0	0											0		0								0		0													0		
LK-4139085	60	6	66	89	0		0	0											0		0								0		0													0		
LK-4139090	15	1	17	22	0		0	0											0		0								0		0													0		
LK-4139095	83	8	92	124	1		1	0											0		0								0		0													0		
LK-4139100	206	21	228	307	3		2	0											0		0								0		0													0		
LK-4139105	67	7	74	100	1		0	0											0		0								0		0													0		
LK-4139110	118	12	130	176	1		1	0											0		0								0		0													0		
LK-4139115	41	4	46	62	0		0	0											0		0								0		0													0		
LK-4139120	49	5	54	73	0		0	0											0		0								0		0													0		
LK-4139125	56	6	62	84	0		0	0											0		0								0		0													0		
LK-4139130	41	4	45	61	0		0	0											0		0								0		0													0		
LK-4139135	90	9	99	134	1		1	0											0		0								0		0													0		
LK-4139140	197	21	218	293	3		2	0											0		0								0		0													0		
LK-4139145	139	14	153	207	2		1	0											0		0								0		0													0		
LK-4139150	224	23	247	333	3		3	0											0		0								0		0													0		
LK-4142	804	83	888	1197	9		8	0											0		0								0		0													0		
LK-4142005	143	15	158	213	2		1	0											0		0								0		0													0		
LK-4142010	90	9	99	134	1		1	0											0		0								0		0													0		
LK-4142015	189	20	209	281	2		2	0											0		0								0		0													0		
LK-4142020	148	15	163	220	2		2	0											0		0								0		0													0		
LK-4142025	121	12	134	180	1		1	0											0		0								0		0													0		
LK-4142030	113	12	125	169	1		1	0											0		0								0		0													0		
LK-42	58574	3946	62603	78775	14559	11968	418	26											0			6							0	21														9		
LK-4203	30064	2040	32128	40426	7483	6154	227	21											0			6							0	17														9		
LK-4203005	570	39	609	766	142	117	4	0											0			0							0	0														0		
LK-4203010	51	3	55	69	12	10	0	0											0			0							0	0														0		
LK-4203015	758	52	810	1019	189	155	6	1											0			0							0	0														0		
LK-4203020	444	30	474	597	110	91	3	0											0			0							0	0														0		
LK-4203025	307	21	328	413	76	63	2	0											0			0							0	0														0		
LK-4203030	185	12	198	249	46	38	1	0											0			0							0	0														0		
LK-4203035	680	46	727	914	169	139	5	0											0			0							0	0														0		
LK-4203040	1464	100	1564	1968	365	300	12	2											0			1							0	1														1		
LK-4203045	705	48	754	948	176	144	5	1											0			0							0	0														0		
LK-4203050	677	46	723	910	168	139	5	0											0			0							0	0														0		
LK-4203055	1059	72	1131	1423	264	217	8	1											0			0							0	1														0		
LK-4203060	501	34	536	674	125	103	4	0											0			0							0	0														0		
LK-4203065	375	25	401	505	93	77	3	0											0			0							0	0														0		
LK-4203070	1046	71	1117	1406	260	214	8	1											0			0							0	1														0		
LK-4203075	363	24	388	488	90	74	3	0											0			0							0	0														0		
LK-4203080	245	16	262	330	61	50	2	0											0			0							0	0														0		
LK-4203085	443	30	473	596	110	91	3	0											0			0							0	0														0		
LK-4203090	216	14	231	291	54	44	1	0											0			0							0	0														0		
LK-4203095	302	20	322	406	75	62	2	0											0			0							0	0														0		
LK-4203100	898	61	960	1208	224	184	7	1											0			0							0	1														0		
LK-4203105	1284	88	1372	1726	320	263	10	1											0			1							0	1														1		
LK-4203110	1245	85	1330	1674	310	255	10	1											0			1							0	1														1		
LK-4203115	196	13	210	264	49	40	1	0											0			0							0	0														0		
LK-4203120	433	29	463	582	108	89	3	0											0			0							0	0														0		
LK-4203125	1080	74	1154	1452	269	221	9	1											0			0							0	1														1		
LK-4203130	1386	95	1481	1863	345	284	11	2											0			1							0	1														1		
LK-4203135	875	60	935	1176	218	179	7	1											0			0							0	1														0		
LK-4203140	2006	137	2144	2698	500	412	16	2											0			1							0	2														1		
LK-4203145	1181	81	1262	1587	294	242	9	1											0			0							0	1														1		
LK-4203150	1080	74	1154	1452	269	221	9	1											0			0							0	1														1		
LK-4203155	816	56	872	1097	203	167	6	1											0			0							0	1														0		
LK-4203160	1215	83	1299	1634	303	249	10	1											0			1							0	1														1		
LK-4203165	885	60	946	1191	221	182	7	1											0			0							0	1														0		
LK-4203170	575	39	614	773	143	118	4	0											0			0							0	0														0		
LK-4203175	398	27	426	536	99	81	3	0											0			0							0	0														0		
LK-4203180	554	38	592	745	138	113	4	0											0			0							0	0														0		
LK-4203185	898	61	960	1208	224	184	7	1											0			0							0	1														0		
LK-4203190	465	31	497	625	116	95	3	0											0			0							0	0														0		
LK-4203195	8	0	9	11	2	1	0	0											0			0							0	0														0		
LK-4203200	260	17	278	350	64	53	2	0											0			0							0	0														0		
LK-4203205	109	7	117	147	27	22	0	0											0			0							0	0														0		
LK-4203210	37	2	39	49	9	7	0	0											0			0							0	0														0		
LK-4203215	189	13	202	254	47	38	1	0											0			0							0	0														0		
LK-4203220	231	15	247	311	57	47	1	0											0			0							0	0														0		
LK-4203225	13	0	14	18	3	2	0	0											0			0							0	0														0		
LK-4203230	255	17	272	342	63	52	2	0											0			0							0	0														0		
LK-4203235	500	34	534	672	124	102	4	0											0			0							0	0														0		
LK-4203240	186	12	199	251	46	38	1	0											0			0							0	0														0		
LK-4203245	415	28	443	558	103	85	3	0											0			0							0	0														0		
LK-4206	8680	578	9280	11679	2152	1769	57	1											0			0							0	0														0		
LK-4206005	499	34	533	671	124	102	4	0											0			0							0	0														0		
LK-4206010	324	22	346	436	80	66	2	0											0			0							0	0														0		
LK-4206015	718	49	767	965	179	147	6	1											0			0							0	0														0		
LK-4206020	370	25	395	498	92	76	3	0											0			0							0	0														0		
LK-4206025	356	24	381	479	89	73	3	0											0			0							0	0														0		
LK-4206030	127	8	135	171	31	26	1	0											0			0							0	0														0		
LK-4206035	32	2	34	43	8	6	0	0											0			0							0	0														0		
LK-4206040	118	8	127	159	29	24	1	0											0			0							0	0														0		
LK-4206045	144	9	154	194	36	29	1	0											0			0							0	0														0		
LK-4206050	113	7	121	152	28	23	0	0											0			0							0	0														0		
LK-4206055	314	21	336	422	78	64	2	0											0			0							0	0														0		
LK-4206060	326	22	349	439	81	67	2	0											0			0							0	0														0		
LK-4206065	153	10	164	206	38	31	1	0											0			0							0	0														0		
LK-4206070	159	10	170	214	39	32	1	0											0			0							0	0														0		
LK-4206075	258	17	276	347	64	53	2	0											0			0							0	0														0		
LK-4206080	30	2	32	40	7	6	0	0											0			0							0	0														0		
LK-4206085	113	7	120	152	28	23	0	0											0			0							0	0														0		
LK-4206090	171	11	183	230	42	35	1	0											0			0							0	0														0		
LK-4206095	116	8	124	156	29	23	0	0											0			0							0	0														0		
LK-4206100	43	2	45	57	10	8	0	0											0			0							0	0														0		
LK-4206105	352	24	377	474	88	72	2	0											0			0							0	0														0		
LK-4206110	106	7	113	143	26	21	0	0											0			0							0	0														0		
LK-4206115	194	13	208	262	48	40	1	0											0			0							0	0														0		
LK-4206120	138	9	147	186	34	28	1	0											0			0							0	0														0		
LK-4206125	247	16	264	332	61	50	2	0											0			0							0	0														0		
LK-4206130	223	15	238	300	55	45	1	0											0			0							0	0														0		
LK-4206135	237	16	254	319	59	48	2	0											0			0							0	0														0		
LK-4206140	394	27	421	529	98	80	3	0											0			0							0	0														0		
LK-4206145	153	10	164	206	38	31	1	0											0			0							0	0														0		
LK-4206150	171	11	183	230	42	35	1	0											0			0							0	0														0		
LK-4206155	388	26	415	522	96	79	3	0											0			0							0	0														0		
LK-4206160	259	17	277	349	64	53	2	0											0			0							0	0														0		
LK-4206165	319	21	341	430	79	65	2	0											0			0							0	0														0		
LK-4206170	352	24	377	474	88	72	2	0											0			0							0	0														0		
LK-4206175	199	13	213	268	49	41	1	0											0			0							0	0														0		
LK-4206180	464	31	496	624	115	95	3	0											0			0							0	0														0		
