entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-4130130	519	16	535	881	1	3	0	0	1	1	0	1	2	401	1	0	0	1	2	95	2	0	0
LK-4130135	446	13	460	758	1	3	0	0	1	0	0	1	2	344	1	0	0	1	1	82	1	0	0
LK-4130140	753	23	776	1278	2	5	0	0	2	1	1	1	3	581	2	1	0	1	3	138	3	1	0
LK-4130145	658	20	678	1117	2	4	0	0	2	1	1	1	3	508	1	1	0	1	2	121	2	1	0
LK-4130150	358	11	369	607	1	2	0	0	1	0	0	0	1	276	0	0	0	0	1	65	1	0	0
LK-4130160	893	27	921	1517	2	6	0	0	2	1	1	2	4	690	2	1	0	2	3	164	3	1	0
LK-4130165	545	17	563	926	1	3	0	0	1	1	0	1	2	421	1	0	0	1	2	100	2	1	0
LK-4130170	729	22	751	1237	2	5	0	0	2	1	1	1	3	563	1	1	0	1	3	134	2	1	0
LK-4130175	634	19	654	1077	2	4	0	0	2	1	1	1	2	490	1	1	0	1	2	116	2	1	0
LK-4130180	325	10	335	551	1	2	0	0	1	0	0	0	1	251	0	0	0	0	1	59	1	0	0
LK-4130185	762	23	785	1293	2	5	0	0	2	1	1	1	3	588	2	1	0	1	3	140	3	1	0
LK-4130190	493	15	508	837	1	3	0	0	1	1	0	1	2	380	1	0	0	1	2	90	1	0	0
LK-4130195	608	19	628	1033	1	4	0	0	1	1	1	1	2	470	1	1	0	1	2	111	2	1	0
LK-4130200	818	25	843	1389	2	5	0	0	2	1	1	1	3	631	2	1	0	2	3	150	3	1	0
LK-4130205	728	22	751	1236	2	5	0	0	2	1	1	1	3	562	1	1	0	1	3	133	2	1	0
LK-4130210	420	13	433	713	1	2	0	0	1	0	0	0	1	324	1	0	0	1	1	77	1	0	0
LK-4130215	152	4	157	259	0	1	0	0	0	0	0	0	0	117	0	0	0	0	0	28	0	0	0
LK-4130220	262	8	270	444	0	1	0	0	0	0	0	0	1	202	0	0	0	0	1	48	1	0	0
LK-4130225	675	21	696	1146	2	4	0	0	2	1	1	1	3	521	1	1	0	1	2	124	2	1	0
LK-4130230	126	3	130	215	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	23	0	0	0
LK-4130235	329	10	339	559	1	2	0	0	1	0	0	0	1	254	0	0	0	0	1	60	1	0	0
LK-4130240	535	16	552	908	1	3	0	0	1	1	0	1	2	413	1	0	0	1	2	98	2	0	0
LK-4130245	312	9	322	531	0	2	0	0	0	0	0	0	1	241	0	0	0	0	1	57	1	0	0
LK-4130250	373	11	384	633	1	2	0	0	1	0	0	0	1	288	0	0	0	0	1	68	1	0	0
LK-4130255	313	9	323	532	0	2	0	0	0	0	0	0	1	242	0	0	0	0	1	57	1	0	0
LK-4130260	492	15	508	836	1	3	0	0	1	1	0	1	2	380	1	0	0	1	2	90	1	0	0
LK-4130265	168	5	173	286	0	1	0	0	0	0	0	0	0	130	0	0	0	0	0	30	0	0	0
LK-4130270	525	16	542	892	1	3	0	0	1	1	0	1	2	405	1	0	0	1	2	96	2	0	0
LK-4130275	570	17	588	967	1	4	0	0	1	1	0	1	2	440	1	0	0	1	2	104	2	1	0
LK-4130280	544	17	561	923	1	3	0	0	1	1	0	1	2	420	1	0	0	1	2	100	2	1	0
LK-4130285	478	14	493	811	1	3	0	0	1	0	0	1	2	369	1	0	0	1	1	87	1	0	0
LK-4130290	593	18	612	1007	1	4	0	0	1	1	0	1	2	458	1	0	0	1	2	109	2	1	0
LK-4130295	341	10	352	579	1	2	0	0	1	0	0	0	1	263	0	0	0	0	1	62	1	0	0
LK-4130300	184	5	190	313	0	1	0	0	0	0	0	0	0	142	0	0	0	0	0	33	0	0	0
LK-4133	31190	637	31856	46682	50	88	10	0	62	25	11	20	87	24908	47	25	2	10	34	5387	34	31	0
LK-4133005	673	14	688	1008	1	2	0	0	1	0	0	0	2	538	1	0	0	0	1	116	1	1	0
LK-4133010	502	10	513	752	1	1	0	0	1	0	0	0	1	401	1	0	0	0	0	87	0	0	0
LK-4133015	838	17	856	1254	1	3	0	0	2	1	0	1	2	669	1	1	0	0	1	145	1	1	0
LK-4133020	724	15	739	1084	1	2	0	0	1	1	0	0	2	578	1	1	0	0	1	125	1	1	0
LK-4133025	506	10	516	757	1	1	0	0	1	0	0	0	1	404	1	0	0	0	0	87	0	0	0
LK-4133030	402	8	411	602	0	1	0	0	1	0	0	0	1	321	0	0	0	0	0	69	0	0	0
LK-4133035	755	15	771	1130	1	2	0	0	1	1	0	0	2	603	1	1	0	0	1	130	1	1	0
LK-4133040	519	10	530	777	1	1	0	0	1	0	0	0	1	415	1	0	0	0	0	90	0	0	0
LK-4133045	798	16	815	1194	1	2	0	0	2	1	0	1	2	637	1	1	0	0	1	138	1	1	0
LK-4133050	921	19	941	1378	2	3	1	0	2	1	1	1	3	736	1	1	0	1	1	159	1	1	0
LK-4133055	1212	25	1238	1814	2	4	1	0	3	1	1	1	4	968	2	1	0	1	2	209	2	1	0
LK-4133060	1035	21	1057	1548	2	3	1	0	2	1	1	1	3	826	2	1	0	1	1	179	1	1	0
LK-4133065	687	14	702	1028	1	2	0	0	1	0	0	0	2	549	1	0	0	0	1	119	1	1	0
LK-4133070	821	17	839	1229	1	2	0	0	2	1	0	1	2	656	1	1	0	0	1	142	1	1	0
LK-4133075	1036	21	1058	1550	2	3	1	0	2	1	1	1	3	827	2	1	0	1	1	179	1	1	0
LK-4133080	531	11	543	795	1	1	0	0	1	0	0	0	1	424	1	0	0	0	0	92	0	0	0
LK-4133085	528	11	539	790	1	1	0	0	1	0	0	0	1	421	1	0	0	0	0	91	0	0	0
LK-4133090	809	17	826	1211	1	2	0	0	2	1	0	1	2	646	1	1	0	0	1	140	1	1	0
LK-4133095	270	5	276	405	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	46	0	0	0
LK-4133100	730	15	746	1093	1	2	0	0	1	1	0	0	2	583	1	1	0	0	1	126	1	1	0
LK-4133105	1653	34	1688	2474	3	5	1	0	4	2	1	2	5	1321	3	2	1	1	2	286	2	2	0
LK-4133110	1203	25	1229	1801	2	4	1	0	3	1	1	1	4	961	2	1	0	1	2	208	2	1	0
LK-4133115	383	8	391	573	0	1	0	0	0	0	0	0	1	306	0	0	0	0	0	66	0	0	0
LK-4133120	550	11	562	823	1	1	0	0	1	0	0	0	1	439	1	0	0	0	0	95	0	0	0
LK-4133125	761	16	777	1139	1	2	0	0	1	1	0	0	2	608	1	1	0	0	1	131	1	1	0
LK-4133130	1628	34	1663	2436	3	5	1	0	4	2	1	2	5	1300	3	2	1	1	2	282	2	2	0
LK-4133135	893	18	912	1337	2	3	0	0	2	1	1	1	3	713	1	1	0	0	1	154	1	1	0
LK-4133140	872	18	891	1305	2	3	0	0	2	1	0	1	3	696	1	1	0	0	1	151	1	1	0
LK-4133145	471	9	481	705	1	1	0	0	1	0	0	0	1	376	1	0	0	0	0	81	0	0	0
LK-4133150	938	19	958	1404	2	3	1	0	2	1	1	1	3	749	2	1	0	1	1	162	1	1	0
LK-4133155	987	20	1008	1477	2	3	1	0	2	1	1	1	3	788	2	1	0	1	1	171	1	1	0
LK-4133160	727	15	743	1088	1	2	0	0	1	1	0	0	2	581	1	1	0	0	1	126	1	1	0
LK-4133165	812	17	829	1215	1	2	0	0	2	1	0	1	2	648	1	1	0	0	1	140	1	1	0
LK-4133170	1203	25	1229	1801	2	4	1	0	3	1	1	1	4	961	2	1	0	1	2	208	2	1	0
LK-4133175	655	13	668	980	1	2	0	0	1	0	0	0	2	523	1	0	0	0	1	113	1	1	0
LK-4133180	383	8	391	574	0	1	0	0	0	0	0	0	1	306	0	0	0	0	0	66	0	0	0
LK-4133185	627	13	640	938	1	2	0	0	1	0	0	0	2	500	1	0	0	0	1	108	1	1	0
LK-4133190	800	16	817	1197	1	2	0	0	2	1	0	1	2	639	1	1	0	0	1	138	1	1	0
LK-4133195	650	13	664	973	1	2	0	0	1	0	0	0	2	519	1	0	0	0	1	112	1	1	0
LK-4133200	697	14	711	1043	1	2	0	0	1	0	0	0	2	556	1	0	0	0	1	120	1	1	0
LK-4136	23081	408	23508	33036	28	56	2	0	53	21	6	18	69	17980	26	1	0	21	37	4489	28	13	0
LK-4136005	330	6	336	472	0	1	0	0	0	0	0	0	1	257	0	0	0	0	0	64	0	0	0
LK-4136010	1330	24	1355	1904	2	4	0	0	3	1	1	1	4	1036	2	0	0	1	2	259	2	1	0
LK-4136015	238	4	243	341	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	46	0	0	0
LK-4136020	577	10	587	826	1	1	0	0	1	0	0	0	2	449	0	0	0	0	1	112	1	0	0
LK-4136025	538	9	548	771	0	1	0	0	1	0	0	0	1	419	0	0	0	0	1	105	0	0	0
LK-4136030	1291	23	1314	1847	2	3	0	0	3	1	1	1	4	1006	2	0	0	1	2	251	2	1	0
LK-4136035	745	13	759	1066	1	2	0	0	2	1	0	1	2	580	1	0	0	1	1	145	1	0	0
LK-4136040	1879	34	1913	2688	3	5	1	0	5	2	1	2	6	1464	3	1	0	2	4	366	3	2	0
LK-4136045	1622	29	1651	2321	2	4	1	0	4	2	1	2	5	1263	2	0	0	2	3	316	2	1	0
LK-4136050	902	16	919	1292	1	2	0	0	2	1	0	1	3	703	1	0	0	1	2	176	1	1	0
LK-4136055	707	12	720	1011	1	2	0	0	2	1	0	0	2	550	1	0	0	1	1	137	1	0	0
LK-4136060	399	7	407	572	0	1	0	0	1	0	0	0	1	311	0	0	0	0	0	77	0	0	0
LK-4136065	979	17	997	1402	1	3	0	0	2	1	1	1	3	763	1	0	0	1	2	190	1	1	0
LK-4136070	909	16	926	1301	1	2	0	0	2	1	0	1	3	708	1	0	0	1	2	177	1	1	0
LK-4136075	875	16	892	1253	1	2	0	0	2	1	0	1	3	682	1	0	0	1	1	170	1	1	0
LK-4136080	778	14	793	1114	1	2	0	0	2	1	0	1	2	606	1	0	0	1	1	151	1	0	0
LK-4136085	700	12	713	1002	1	2	0	0	2	1	0	0	2	545	1	0	0	1	1	136	1	0	0
LK-4136090	874	16	890	1250	1	2	0	0	2	1	0	1	3	681	1	0	0	1	1	170	1	1	0
LK-4136095	527	9	537	754	0	1	0	0	1	0	0	0	1	410	0	0	0	0	1	102	0	0	0
LK-4136100	627	11	639	898	1	1	0	0	1	0	0	0	2	488	1	0	0	0	1	122	1	0	0
LK-4136105	933	17	950	1335	1	2	0	0	2	1	0	1	3	727	1	0	0	1	2	181	1	1	0
LK-4136110	756	13	770	1082	1	2	0	0	2	1	0	1	2	589	1	0	0	1	1	147	1	0	0
LK-4136115	770	14	784	1102	1	2	0	0	2	1	0	1	2	600	1	0	0	1	1	150	1	0	0
LK-4136120	863	15	879	1235	1	2	0	0	2	1	0	1	3	672	1	0	0	1	1	168	1	1	0
LK-4136125	1077	19	1097	1542	1	3	0	0	3	1	1	1	3	839	1	0	0	1	2	210	1	1	0
LK-4136130	581	10	592	832	1	1	0	0	1	0	0	0	2	453	1	0	0	0	1	113	1	0	0
LK-4136135	703	12	716	1006	1	2	0	0	2	1	0	0	2	548	1	0	0	1	1	137	1	0	0
LK-4136140	571	10	581	817	1	1	0	0	1	0	0	0	2	445	0	0	0	0	1	111	1	0	0
LK-4139	3363	98	3482	5061	0	2	0	0	0	0	1	0	3	1861	0	0	0	0	1	1358	1	0	0
LK-4139005	50	1	52	76	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	20	0	0	0
LK-4139010	95	3	98	143	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	38	0	0	0
LK-4139015	161	5	167	242	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	65	0	0	0
LK-4139020	347	11	359	521	0	1	0	0	0	0	1	0	1	192	0	0	0	0	1	141	1	0	0
LK-4139025	117	3	121	176	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	47	0	0	0
LK-4139030	75	2	78	114	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	30	0	0	0
LK-4139035	98	3	101	147	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	39	0	0	0
LK-4139040	209	7	216	314	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	84	0	0	0
LK-4139045	68	2	71	103	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	27	0	0	0
LK-4139050	108	3	112	163	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	44	0	0	0
LK-4139055	231	7	239	347	0	1	0	0	0	0	0	0	1	128	0	0	0	0	0	93	0	0	0
LK-4139060	70	2	73	106	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	28	0	0	0
LK-4139065	185	6	191	278	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	75	0	0	0
LK-4139070	72	2	74	108	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	29	0	0	0
LK-4139075	111	3	115	167	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	45	0	0	0
LK-4139080	40	1	42	61	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	16	0	0	0
LK-4139085	57	1	59	86	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	23	0	0	0
LK-4139090	14	0	15	22	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0
LK-4139095	80	2	83	120	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	32	0	0	0
LK-4139100	197	6	204	296	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	80	0	0	0
LK-4139105	64	2	66	96	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	26	0	0	0
LK-4139110	113	3	117	170	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	46	0	0	0
LK-4139115	40	1	41	60	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	16	0	0	0
LK-4139120	47	1	49	71	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	19	0	0	0
LK-4139125	54	1	56	81	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	22	0	0	0
LK-4139130	39	1	41	59	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	16	0	0	0
LK-4139135	86	2	89	129	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	35	0	0	0
LK-4139140	188	6	195	283	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	76	0	0	0
LK-4139145	133	4	137	200	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	54	0	0	0
LK-4139150	214	7	221	322	0	0	0	0	0	0	0	0	1	119	0	0	0	0	0	87	0	0	0
LK-4142	769	22	795	1157	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	311	0	0	0
LK-4142005	137	4	141	206	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	55	0	0	0
LK-4142010	86	2	89	129	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	35	0	0	0
LK-4142015	181	6	187	272	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	73	0	0	0
LK-4142020	141	4	146	213	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	57	0	0	0
LK-4142025	116	3	120	174	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	47	0	0	0
LK-4142030	108	3	112	163	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	44	0	0	0
LK-42	53424	814	54323	79360	22	85	0	0	35	1	12	3	85	45464	66	1	0	13	18	6753	21	4	0
LK-4203	27421	433	27880	40725	18	58	0	0	28	1	11	3	58	23337	48	1	0	12	16	3477	17	4	0
LK-4203005	520	8	528	772	0	1	0	0	0	0	0	0	1	442	1	0	0	0	0	66	0	0	0
LK-4203010	47	0	48	70	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	6	0	0	0
LK-4203015	692	11	703	1027	1	2	0	0	1	0	0	0	2	589	1	0	0	0	0	88	0	0	0
LK-4203020	405	6	411	601	0	1	0	0	0	0	0	0	1	344	1	0	0	0	0	51	0	0	0
LK-4203025	280	4	285	416	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	35	0	0	0
LK-4203030	169	2	172	251	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	21	0	0	0
LK-4203035	620	10	630	921	0	1	0	0	1	0	0	0	1	528	1	0	0	0	0	79	0	0	0
LK-4203040	1335	22	1358	1983	1	3	0	0	2	0	1	1	3	1137	3	0	0	1	1	170	1	1	0
LK-4203045	643	10	654	955	0	1	0	0	1	0	0	0	1	547	1	0	0	0	0	82	0	0	0
LK-4203050	617	10	628	917	0	1	0	0	1	0	0	0	1	526	1	0	0	0	0	78	0	0	0
LK-4203055	966	16	982	1434	1	2	0	0	1	0	1	0	2	822	2	0	0	1	1	123	1	0	0
LK-4203060	457	7	465	679	0	1	0	0	0	0	0	0	1	389	1	0	0	0	0	58	0	0	0
LK-4203065	342	5	348	508	0	1	0	0	0	0	0	0	1	291	0	0	0	0	0	43	0	0	0
LK-4203070	954	15	970	1416	1	2	0	0	1	0	1	0	2	812	2	0	0	1	1	121	1	0	0
LK-4203075	331	5	337	492	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	42	0	0	0
LK-4203080	224	3	227	332	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	28	0	0	0
LK-4203085	404	6	411	600	0	1	0	0	0	0	0	0	1	344	1	0	0	0	0	51	0	0	0
LK-4203090	197	3	201	293	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	25	0	0	0
LK-4203095	275	4	280	409	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	35	0	0	0
LK-4203100	819	13	833	1217	1	2	0	0	1	0	0	0	2	697	2	0	0	0	1	104	1	0	0
LK-4203105	1171	19	1190	1739	1	3	0	0	2	0	1	0	3	997	2	0	0	1	1	149	1	1	0
LK-4203110	1135	19	1154	1686	1	3	0	0	2	0	1	0	3	966	2	0	0	1	1	144	1	0	0
LK-4203115	179	3	182	266	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	22	0	0	0
LK-4203120	395	6	402	587	0	1	0	0	0	0	0	0	1	336	1	0	0	0	0	50	0	0	0
LK-4203125	985	16	1001	1463	1	2	0	0	1	0	1	0	2	838	2	0	0	1	1	125	1	0	0
LK-4203130	1264	21	1285	1877	1	3	0	0	2	0	1	1	3	1076	3	0	0	1	1	161	1	1	0
LK-4203135	798	13	811	1185	1	2	0	0	1	0	0	0	2	679	2	0	0	0	1	101	1	0	0
LK-4203140	1830	30	1861	2717	2	5	0	0	3	1	1	1	5	1558	4	1	0	2	2	233	2	1	0
LK-4203145	1077	18	1095	1599	1	3	0	0	2	0	1	0	3	917	2	0	0	1	1	137	1	0	0
LK-4203150	985	16	1001	1463	1	2	0	0	1	0	1	0	2	838	2	0	0	1	1	125	1	0	0
LK-4203155	744	12	757	1105	1	2	0	0	1	0	0	0	2	633	1	0	0	0	0	94	1	0	0
LK-4203160	1109	18	1127	1646	1	3	0	0	2	0	1	0	3	944	2	0	0	1	1	141	1	0	0
LK-4203165	808	13	821	1199	1	2	0	0	1	0	0	0	2	687	2	0	0	0	1	103	1	0	0
LK-4203170	524	8	533	779	0	1	0	0	0	0	0	0	1	446	1	0	0	0	0	66	0	0	0
LK-4203175	363	6	369	540	0	1	0	0	0	0	0	0	1	309	0	0	0	0	0	46	0	0	0
LK-4203180	505	8	514	750	0	1	0	0	0	0	0	0	1	430	1	0	0	0	0	64	0	0	0
LK-4203185	819	13	833	1217	1	2	0	0	1	0	0	0	2	697	2	0	0	0	1	104	1	0	0
LK-4203190	424	7	431	630	0	1	0	0	0	0	0	0	1	361	1	0	0	0	0	54	0	0	0
LK-4203195	8	0	8	11	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0
LK-4203200	237	3	241	352	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	30	0	0	0
LK-4203205	99	1	101	148	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	12	0	0	0
LK-4203210	33	0	34	50	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	4	0	0	0
LK-4203215	173	2	175	256	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	22	0	0	0
LK-4203220	211	3	214	313	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	26	0	0	0
LK-4203225	12	0	12	18	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0
LK-4203230	232	3	236	345	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	29	0	0	0
LK-4203235	456	7	463	677	0	1	0	0	0	0	0	0	1	388	1	0	0	0	0	58	0	0	0
LK-4203240	170	2	173	252	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	21	0	0	0
LK-4203245	378	6	385	562	0	1	0	0	0	0	0	0	1	322	0	0	0	0	0	48	0	0	0
LK-4206	7918	111	8052	11768	0	6	0	0	1	0	0	0	6	6737	3	0	0	0	0	995	0	0	0
LK-4206005	455	7	463	676	0	1	0	0	0	0	0	0	1	387	1	0	0	0	0	58	0	0	0
LK-4206010	296	4	301	439	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	37	0	0	0
LK-4206015	654	10	665	972	0	1	0	0	1	0	0	0	1	557	1	0	0	0	0	83	0	0	0
LK-4206020	337	5	343	501	0	1	0	0	0	0	0	0	1	287	0	0	0	0	0	43	0	0	0
LK-4206025	325	5	331	483	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	41	0	0	0
LK-4206030	116	1	118	172	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	14	0	0	0
LK-4206035	29	0	30	43	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	3	0	0	0
LK-4206040	108	1	110	161	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	13	0	0	0
LK-4206045	132	2	134	196	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	16	0	0	0
LK-4206050	103	1	105	153	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	13	0	0	0
LK-4206055	286	4	291	426	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	36	0	0	0
LK-4206060	298	4	303	442	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	38	0	0	0
LK-4206065	140	2	142	208	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	17	0	0	0
LK-4206070	145	2	148	216	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	18	0	0	0
LK-4206075	235	3	239	350	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	30	0	0	0
LK-4206080	27	0	27	40	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	3	0	0	0
LK-4206085	103	1	104	153	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	13	0	0	0
LK-4206090	156	2	158	232	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	19	0	0	0
LK-4206095	106	1	108	157	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	13	0	0	0
LK-4206100	39	0	39	58	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	5	0	0	0
LK-4206105	321	5	327	477	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	41	0	0	0
LK-4206110	97	1	98	144	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	12	0	0	0
LK-4206115	177	2	180	264	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	22	0	0	0
LK-4206120	126	2	128	187	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	16	0	0	0
LK-4206125	225	3	229	335	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	28	0	0	0
LK-4206130	203	3	207	302	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	25	0	0	0
LK-4206135	217	3	220	322	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	27	0	0	0
LK-4206140	359	6	365	533	0	1	0	0	0	0	0	0	1	305	0	0	0	0	0	45	0	0	0
LK-4206145	140	2	142	208	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	17	0	0	0
LK-4206150	156	2	158	232	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	19	0	0	0
LK-4206155	354	5	360	526	0	1	0	0	0	0	0	0	1	301	0	0	0	0	0	45	0	0	0
LK-4206160	236	3	240	351	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	30	0	0	0
LK-4206165	291	4	296	433	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	37	0	0	0
LK-4206170	321	5	327	477	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	41	0	0	0
LK-4206175	182	3	185	270	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	23	0	0	0
LK-4206180	423	7	431	629	0	1	0	0	0	0	0	0	1	360	1	0	0	0	0	54	0	0	0
LK-4209	4135	61	4205	6144	1	5	0	0	1	0	0	0	5	3518	4	0	0	0	1	520	1	0	0
LK-4209005	408	6	415	606	0	1	0	0	0	0	0	0	1	347	1	0	0	0	0	52	0	0	0
LK-4209010	70	1	71	104	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	8	0	0	0
LK-4209015	262	4	267	390	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	33	0	0	0
LK-4209020	135	2	137	201	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	17	0	0	0
LK-4209025	141	2	144	210	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	18	0	0	0
LK-4209030	155	2	157	230	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	19	0	0	0
LK-4209035	123	2	125	183	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	15	0	0	0
LK-4209040	503	8	512	748	0	1	0	0	0	0	0	0	1	429	1	0	0	0	0	64	0	0	0
LK-4209045	372	6	378	552	0	1	0	0	0	0	0	0	1	316	0	0	0	0	0	47	0	0	0
LK-4209050	264	4	268	392	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	33	0	0	0
LK-4209055	227	3	231	337	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	28	0	0	0
LK-4209060	820	13	834	1218	1	2	0	0	1	0	0	0	2	698	2	0	0	0	1	104	1	0	0
LK-4209065	148	2	151	220	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	18	0	0	0
LK-4209070	18	0	18	27	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	0
LK-4209075	96	1	97	142	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	12	0	0	0
LK-4209080	118	1	120	175	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	15	0	0	0
LK-4209085	275	4	280	409	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	35	0	0	0
LK-4212	9597	145	9760	14257	3	12	0	0	4	0	1	0	12	8168	9	0	0	1	1	1215	3	0	0
LK-4212005	423	7	431	629	0	1	0	0	0	0	0	0	1	360	1	0	0	0	0	54	0	0	0
LK-4212010	381	6	387	566	0	1	0	0	0	0	0	0	1	324	0	0	0	0	0	48	0	0	0
LK-4212015	779	13	792	1156	1	2	0	0	1	0	0	0	2	663	1	0	0	0	0	99	1	0	0
LK-4212020	537	8	546	798	0	1	0	0	1	0	0	0	1	457	1	0	0	0	0	68	0	0	0
LK-4212025	471	7	479	699	0	1	0	0	0	0	0	0	1	401	1	0	0	0	0	60	0	0	0
LK-4212030	274	4	279	407	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	35	0	0	0
LK-4212035	268	4	272	398	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	34	0	0	0
LK-4212040	110	1	111	163	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	14	0	0	0
LK-4212045	265	4	270	394	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	33	0	0	0
LK-4212050	208	3	211	309	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	26	0	0	0
