entity_id	valid	rejected	polled	electors	UNP	UPFA	JHU	NLF	S	JSP	UMPA	EPDP	USP	NPP	ULF	SLMK	SEP	IP2D	IP7D	IP1D	IP4D	IP6D	SMBP	IP5D	IP8D	SLNF	IP3D	IP9D	RJP	SLPF
LK-4139060	74	6	80	250			0	0	0			6	0					0		0									0	
LK-4139065	195	16	211	655			0	0	0			17	0					0		0									0	
LK-4139070	76	6	82	256			0	0	0			6	0					0		0									0	
LK-4139075	117	9	127	394			0	0	0			10	0					0		0									0	
LK-4139080	42	3	46	144			0	0	0			3	0					0		0									0	
LK-4139085	60	5	65	203			0	0	0			5	0					0		0									0	
LK-4139090	15	1	16	52			0	0	0			1	0					0		0									0	
LK-4139095	84	7	91	284			0	0	0			7	0					0		0									0	
LK-4139100	208	17	225	698			0	0	0			18	0					0		0									0	
LK-4139105	67	5	73	227			0	0	0			6	0					0		0									0	
LK-4139110	119	9	129	401			0	0	0			10	0					0		0									0	
LK-4139115	42	3	45	142			0	0	0			3	0					0		0									0	
LK-4139120	49	4	54	167			0	0	0			4	0					0		0									0	
LK-4139125	57	4	62	192			0	0	0			5	0					0		0									0	
LK-4139130	41	3	45	140			0	0	0			3	0					0		0									0	
LK-4139135	90	7	98	305			0	0	0			8	0					0		0									0	
LK-4139140	198	16	215	668			0	0	0			18	0					0		0									0	
LK-4139145	140	11	152	471			0	0	0			12	0					0		0									0	
LK-4139150	226	18	244	759			0	0	0			20	0					0		0									0	
LK-4142	809	64	877	2726			0	0	0			72	0					0		0									0	
LK-4142005	144	11	156	485			0	0	0			13	0					0		0									0	
LK-4142010	90	7	98	305			0	0	0			8	0					0		0									0	
LK-4142015	190	15	206	640			0	0	0			17	0					0		0									0	
LK-4142020	149	12	161	501			0	0	0			13	0					0		0									0	
LK-4142025	122	10	132	411			0	0	0			11	0					0		0									0	
LK-4142030	114	9	124	384			0	0	0			10	0					0		0									0	
LK-42	31777	2649	34501	72910	4336	101	0	0				404	30					0	0	0	0	0	0	0	0		0	3	0	
LK-4203	16316	1374	17714	37414	2241	69	0	0				221	25					0	0	0	0	0	0	0	0		0	3	0	
LK-4203005	309	26	336	709	42	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203010	28	2	30	64	3	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203015	411	35	447	944	57	2	0	0				6	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203020	241	20	261	552	33	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203025	166	14	181	382	23	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203030	100	8	109	230	13	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203035	369	31	401	846	51	2	0	0				5	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203040	795	68	863	1822	110	4	0	0				11	2					0	0	0	0	0	0	0	0		0	1	0	
LK-4203045	383	32	416	878	53	2	0	0				5	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203050	367	31	399	842	50	2	0	0				5	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203055	575	49	624	1317	79	3	0	0				8	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203060	272	23	295	624	37	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203065	204	17	221	467	28	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203070	568	48	616	1301	78	3	0	0				8	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203075	197	16	214	452	27	1	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203080	133	11	144	305	18	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203085	240	20	261	551	33	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203090	117	10	127	269	16	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203095	164	14	178	376	22	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203100	488	41	529	1118	67	2	0	0				7	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203105	697	59	757	1597	96	3	0	0				10	2					0	0	0	0	0	0	0	0		0	0	0	
LK-4203110	676	57	734	1549	93	3	0	0				10	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203115	106	9	115	244	14	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203120	235	20	255	539	32	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203125	586	50	636	1344	81	3	0	0				8	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203130	752	64	817	1724	104	4	0	0				11	2					0	0	0	0	0	0	0	0		0	1	0	
LK-4203135	475	40	516	1089	65	2	0	0				7	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203140	1089	93	1183	2497	151	6	0	0				16	3					0	0	0	0	0	0	0	0		0	1	0	
LK-4203145	641	54	696	1469	88	3	0	0				9	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203150	586	50	636	1344	81	3	0	0				8	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203155	443	37	481	1015	61	2	0	0				6	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203160	660	56	716	1512	91	3	0	0				9	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203165	481	41	522	1102	66	2	0	0				7	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203170	312	26	339	716	43	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203175	216	18	235	496	30	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203180	301	25	326	689	41	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203185	488	41	529	1118	67	2	0	0				7	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4203190	252	21	274	579	35	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203195	4	0	5	10	0	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203200	141	12	153	323	19	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203205	59	5	64	136	8	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203210	20	1	21	46	2	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203215	102	8	111	236	14	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203220	125	10	136	288	17	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203225	7	0	7	16	1	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203230	138	11	150	317	19	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203235	271	23	294	622	37	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203240	101	8	110	232	14	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4203245	225	19	244	516	31	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206	4708	389	5114	10811	635	10	0	0				53	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4206005	271	23	294	621	37	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206010	176	15	191	403	24	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206015	389	33	423	893	54	2	0	0				5	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4206020	201	17	218	461	27	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206025	193	16	210	444	26	1	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206030	69	5	75	158	9	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206035	17	1	19	40	2	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206040	64	5	70	148	8	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206045	78	6	85	180	10	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206050	61	5	67	141	8	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206055	170	14	185	391	23	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206060	177	15	192	406	24	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206065	83	7	90	191	11	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206070	86	7	94	198	12	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206075	140	12	152	321	19	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206080	16	1	17	37	2	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206085	61	5	66	140	8	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206090	93	7	101	213	12	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206095	63	5	68	145	8	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206100	23	1	25	53	3	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206105	191	16	208	439	26	1	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206110	57	4	62	132	8	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206115	105	9	114	242	14	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206120	75	6	81	172	10	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206125	134	11	145	307	18	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206130	121	10	131	277	16	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206135	129	11	140	296	17	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206140	213	18	232	490	29	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206145	83	7	90	191	11	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206150	93	7	101	213	12	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206155	211	18	229	483	29	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206160	141	12	153	323	19	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206165	173	14	188	397	24	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206170	191	16	208	439	26	1	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206175	108	9	117	248	15	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4206180	252	21	273	578	34	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209	2459	201	2668	5645	331	5	0	0				31	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4209005	243	20	263	557	33	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209010	41	3	45	96	5	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209015	156	13	169	358	21	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209020	80	6	87	184	11	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209025	84	7	91	193	11	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209030	92	7	100	211	12	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209035	73	6	79	168	10	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209040	300	25	325	687	41	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209045	221	18	240	507	30	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209050	157	13	170	360	21	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209055	135	11	146	310	18	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209060	488	41	530	1119	67	2	0	0				7	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4209065	88	7	96	203	12	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209070	10	0	11	24	1	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209075	57	4	62	131	7	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209080	70	6	76	161	9	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4209085	164	14	178	376	22	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212	5707	474	6194	13098	779	13	0	0				69	3					0	0	0	0	0	0	0	0		0	0	0	
LK-4212005	252	21	273	578	34	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212010	227	19	246	520	31	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212015	463	39	503	1062	64	2	0	0				6	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4212020	320	27	347	733	44	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212025	280	24	304	642	38	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212030	163	13	177	374	22	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212035	159	13	173	365	22	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212040	65	5	71	150	9	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212045	158	13	171	362	21	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212050	124	10	134	284	17	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212055	15	1	16	35	2	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212060	149	12	162	343	20	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212065	440	37	478	1010	61	2	0	0				6	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4212070	66	5	72	153	9	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212075	53	4	57	122	7	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212080	108	9	117	248	15	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212085	134	11	146	309	18	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212090	75	6	81	172	10	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212095	126	10	136	288	17	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212100	126	10	137	290	17	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212105	163	14	177	375	22	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212110	137	11	148	314	19	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212115	159	13	173	366	22	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212120	135	11	147	310	18	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212125	563	48	611	1290	78	3	0	0				8	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4212130	143	12	155	328	19	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212135	119	10	129	274	16	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212140	248	21	269	569	34	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212145	170	14	185	390	23	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212150	260	22	282	595	36	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4212155	107	9	117	247	14	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215	2587	211	2811	5942	350	4	0	0				30	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215005	335	28	364	768	46	1	0	0				5	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215010	226	19	246	519	31	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215015	40	3	44	93	5	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215020	117	10	127	269	16	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215025	140	12	152	321	19	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215030	81	6	88	186	11	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215035	46	3	50	106	6	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215040	114	9	124	262	15	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215045	161	13	175	370	22	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215050	164	14	178	376	22	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215055	45	3	49	104	6	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215060	210	18	228	483	29	1	0	0				3	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215065	126	10	137	289	17	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215070	302	25	328	693	41	1	0	0				4	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215075	165	14	179	378	22	0	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215080	125	10	136	288	17	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215085	73	6	79	167	10	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215090	91	7	99	210	12	0	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215095	10	0	11	23	1	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4215100	16	1	17	37	2	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-43	56333	4796	61176	100136	10674	4660	27	16				440	109					0	0	0	0	0	13	27	0		2	72	0	
LK-4303	3767	315	4091	6700	708	304	0	0				24	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4303005	15	1	16	27	2	1	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303010	8	0	9	15	1	0	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303015	43	3	46	76	8	3	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303020	135	11	146	240	25	11	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303025	173	14	188	308	32	14	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303030	279	24	303	496	53	23	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303035	172	14	187	306	32	14	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303040	297	25	323	528	56	24	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303045	186	16	202	331	35	15	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303050	171	14	186	305	32	14	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303055	163	14	177	289	31	13	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303060	259	22	282	461	49	21	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303065	59	5	64	105	11	4	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303070	179	15	194	318	34	14	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303075	212	18	230	377	40	17	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303080	310	26	337	551	59	25	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303085	252	21	274	448	47	21	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303090	434	37	471	771	82	36	0	0				3	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4303095	243	20	264	433	46	20	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4303100	177	15	192	315	33	14	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306	4289	358	4658	7627	807	349	0	0				30	2					0	0	0	0	0	0	0	0		0	0	0	
LK-4306005	286	24	311	509	54	23	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306010	28	2	30	50	5	2	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306015	33	2	35	58	6	2	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306020	240	20	260	426	45	20	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306025	55	4	59	97	10	4	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306030	42	3	45	75	8	3	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306035	145	12	158	259	27	12	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306040	284	24	309	505	54	23	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306045	412	35	448	733	78	34	0	0				3	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4306050	265	22	287	471	50	22	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306055	185	15	201	328	35	15	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306060	375	32	407	667	71	31	0	0				3	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4306065	262	22	284	465	49	21	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306070	271	23	294	481	51	22	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306075	277	23	301	493	52	23	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306080	214	18	233	381	40	17	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306085	262	22	285	466	49	21	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306090	276	23	300	491	52	23	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306095	121	10	132	216	23	10	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4306100	256	22	279	456	48	21	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309	38496	3292	41803	68416	7306	3199	24	14				314	88					0	0	0	0	0	11	24	0		1	61	0	
LK-4309005	329	28	357	585	62	27	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309010	179	15	194	318	34	14	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309015	142	12	154	252	27	11	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309020	74	6	80	132	14	6	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309025	102	8	111	182	19	8	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309030	98	8	106	174	18	8	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309035	103	8	112	183	19	8	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309040	213	18	232	380	40	17	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309045	49	4	53	87	9	4	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309050	23	2	25	42	4	1	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309055	396	34	430	704	75	33	0	0				3	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4309060	264	22	286	469	50	22	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309065	283	24	307	503	53	23	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309070	1447	124	1571	2571	275	120	1	1				12	4					0	0	0	0	0	0	1	0		0	2	0	
LK-4309075	1286	110	1396	2285	244	107	1	1				11	3					0	0	0	0	0	0	1	0		0	2	0	
LK-4309080	2041	175	2216	3626	388	170	2	1				17	5					0	0	0	0	0	1	2	0		0	4	0	
LK-4309085	1169	100	1269	2077	222	97	1	0				10	3					0	0	0	0	0	0	1	0		0	2	0	
LK-4309090	1811	155	1966	3218	344	151	1	1				15	5					0	0	0	0	0	1	1	0		0	3	0	
LK-4309095	2086	179	2265	3707	396	174	2	1				18	5					0	0	0	0	0	1	2	0		0	4	0	
LK-4309100	1531	131	1663	2721	291	128	1	1				13	4					0	0	0	0	0	1	1	0		0	3	0	
LK-4309105	362	31	393	643	68	30	0	0				3	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4309110	330	28	358	586	62	27	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4309115	1030	88	1119	1831	196	86	1	0				8	2					0	0	0	0	0	0	1	0		0	2	0	
LK-4309120	1551	133	1685	2757	295	129	1	1				13	4					0	0	0	0	0	1	1	0		0	3	0	
LK-4309125	620	53	673	1102	117	51	0	0				5	1					0	0	0	0	0	0	0	0		0	1	0	
LK-4309130	630	54	684	1120	119	52	0	0				5	1					0	0	0	0	0	0	0	0		0	1	0	
LK-4309135	935	80	1016	1662	178	78	0	0				8	2					0	0	0	0	0	0	0	0		0	1	0	
LK-4309140	660	56	716	1172	125	55	0	0				5	1					0	0	0	0	0	0	0	0		0	1	0	
LK-4309145	827	71	898	1470	157	69	0	0				7	2					0	0	0	0	0	0	0	0		0	1	0	
LK-4309150	1506	129	1635	2676	286	125	1	1				13	4					0	0	0	0	0	0	1	0		0	3	0	
LK-4309155	753	64	818	1339	143	63	0	0				6	2					0	0	0	0	0	0	0	0		0	1	0	
LK-4309160	743	63	807	1321	141	62	0	0				6	2					0	0	0	0	0	0	0	0		0	1	0	
LK-4309165	665	57	722	1182	126	55	0	0				5	1					0	0	0	0	0	0	0	0		0	1	0	
LK-4309170	1126	96	1223	2001	214	94	1	0				9	3					0	0	0	0	0	0	1	0		0	2	0	
LK-4309175	3051	262	3314	5422	580	255	3	2				26	8					0	0	0	0	0	2	3	0		1	6	0	
LK-4309180	1189	102	1291	2113	226	99	1	0				10	3					0	0	0	0	0	0	1	0		0	2	0	
LK-4309185	1982	170	2153	3523	377	165	2	1				17	5					0	0	0	0	0	1	2	0		0	3	0	
LK-4309190	1156	99	1256	2055	220	96	1	0				10	3					0	0	0	0	0	0	1	0		0	2	0	
LK-4309195	1645	141	1786	2923	312	137	1	1				14	4					0	0	0	0	0	1	1	0		0	3	0	
LK-4309200	2119	182	2302	3766	403	177	2	1				18	5					0	0	0	0	0	1	2	0		0	4	0	
LK-4309205	1719	147	1866	3054	326	143	1	1				14	4					0	0	0	0	0	1	1	0		0	3	0	
LK-4309210	271	23	295	482	51	22	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4312	9781	831	10624	17393	1853	808	3	2				72	18					0	0	0	0	0	2	3	0		1	11	0	
LK-4312005	3194	274	3468	5675	607	266	3	2				27	8					0	0	0	0	0	2	3	0		1	6	0	
LK-4312010	138	11	150	246	26	11	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4312015	195	16	212	347	37	16	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4312020	62	5	68	111	11	5	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4312025	112	9	122	200	21	9	0	0				0	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4312030	750	64	814	1333	142	62	0	0				6	2					0	0	0	0	0	0	0	0		0	1	0	
LK-4312035	330	28	358	586	62	27	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4312040	371	31	403	660	70	31	0	0				3	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4312045	286	24	311	509	54	23	0	0				2	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4312050	221	19	240	394	42	18	0	0				1	0					0	0	0	0	0	0	0	0		0	0	0	
LK-4312055	437	37	475	777	83	36	0	0				3	1					0	0	0	0	0	0	0	0		0	0	0	
LK-4312060	536	46	582	953	102	44	0	0				4	1					0	0	0	0	0	0	0	0		0	1	0	
