entity_id	valid	rejected	polled	electors	PA	UNP	JVP	SMBP	LDA	SLMP	Liberal	Ind 1	Ind 2	PLSF	Ind 3	DUNF	PFF
LK-5216025	443	6	450	556	283	149	0	0	1	1	2	1	1	1	0	0	0
LK-5216030	270	4	274	339	172	91	0	0	0	0	1	0	1	0	0	0	0
LK-5216035	428	6	434	536	273	144	0	0	1	1	2	1	1	1	0	0	0
LK-5216040	626	9	636	785	399	211	1	0	2	1	3	1	2	1	0	0	0
LK-5216045	223	3	226	280	142	75	0	0	0	0	1	0	0	0	0	0	0
LK-5216050	607	9	616	761	387	204	1	0	2	1	2	1	2	1	0	0	0
LK-5216055	211	3	214	264	134	71	0	0	0	0	1	0	0	0	0	0	0
LK-5216060	333	5	339	418	213	112	0	0	1	1	1	0	1	0	0	0	0
LK-5216065	454	7	461	570	290	153	0	0	1	1	2	1	1	1	0	0	0
LK-5216070	192	2	195	241	122	64	0	0	0	0	0	0	0	0	0	0	0
LK-5216075	270	4	274	338	172	91	0	0	0	0	1	0	1	0	0	0	0
LK-5216080	389	6	395	488	248	131	0	0	1	1	1	0	1	1	0	0	0
LK-5216085	205	3	208	257	130	69	0	0	0	0	0	0	0	0	0	0	0
LK-5216090	594	9	603	745	379	200	1	0	2	1	2	1	2	1	0	0	0
LK-5216095	463	7	470	580	295	156	0	0	1	1	2	1	1	1	0	0	0
LK-5216100	383	5	389	480	244	129	0	0	1	1	1	0	1	1	0	0	0
LK-5218	23330	339	23696	29265	14884	7851	19	0	54	46	87	35	75	40	0	0	0
LK-5218005	207	3	211	260	132	70	0	0	0	0	1	0	0	0	0	0	0
LK-5218010	477	7	485	599	305	161	0	0	1	1	2	1	2	1	0	0	0
LK-5218015	194	3	197	243	123	65	0	0	0	0	0	0	0	0	0	0	0
LK-5218020	303	4	308	380	193	102	0	0	1	0	1	0	1	0	0	0	0
LK-5218035	361	5	366	452	230	121	0	0	1	1	1	0	1	0	0	0	0
LK-5218040	627	9	637	787	400	211	1	0	2	1	3	1	2	1	0	0	0
LK-5218045	326	5	331	409	208	110	0	0	1	0	1	0	1	0	0	0	0
LK-5218050	534	8	543	670	341	180	1	0	1	1	2	1	2	1	0	0	0
LK-5218055	670	10	681	841	428	226	1	0	2	2	3	1	2	1	0	0	0
LK-5218060	505	7	513	633	322	170	0	0	1	1	2	1	2	1	0	0	0
LK-5218065	197	3	200	248	126	66	0	0	0	0	0	0	0	0	0	0	0
LK-5218070	316	4	321	397	202	106	0	0	1	0	1	0	1	0	0	0	0
LK-5218075	592	9	601	743	378	199	1	0	1	1	2	1	2	1	0	0	0
LK-5218080	384	5	389	481	245	129	0	0	1	1	1	0	1	1	0	0	0
LK-5218085	339	5	344	425	216	114	0	0	1	1	1	0	1	0	0	0	0
LK-5218095	562	8	570	705	358	189	1	0	1	1	2	1	2	1	0	0	0
LK-5218100	437	6	444	548	279	147	0	0	1	1	2	1	1	1	0	0	0
LK-5218105	509	7	517	638	325	171	0	0	1	1	2	1	2	1	0	0	0
LK-5218110	209	3	212	262	133	70	0	0	0	0	1	0	0	0	0	0	0
LK-5218115	227	3	231	285	145	76	0	0	0	0	1	0	0	0	0	0	0
LK-5218120	203	3	206	254	129	68	0	0	0	0	0	0	0	0	0	0	0
LK-5218125	278	4	282	349	177	93	0	0	0	0	1	0	1	0	0	0	0
LK-5218130	405	6	411	508	258	136	0	0	1	1	1	1	1	1	0	0	0
LK-5218135	629	9	639	789	401	212	1	0	2	1	3	1	2	1	0	0	0
LK-5218140	522	8	530	654	333	176	0	0	1	1	2	1	2	1	0	0	0
LK-5218145	962	14	977	1207	614	324	1	0	3	2	4	2	4	2	0	0	0
LK-5218150	449	6	456	563	286	151	0	0	1	1	2	1	1	1	0	0	0
LK-5218155	479	7	487	601	306	161	0	0	1	1	2	1	2	1	0	0	0
LK-5218160	784	12	796	983	500	264	1	0	2	2	3	1	3	2	0	0	0
LK-5218165	562	8	571	705	359	189	1	0	1	1	2	1	2	1	0	0	0
LK-5218170	811	12	824	1018	518	273	1	0	2	2	3	2	3	2	0	0	0
LK-5218175	784	12	796	983	500	264	1	0	2	2	3	1	3	2	0	0	0
LK-5218180	966	15	981	1211	616	325	1	0	3	2	4	2	4	2	0	0	0
LK-5218185	526	8	534	660	336	177	1	0	1	1	2	1	2	1	0	0	0
LK-5218190	548	8	557	688	350	185	1	0	1	1	2	1	2	1	0	0	0
LK-5218195	750	11	762	941	478	253	1	0	2	2	3	1	3	1	0	0	0
LK-5218200	676	10	687	848	431	228	1	0	2	2	3	1	2	1	0	0	0
LK-5218205	395	6	401	496	252	133	0	0	1	1	1	1	1	1	0	0	0
LK-5218210	387	6	393	486	247	130	0	0	1	1	1	0	1	1	0	0	0
LK-5218215	171	2	174	214	109	57	0	0	0	0	0	0	0	0	0	0	0
LK-5218220	442	6	449	554	282	149	0	0	1	1	2	1	1	1	0	0	0
LK-5218225	993	15	1009	1246	634	335	1	0	3	3	4	2	4	2	0	0	0
LK-5218230	419	6	426	526	267	141	0	0	1	1	2	1	1	1	0	0	0
LK-5218235	473	7	480	593	302	159	0	0	1	1	2	1	2	1	0	0	0
LK-5218240	315	4	319	395	201	106	0	0	1	0	1	0	1	0	0	0	0
LK-5218245	96	1	98	121	61	32	0	0	0	0	0	0	0	0	0	0	0
LK-5218250	1147	17	1165	1438	732	386	2	0	3	3	5	2	4	3	0	0	0
LK-5218255	182	2	185	228	116	61	0	0	0	0	0	0	0	0	0	0	0
LK-5221	12910	198	13123	16664	7146	5522	1	0	8	25	28	19	31	3	0	0	0
LK-5221005	812	13	826	1048	450	348	0	0	1	2	2	2	2	1	0	0	0
LK-5221010	343	5	348	442	190	146	0	0	0	1	1	0	1	0	0	0	0
LK-5221015	546	9	555	705	302	234	0	0	1	1	1	1	1	0	0	0	0
LK-5221020	1267	20	1288	1635	702	543	1	0	2	3	4	3	4	1	0	0	0
LK-5221025	650	10	660	838	360	278	0	0	1	1	2	1	2	0	0	0	0
LK-5221030	408	6	414	526	226	174	0	0	0	1	1	1	1	0	0	0	0
LK-5221035	371	6	377	479	205	159	0	0	0	1	1	0	1	0	0	0	0
LK-5221040	332	5	337	428	184	142	0	0	0	0	1	0	1	0	0	0	0
LK-5221045	291	4	296	376	161	124	0	0	0	0	0	0	1	0	0	0	0
LK-5221050	756	12	769	976	419	324	0	0	1	2	2	1	2	1	0	0	0
LK-5221055	289	4	294	373	160	123	0	0	0	0	0	0	1	0	0	0	0
LK-5221060	455	7	463	588	252	195	0	0	0	1	1	1	1	0	0	0	0
LK-5221065	333	5	339	430	184	143	0	0	0	1	1	0	1	0	0	0	0
LK-5221070	386	6	393	499	214	165	0	0	0	1	1	1	1	0	0	0	0
LK-5221075	244	4	248	315	135	104	0	0	0	0	0	0	0	0	0	0	0
LK-5221080	349	5	354	450	193	149	0	0	0	1	1	0	1	0	0	0	0
LK-5221085	442	7	450	571	245	189	0	0	0	1	1	1	1	0	0	0	0
LK-5221090	469	7	477	606	260	201	0	0	0	1	1	1	1	0	0	0	0
LK-5221095	573	9	583	740	317	245	0	0	1	1	1	1	1	0	0	0	0
LK-5221100	412	6	419	532	228	176	0	0	0	1	1	1	1	0	0	0	0
LK-5221105	427	7	434	551	236	183	0	0	0	1	1	1	1	0	0	0	0
LK-5221110	392	6	398	505	217	167	0	0	0	1	1	1	1	0	0	0	0
LK-5221115	291	4	296	376	161	124	0	0	0	0	0	0	1	0	0	0	0
LK-5221120	404	6	410	521	223	173	0	0	0	1	1	1	1	0	0	0	0
LK-5221125	253	4	257	327	140	108	0	0	0	0	0	0	0	0	0	0	0
LK-5221130	360	5	366	465	199	154	0	0	0	1	1	0	1	0	0	0	0
LK-5221135	568	9	577	733	314	243	0	0	1	1	1	1	1	0	0	0	0
LK-5221140	251	4	255	324	139	107	0	0	0	0	0	0	0	0	0	0	0
LK-5221145	236	3	240	305	130	101	0	0	0	0	0	0	0	0	0	0	0
LK-5224	18942	297	19253	24445	10485	8108	3	0	18	46	47	37	54	12	0	0	0
LK-5224005	873	14	887	1127	483	374	0	0	1	2	2	2	3	1	0	0	0
LK-5224015	347	5	353	448	192	148	0	0	0	1	1	0	1	0	0	0	0
LK-5224020	457	7	464	589	253	195	0	0	0	1	1	1	1	0	0	0	0
LK-5224025	1729	28	1758	2231	958	741	1	0	3	5	5	4	6	2	0	0	0
LK-5224030	667	11	678	861	369	286	0	0	1	2	2	1	2	1	0	0	0
LK-5224035	521	8	530	673	288	223	0	0	0	1	1	1	1	0	0	0	0
LK-5224040	1551	25	1577	2001	859	664	1	0	2	4	4	4	5	2	0	0	0
LK-5224045	431	7	438	556	239	184	0	0	0	1	1	1	1	0	0	0	0
LK-5224050	356	5	362	460	197	152	0	0	0	1	1	0	1	0	0	0	0
LK-5224055	424	6	431	547	234	181	0	0	0	1	1	1	1	0	0	0	0
LK-5224060	401	6	408	518	222	172	0	0	0	1	1	1	1	0	0	0	0
LK-5224065	484	7	492	625	268	207	0	0	0	1	1	1	1	0	0	0	0
LK-5224070	579	9	588	747	320	248	0	0	1	1	1	1	2	0	0	0	0
LK-5224075	1270	20	1291	1639	703	544	1	0	2	3	4	3	4	1	0	0	0
LK-5224080	623	10	633	804	345	267	0	0	1	1	1	1	2	0	0	0	0
LK-5224085	1070	17	1087	1380	592	458	0	0	1	3	3	2	3	1	0	0	0
LK-5224090	585	9	594	754	324	250	0	0	1	1	1	1	2	0	0	0	0
LK-5224095	355	5	361	458	196	152	0	0	0	1	1	0	1	0	0	0	0
LK-5224100	704	11	715	908	390	301	0	0	1	2	2	1	2	1	0	0	0
LK-5224105	494	8	502	638	273	211	0	0	0	1	1	1	1	0	0	0	0
LK-5224110	483	7	491	624	267	207	0	0	0	1	1	1	1	0	0	0	0
LK-5224115	1083	17	1101	1398	600	464	0	0	1	3	3	2	3	1	0	0	0
LK-5224120	617	10	627	796	341	264	0	0	1	1	1	1	2	0	0	0	0
LK-5224125	437	7	444	564	242	187	0	0	0	1	1	1	1	0	0	0	0
LK-5224130	444	7	451	573	246	190	0	0	0	1	1	1	1	0	0	0	0
LK-5224135	447	7	454	577	247	191	0	0	0	1	1	1	1	0	0	0	0
LK-5224140	702	11	714	906	389	301	0	0	1	2	2	1	2	1	0	0	0
LK-5224145	808	13	822	1043	448	346	0	0	1	2	2	2	2	1	0	0	0
LK-5225	11035	172	11217	14241	6110	4723	0	0	12	24	27	22	27	8	0	0	0
LK-5225005	840	13	854	1084	465	360	0	0	1	2	2	2	2	1	0	0	0
LK-5225010	799	13	812	1031	442	342	0	0	1	2	2	2	2	1	0	0	0
LK-5225015	848	13	862	1094	469	363	0	0	1	2	2	2	2	1	0	0	0
LK-5225020	574	9	584	741	318	246	0	0	1	1	1	1	1	0	0	0	0
LK-5225025	475	7	483	613	263	203	0	0	0	1	1	1	1	0	0	0	0
LK-5225030	462	7	469	596	256	198	0	0	0	1	1	1	1	0	0	0	0
LK-5225035	713	11	725	920	395	305	0	0	1	2	2	1	2	1	0	0	0
LK-5225040	498	8	506	643	276	213	0	0	0	1	1	1	1	0	0	0	0
LK-5225045	649	10	660	838	359	278	0	0	1	1	2	1	2	0	0	0	0
LK-5225050	569	9	578	734	315	243	0	0	1	1	1	1	1	0	0	0	0
LK-5225055	786	12	799	1014	435	336	0	0	1	2	2	2	2	1	0	0	0
LK-5225060	433	7	440	559	240	185	0	0	0	1	1	1	1	0	0	0	0
LK-5225065	654	10	665	844	362	280	0	0	1	1	2	1	2	0	0	0	0
LK-5225070	697	11	709	900	386	298	0	0	1	2	2	1	2	1	0	0	0
LK-5225075	527	8	536	681	292	226	0	0	0	1	1	1	1	0	0	0	0
LK-5225080	850	14	864	1097	471	364	0	0	1	2	2	2	2	1	0	0	0
LK-5225085	661	10	671	852	366	283	0	0	1	1	2	1	2	1	0	0	0
LK-5227	6612	101	6719	8801	3691	2735	25	0	1	12	19	11	26	5	0	0	0
LK-5227005	556	9	565	740	311	230	2	0	0	1	2	1	2	1	0	0	0
LK-5227010	521	8	529	693	291	216	2	0	0	1	2	1	2	1	0	0	0
LK-5227015	579	9	588	771	323	240	2	0	0	1	2	1	3	1	0	0	0
LK-5227020	491	8	499	654	274	203	2	0	0	1	2	1	2	0	0	0	0
LK-5227025	517	8	525	688	289	214	2	0	0	1	2	1	2	1	0	0	0
LK-5227030	158	2	160	210	88	65	0	0	0	0	0	0	0	0	0	0	0
LK-5227035	218	3	222	291	122	90	1	0	0	0	0	0	1	0	0	0	0
LK-5227040	392	6	399	522	219	162	2	0	0	1	1	1	2	0	0	0	0
LK-5227045	202	3	205	268	112	83	1	0	0	0	0	0	1	0	0	0	0
LK-5227050	281	4	285	374	157	116	1	0	0	0	1	0	1	0	0	0	0
LK-5227055	153	2	156	204	85	63	0	0	0	0	0	0	0	0	0	0	0
LK-5227060	479	7	486	637	267	198	2	0	0	1	1	1	2	0	0	0	0
LK-5227065	430	7	437	572	240	178	2	0	0	1	1	1	2	0	0	0	0
LK-5227070	341	5	347	454	190	141	1	0	0	1	1	0	1	0	0	0	0
LK-5227075	101	1	103	135	56	42	0	0	0	0	0	0	0	0	0	0	0
LK-5227080	452	7	460	602	253	187	2	0	0	1	1	1	2	0	0	0	0
LK-5227085	741	12	753	986	414	307	3	0	1	2	3	2	3	1	0	0	0
LK-5230	10348	157	10518	13779	5779	4288	42	0	2	22	29	15	43	6	0	0	0
LK-5230005	227	3	231	302	127	94	1	0	0	0	0	0	1	0	0	0	0
LK-5230010	506	8	514	673	282	210	2	0	0	1	2	1	2	0	0	0	0
LK-5230015	380	6	386	506	212	157	1	0	0	1	1	1	2	0	0	0	0
LK-5230020	565	9	574	752	316	234	2	0	0	1	2	1	2	1	0	0	0
LK-5230025	463	7	471	617	259	192	2	0	0	1	1	1	2	0	0	0	0
LK-5230030	301	4	306	401	168	125	1	0	0	1	1	0	1	0	0	0	0
LK-5230035	286	4	291	381	160	118	1	0	0	0	1	0	1	0	0	0	0
LK-5230040	376	6	382	500	210	156	1	0	0	1	1	1	1	0	0	0	0
LK-5230045	645	10	656	859	360	267	3	0	0	2	2	1	3	1	0	0	0
LK-5230050	651	10	661	867	363	270	3	0	0	2	2	1	3	1	0	0	0
LK-5230055	312	5	317	415	174	129	1	0	0	1	1	0	1	0	0	0	0
LK-5230060	297	4	302	396	166	123	1	0	0	1	1	0	1	0	0	0	0
LK-5230065	259	4	263	344	144	107	1	0	0	0	1	0	1	0	0	0	0
LK-5230070	815	13	829	1086	456	338	4	0	1	2	3	2	4	1	0	0	0
LK-5230075	472	7	480	628	264	196	2	0	0	1	1	1	2	0	0	0	0
LK-5230080	239	3	243	318	133	99	1	0	0	0	0	0	1	0	0	0	0
LK-5230085	195	3	198	260	109	81	1	0	0	0	0	0	1	0	0	0	0
LK-5230090	196	3	199	261	109	81	1	0	0	0	0	0	1	0	0	0	0
LK-5230095	450	7	457	599	251	186	2	0	0	1	1	1	2	0	0	0	0
LK-5230100	583	9	593	777	326	242	3	0	0	1	2	1	3	1	0	0	0
LK-5230105	238	3	242	318	133	99	1	0	0	0	0	0	1	0	0	0	0
LK-5230110	480	7	488	639	268	199	2	0	0	1	1	1	2	0	0	0	0
LK-5230115	745	12	757	992	416	309	3	0	1	2	3	2	3	1	0	0	0
LK-5230120	352	5	358	469	197	146	1	0	0	1	1	0	1	0	0	0	0
LK-5230125	315	5	320	419	176	130	1	0	0	1	1	0	1	0	0	0	0
LK-5233	16491	254	16757	21928	9239	6801	66	0	6	41	52	30	70	16	0	0	0
LK-5233005	483	7	490	643	269	200	2	0	0	1	1	1	2	0	0	0	0
LK-5233010	889	14	904	1184	497	369	4	0	1	3	3	2	4	1	0	0	0
LK-5233015	563	9	572	750	315	233	2	0	0	1	2	1	2	1	0	0	0
LK-5233020	452	7	459	602	252	187	2	0	0	1	1	1	2	0	0	0	0
LK-5233025	303	4	308	403	169	125	1	0	0	1	1	0	1	0	0	0	0
LK-5233030	169	2	172	225	94	70	0	0	0	0	0	0	0	0	0	0	0
LK-5233035	767	12	780	1021	429	318	3	0	1	2	3	2	4	1	0	0	0
LK-5233040	165	2	167	219	92	68	0	0	0	0	0	0	0	0	0	0	0
LK-5233045	500	8	508	666	279	207	2	0	0	1	2	1	2	0	0	0	0
LK-5233050	527	8	536	702	294	218	2	0	0	1	2	1	2	1	0	0	0
LK-5233055	791	12	804	1053	442	328	4	0	1	2	3	2	4	1	0	0	0
LK-5233060	448	7	455	597	250	186	2	0	0	1	1	1	2	0	0	0	0
LK-5233065	659	10	670	878	368	273	3	0	0	2	2	1	3	1	0	0	0
LK-5233070	599	9	608	797	334	248	3	0	0	2	2	1	3	1	0	0	0
LK-5233075	447	7	455	596	250	185	2	0	0	1	1	1	2	0	0	0	0
LK-5233080	503	8	511	670	281	208	2	0	0	1	2	1	2	0	0	0	0
LK-5233085	573	9	582	763	320	237	2	0	0	1	2	1	3	1	0	0	0
LK-5233090	837	13	850	1114	467	347	4	0	1	2	3	2	4	1	0	0	0
LK-5233095	766	12	778	1019	428	317	3	0	1	2	3	2	4	1	0	0	0
LK-5233100	441	7	448	587	246	183	2	0	0	1	1	1	2	0	0	0	0
LK-5233105	397	6	404	529	222	165	2	0	0	1	1	1	2	0	0	0	0
LK-5233110	364	5	370	485	203	151	1	0	0	1	1	1	1	0	0	0	0
LK-5233115	473	7	481	630	264	196	2	0	0	1	1	1	2	0	0	0	0
LK-5233120	327	5	332	435	182	135	1	0	0	1	1	0	1	0	0	0	0
LK-5233125	616	10	626	820	344	255	3	0	0	2	2	1	3	1	0	0	0
LK-5233130	533	8	542	710	298	221	2	0	0	1	2	1	2	1	0	0	0
LK-5233135	635	10	645	846	355	263	3	0	0	2	2	1	3	1	0	0	0
LK-5233140	680	11	691	905	380	282	3	0	0	2	2	1	3	1	0	0	0
LK-5233145	552	9	561	735	308	229	2	0	0	1	2	1	2	1	0	0	0
LK-5233150	310	5	315	413	173	128	1	0	0	1	1	0	1	0	0	0	0
LK-5233155	392	6	398	492	250	132	0	0	1	1	1	0	1	1	0	0	0
LK-5233160	330	5	335	439	184	137	1	0	0	1	1	0	1	0	0	0	0
LK-5234	5765	84	5856	7232	3678	1940	4	0	13	11	21	8	19	10	0	0	0
LK-5234005	392	6	398	492	250	132	0	0	1	1	1	1	1	1	0	0	0
LK-5234010	517	8	525	648	330	174	0	0	1	1	2	1	2	1	0	0	0
LK-5234015	486	7	494	610	310	164	0	0	1	1	2	1	2	1	0	0	0
LK-5234020	387	6	393	486	247	130	0	0	1	1	1	0	1	1	0	0	0
LK-5234025	214	3	217	268	136	72	0	0	0	0	1	0	0	0	0	0	0
LK-5234030	311	4	316	390	198	104	0	0	1	0	1	0	1	0	0	0	0
LK-5234035	371	5	377	466	237	125	0	0	1	1	1	0	1	0	0	0	0
LK-5234040	784	12	797	984	501	264	1	0	2	2	3	1	3	2	0	0	0
LK-5234045	581	9	590	729	371	196	1	0	1	1	2	1	2	1	0	0	0
LK-5234050	568	8	577	712	362	191	1	0	1	1	2	1	2	1	0	0	0
LK-5234055	514	7	522	644	328	173	0	0	1	1	2	1	2	1	0	0	0
LK-5234060	640	9	650	803	408	215	1	0	2	1	3	1	2	1	0	0	0
LK-5236	15546	236	15794	20074	9327	5811	39	0	24	37	54	28	59	20	0	0	0
LK-5236005	374	6	380	498	209	155	1	0	0	1	1	1	1	0	0	0	0
LK-5236010	213	3	216	284	119	88	1	0	0	0	0	0	1	0	0	0	0
LK-5236015	682	10	692	855	435	230	1	0	2	2	3	1	2	1	0	0	0
LK-5236020	734	11	745	920	468	247	1	0	2	2	3	1	3	1	0	0	0
LK-5236025	1176	18	1195	1476	751	396	2	0	3	3	5	2	4	3	0	0	0
LK-5236030	602	9	611	755	384	203	1	0	2	1	2	1	2	1	0	0	0
LK-5236035	489	7	496	613	312	164	0	0	1	1	2	1	2	1	0	0	0
LK-5236040	319	4	324	400	203	107	0	0	1	0	1	0	1	0	0	0	0
LK-5236045	340	5	345	426	217	114	0	0	1	1	1	0	1	0	0	0	0
LK-5236050	922	15	937	1228	515	382	4	0	1	3	3	2	4	1	0	0	0
LK-5236055	1039	17	1056	1384	581	431	5	0	1	3	4	2	5	2	0	0	0
LK-5236060	554	9	563	738	309	230	2	0	0	1	2	1	2	1	0	0	0
LK-5236065	503	8	512	670	281	209	2	0	0	1	2	1	2	0	0	0	0
LK-5236070	448	7	456	597	250	186	2	0	0	1	1	1	2	0	0	0	0
LK-5236075	627	10	637	835	350	260	3	0	0	2	2	1	3	1	0	0	0
LK-5236080	435	7	442	579	243	180	2	0	0	1	1	1	2	0	0	0	0
LK-5236085	473	7	481	630	264	196	2	0	0	1	1	1	2	0	0	0	0
LK-5236090	483	7	491	606	308	163	0	0	1	1	2	1	2	1	0	0	0
LK-5236095	313	4	318	393	200	105	0	0	1	0	1	0	1	0	0	0	0
LK-5236100	411	6	418	516	262	138	0	0	1	1	1	1	1	1	0	0	0
LK-5236105	426	6	432	534	272	143	0	0	1	1	2	1	1	1	0	0	0
LK-5236110	536	8	544	672	342	180	1	0	1	1	2	1	2	1	0	0	0
LK-5236115	503	7	511	631	321	169	0	0	1	1	2	1	2	1	0	0	0
LK-5236120	684	10	695	858	436	230	1	0	2	2	3	1	2	1	0	0	0
LK-5236125	416	6	422	521	265	140	0	0	1	1	2	1	1	1	0	0	0
LK-5236130	431	7	438	574	241	179	2	0	0	1	1	1	2	0	0	0	0
LK-5236135	926	15	942	1233	517	384	4	0	1	3	3	2	4	1	0	0	0
LK-5236140	487	7	495	648	272	202	2	0	0	1	1	1	2	0	0	0	0
LK-5239	8814	132	8964	11742	4922	3651	37	0	1	18	23	12	39	7	0	0	0
LK-5239005	208	3	212	277	116	86	1	0	0	0	0	0	1	0	0	0	0
LK-5239010	233	3	236	310	130	96	1	0	0	0	0	0	1	0	0	0	0
LK-5239015	259	4	264	345	145	107	1	0	0	0	1	0	1	0	0	0	0
LK-5239020	216	3	220	288	121	89	1	0	0	0	0	0	1	0	0	0	0
LK-5239025	191	3	194	254	106	79	0	0	0	0	0	0	1	0	0	0	0
LK-5239030	237	3	241	316	132	98	1	0	0	0	0	0	1	0	0	0	0
LK-5239035	499	8	508	665	279	207	2	0	0	1	2	1	2	0	0	0	0
LK-5239040	240	3	244	320	134	99	1	0	0	0	0	0	1	0	0	0	0
LK-5239045	373	6	379	497	208	155	1	0	0	1	1	1	1	0	0	0	0
LK-5239050	530	8	539	706	296	220	2	0	0	1	2	1	2	1	0	0	0
LK-5239055	214	3	218	286	120	89	1	0	0	0	0	0	1	0	0	0	0
LK-5239060	290	4	295	386	162	120	1	0	0	0	1	0	1	0	0	0	0
LK-5239065	463	7	471	617	259	192	2	0	0	1	1	1	2	0	0	0	0
LK-5239070	72	1	73	96	40	30	0	0	0	0	0	0	0	0	0	0	0
LK-5239075	602	9	612	801	336	249	3	0	0	2	2	1	3	1	0	0	0
LK-5239080	685	11	697	913	383	284	3	0	0	2	2	1	3	1	0	0	0
LK-5239085	658	10	669	876	367	273	3	0	0	2	2	1	3	1	0	0	0
LK-5239090	601	9	611	801	336	249	3	0	0	2	2	1	3	1	0	0	0
LK-5239095	604	9	614	804	337	250	3	0	0	2	2	1	3	1	0	0	0
LK-5239100	389	6	396	519	217	161	2	0	0	1	1	1	2	0	0	0	0
LK-5239105	283	4	288	377	158	117	1	0	0	0	1	0	1	0	0	0	0
LK-5239110	967	15	983	1288	540	401	4	0	1	3	3	2	5	1	0	0	0
LK-5242	15765	243	16026	20720	8451	6618	321	11	2	16	59	39	68	11	0	0	0
LK-5242005	355	5	361	462	184	151	12	0	0	0	1	1	1	0	0	0	0
LK-5242010	841	13	855	1093	435	357	29	1	0	0	4	3	4	1	0	0	0
LK-5242015	582	9	592	757	301	247	20	1	0	0	3	2	3	1	0	0	0
LK-5242020	825	13	839	1072	427	350	28	1	0	0	4	3	4	1	0	0	0
LK-5242025	218	3	221	283	113	92	7	0	0	0	1	0	1	0	0	0	0
LK-5242030	1054	17	1071	1369	545	448	36	2	1	1	5	4	5	1	0	0	0
LK-5242035	302	4	307	393	156	128	10	0	0	0	1	1	1	0	0	0	0
LK-5242040	579	9	589	753	300	246	20	1	0	0	3	2	3	1	0	0	0
LK-5242045	510	8	518	662	264	216	17	1	0	0	2	1	2	0	0	0	0
LK-5242050	506	8	514	657	262	215	17	1	0	0	2	1	2	0	0	0	0
LK-5242055	289	4	293	375	149	122	10	0	0	0	1	1	1	0	0	0	0
LK-5242060	326	5	331	423	168	138	11	0	0	0	1	1	1	0	0	0	0
LK-5242065	568	9	577	756	317	235	2	0	0	1	2	1	2	1	0	0	0
LK-5242070	787	12	800	1023	407	334	27	1	0	0	4	3	4	1	0	0	0
LK-5242075	506	8	515	658	262	215	17	1	0	0	2	1	2	0	0	0	0
LK-5242080	463	7	470	601	239	196	16	1	0	0	2	1	2	0	0	0	0
LK-5242085	412	6	419	536	213	175	14	0	0	0	2	1	2	0	0	0	0
LK-5242090	437	7	445	582	244	181	2	0	0	1	1	1	2	0	0	0	0
LK-5242095	454	7	461	604	253	188	2	0	0	1	1	1	2	0	0	0	0
LK-5242100	353	5	359	470	197	146	1	0	0	1	1	0	1	0	0	0	0
LK-5242105	438	7	445	583	245	182	2	0	0	1	1	1	2	0	0	0	0
LK-5242110	378	6	385	504	211	157	1	0	0	1	1	1	1	0	0	0	0
LK-5242115	232	3	236	309	129	96	1	0	0	0	0	0	1	0	0	0	0
LK-5242120	124	2	126	165	69	51	0	0	0	0	0	0	0	0	0	0	0
LK-5242125	514	8	522	684	287	213	2	0	0	1	2	1	2	1	0	0	0
LK-5242130	501	8	510	668	280	208	2	0	0	1	2	1	2	0	0	0	0
LK-5242135	209	3	213	279	117	87	1	0	0	0	0	0	1	0	0	0	0
LK-5242140	407	6	414	543	228	169	2	0	0	1	1	1	2	0	0	0	0
LK-5242145	629	10	639	837	351	261	3	0	0	2	2	1	3	1	0	0	0
LK-5242150	394	6	401	525	220	163	2	0	0	1	1	1	2	0	0	0	0
LK-5242155	793	13	806	1057	443	329	4	0	1	2	3	2	4	1	0	0	0
LK-5242160	520	8	528	692	290	215	2	0	0	1	2	1	2	1	0	0	0
LK-5242165	259	4	264	345	145	107	1	0	0	0	1	0	1	0	0	0	0
LK-5245	9925	154	10089	13215	5541	4111	39	1	2	21	30	17	42	10	0	0	0
LK-5245005	127	2	129	169	71	52	0	0	0	0	0	0	0	0	0	0	0
LK-5245010	262	4	266	349	146	108	1	0	0	0	1	0	1	0	0	0	0
LK-5245015	577	9	586	768	322	239	2	0	0	1	2	1	3	1	0	0	0
LK-5245020	689	11	700	917	385	285	3	0	0	2	2	1	3	1	0	0	0
LK-5245025	444	7	451	591	248	184	2	0	0	1	1	1	2	0	0	0	0
LK-5245030	244	4	248	324	136	101	1	0	0	0	0	0	1	0	0	0	0
LK-5245035	448	7	455	597	250	186	2	0	0	1	1	1	2	0	0	0	0
LK-5245040	448	7	455	597	250	186	2	0	0	1	1	1	2	0	0	0	0
LK-5245045	501	8	509	667	280	208	2	0	0	1	2	1	2	0	0	0	0
LK-5245050	581	9	590	773	324	241	2	0	0	1	2	1	3	1	0	0	0
LK-5245055	529	8	538	704	295	219	2	0	0	1	2	1	2	1	0	0	0
LK-5245060	546	8	555	727	305	226	2	0	0	1	2	1	2	1	0	0	0
LK-5245065	686	11	697	913	383	284	3	0	0	2	2	1	3	1	0	0	0
LK-5245070	459	7	467	611	256	190	2	0	0	1	1	1	2	0	0	0	0
LK-5245075	582	9	591	774	325	241	2	0	0	1	2	1	3	1	0	0	0
LK-5245080	1225	20	1246	1632	685	508	6	1	1	4	5	3	6	2	0	0	0
LK-5245085	145	2	148	194	81	60	0	0	0	0	0	0	0	0	0	0	0
