entity_id	valid	rejected	polled	electors	UPFA	NDF	SLLP	DUNF	UDF	JSP	Ind 1	LF	ONF	NSH	Ind 3	Ind 5	USP	Ind 2	SEP	JP	NA	Ind 4	UNAF	RPP	PNF	ACAKO
LK-3218205	762	5	767	988	502	247	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3218210	868	5	873	1125	572	281	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3218215	688	4	693	892	454	223	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3218220	353	2	356	458	233	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3218225	864	5	870	1120	569	280	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3218230	553	3	557	717	364	179	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221	26773	116	26911	36137	17229	9147	6	19	44	49	22	0	0	1	2	0	2	2	0	0	0	0	0	0	0	0
LK-3221005	511	2	514	690	329	175	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221010	689	3	692	929	443	235	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221015	707	3	710	954	455	241	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221020	529	2	532	714	340	181	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221025	903	4	908	1219	581	309	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221030	723	3	726	975	465	247	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221035	375	1	377	507	241	128	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221040	724	3	727	977	466	247	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221045	396	2	398	535	255	135	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221050	474	2	477	640	305	162	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221055	734	3	738	991	473	251	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221060	1019	5	1024	1375	656	348	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221065	563	2	566	759	362	192	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221070	479	2	482	647	308	164	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221075	367	1	369	496	236	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221080	457	2	459	616	294	156	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221085	242	1	243	327	156	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221090	582	3	585	786	375	199	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221095	707	3	710	954	455	241	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221100	691	3	695	933	445	236	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221105	743	3	747	1003	478	254	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221110	477	2	480	644	307	163	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221115	679	3	683	917	437	232	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221120	754	3	758	1018	485	258	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221125	633	3	636	854	407	216	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221130	953	4	958	1287	614	326	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221135	675	3	679	911	434	231	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221140	1721	8	1730	2323	1108	588	1	2	4	4	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-3221145	1070	5	1076	1444	689	366	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221150	382	1	384	515	245	130	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221155	282	1	284	381	182	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221160	492	2	494	664	316	168	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221165	708	3	711	955	455	242	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221170	1112	5	1118	1501	716	380	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221175	621	3	624	839	400	212	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221180	1248	6	1254	1684	803	426	1	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221185	872	4	876	1177	561	298	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3221190	1479	7	1487	1996	952	506	1	2	3	3	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
LK-3224	19587	116	19716	25388	12913	6352	11	28	15	39	24	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LK-3224005	534	3	538	693	352	173	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224010	574	3	578	744	378	186	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224015	633	4	637	820	417	205	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224020	388	2	391	503	256	126	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224025	330	2	332	428	218	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224030	492	3	495	638	324	159	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224035	576	3	580	747	380	187	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224040	673	4	678	873	444	218	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224045	582	3	585	754	383	188	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224050	825	5	830	1069	544	268	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224055	501	3	504	650	330	162	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224060	426	2	429	552	281	138	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224065	1056	7	1063	1368	696	342	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224070	272	1	274	353	179	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224075	782	5	787	1014	516	254	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224080	930	6	936	1205	613	302	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224085	1381	9	1390	1790	911	448	1	2	2	3	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LK-3224090	558	3	562	723	368	181	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224095	1057	7	1064	1370	697	343	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224100	450	2	453	583	297	146	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224105	875	5	881	1134	577	284	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224110	869	5	875	1126	573	282	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224115	487	3	490	631	321	158	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224120	692	4	696	897	456	224	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224125	995	6	1001	1289	656	323	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224130	546	3	550	708	360	177	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224135	554	3	558	718	365	180	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224140	770	5	775	998	508	250	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3224145	779	5	784	1010	513	253	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227	23134	126	23284	30807	16199	6554	14	51	12	40	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227005	539	3	543	718	378	153	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227010	444	2	447	592	311	126	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227015	738	4	743	983	517	209	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227020	610	3	613	812	427	173	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227025	778	4	782	1035	544	220	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227030	358	2	360	476	250	101	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227035	400	2	403	533	280	113	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227040	365	2	367	486	256	103	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227045	613	3	617	816	429	174	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227050	510	3	513	679	357	144	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227055	892	5	898	1188	625	253	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227060	684	4	689	911	479	194	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227065	499	3	503	665	350	141	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227070	791	4	796	1053	554	224	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227075	584	3	588	778	409	165	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227080	957	5	963	1275	670	271	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227085	1075	6	1082	1431	753	305	1	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227090	482	3	485	642	338	136	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227095	484	3	487	645	339	137	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227100	507	3	510	675	355	144	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227105	691	4	696	920	484	196	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227110	793	4	798	1055	555	225	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227115	736	4	741	981	516	209	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227120	779	4	784	1037	545	221	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227125	1024	6	1031	1364	717	290	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227130	546	3	549	727	382	155	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227135	768	4	773	1023	538	218	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227145	495	3	498	659	346	140	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227150	495	3	498	659	346	140	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227155	419	2	422	558	293	119	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227160	425	2	428	566	298	120	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227165	568	3	571	756	398	161	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227170	504	3	507	671	353	143	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227175	681	4	686	907	477	193	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227180	543	3	546	723	380	154	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227185	382	2	385	509	268	108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227190	612	3	616	815	428	173	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3227195	363	2	366	484	254	103	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230	17937	109	18055	23841	12643	4928	7	41	7	59	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230005	583	4	587	775	412	159	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230010	610	4	615	811	431	166	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230015	450	3	453	597	317	122	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230020	757	5	762	1005	535	206	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230025	667	4	672	886	471	182	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230030	426	2	429	566	301	116	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230035	296	2	298	393	209	81	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230040	446	2	449	594	312	126	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230045	218	1	219	289	154	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230050	435	3	438	578	307	118	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230055	368	2	371	489	260	100	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230060	347	2	349	461	245	94	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230065	571	4	575	758	403	156	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230070	798	5	804	1060	564	218	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230075	497	3	500	660	351	135	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230080	783	5	788	1040	553	213	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230085	509	3	512	676	359	139	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230090	489	3	492	650	345	133	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230095	377	2	379	501	266	103	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230100	430	3	433	572	304	117	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230105	438	3	441	582	310	119	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230110	584	4	588	776	413	159	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230115	580	4	584	771	410	158	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230120	534	3	537	711	374	151	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230125	437	2	440	583	306	124	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230130	763	4	767	1015	534	216	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230135	529	3	532	705	370	150	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230140	623	3	627	829	436	176	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230145	689	4	693	917	482	195	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230150	360	2	362	478	254	98	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230155	575	4	579	764	406	157	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230160	510	3	513	677	360	139	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230165	538	3	542	715	380	147	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3230170	720	5	725	957	509	196	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233	11742	62	11816	15637	8222	3323	1	24	0	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233005	586	3	589	780	410	166	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233010	547	3	550	728	383	155	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233015	591	3	595	787	414	167	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233020	352	2	355	469	247	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233025	557	3	561	742	390	158	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233030	463	2	466	617	324	131	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233035	431	2	434	574	302	122	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233040	561	3	565	748	393	159	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233045	324	2	326	431	227	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233050	482	3	485	641	337	136	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233055	429	2	432	572	301	121	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233060	394	2	397	525	276	111	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233065	459	2	462	611	321	130	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233070	464	2	466	617	325	131	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233075	398	2	400	529	278	112	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233080	429	2	432	572	301	121	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233085	536	3	539	714	375	152	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233090	494	3	497	658	346	140	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233095	655	4	659	873	459	186	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233100	497	3	500	662	348	141	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233105	535	3	538	712	374	151	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233110	363	2	366	484	254	103	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233115	472	2	475	629	331	134	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233120	352	2	354	468	246	99	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3233125	371	2	373	494	260	105	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236	19407	100	19530	25847	13588	5496	5	37	2	30	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236005	542	3	546	722	380	154	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236010	550	3	554	733	385	156	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236015	404	2	406	538	283	114	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236020	555	3	559	739	389	157	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236025	603	3	607	803	422	171	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236030	579	3	582	771	405	164	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236035	787	4	792	1049	551	223	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236040	413	2	416	550	289	117	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236045	639	3	643	850	447	181	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236050	352	2	355	469	247	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236055	374	2	376	498	262	106	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236060	269	1	271	359	189	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236065	575	3	578	765	402	163	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236070	491	3	494	654	344	139	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236075	222	1	223	296	155	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236080	370	2	372	492	259	105	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236085	584	3	588	778	409	165	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236090	564	3	568	752	395	160	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236095	752	4	757	1001	527	213	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236100	460	2	462	612	322	130	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236105	265	1	267	353	185	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236110	335	2	337	446	234	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236115	421	2	423	560	295	119	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236120	347	2	349	462	243	98	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236125	353	2	356	471	247	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236130	451	2	454	601	316	128	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236135	353	2	356	471	247	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236140	639	3	643	850	447	181	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236145	471	2	473	627	329	133	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236150	437	2	440	582	306	124	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236155	394	2	397	525	276	111	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236160	531	3	535	708	372	150	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236165	579	3	582	771	405	164	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236170	518	3	521	690	363	147	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236175	621	3	624	826	435	176	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236180	537	3	541	715	376	152	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236185	290	1	292	387	203	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236190	519	3	522	691	363	147	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236195	589	3	593	785	413	167	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3236200	672	4	676	895	471	190	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239	37436	172	37635	50532	24088	12792	6	25	65	73	32	0	1	2	3	0	3	3	0	0	0	0	0	0	0	0
LK-3239005	901	4	905	1215	579	308	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239010	633	3	636	855	407	216	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239015	676	3	680	913	435	231	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239020	469	2	471	632	301	160	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239025	703	3	707	949	452	240	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239030	875	4	880	1181	563	299	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239035	1811	9	1820	2444	1165	619	1	2	4	4	2	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-3239040	631	3	634	852	406	216	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239045	816	4	820	1101	525	279	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239050	591	3	594	798	380	202	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239055	1232	6	1239	1663	793	421	1	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239060	1657	8	1666	2236	1066	566	1	2	3	4	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-3239065	1113	5	1119	1503	717	381	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239070	484	2	487	654	312	165	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239075	719	3	723	970	463	246	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-3239080	700	3	704	945	451	239	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
