entity_id	valid	rejected	polled	electors	UNP	UPFA	USP	ULPP	JSP	NLF	ULF	RPP	SLNF	SEP	DUA	SLPF	UNAF
LK-4139100	3	0	3	713	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4139105	1	0	1	232	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4139110	2	0	2	409	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-4139115	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4139120	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4139125	0	0	1	196	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4139130	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4139135	1	0	1	311	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4139140	3	0	3	681	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4139145	2	0	2	481	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-4139150	3	0	4	775	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4142	11	0	12	2783	1	5	0	0	0	0	0	0	0	0	0	0	0
LK-4142005	2	0	2	495	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-4142010	1	0	1	311	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4142015	3	0	3	654	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4142020	2	0	2	512	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-4142025	2	0	2	419	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-4142030	1	0	2	392	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-42	22982	282	23346	78832	20387	2109	85	0	7	7	0	0	0	0	3	0	0
LK-4203	11808	164	11991	40453	10472	1096	58	0	7	7	0	0	0	0	3	0	0
LK-4203005	224	3	227	767	198	21	1	0	0	0	0	0	0	0	0	0	0
LK-4203010	20	0	20	69	18	1	0	0	0	0	0	0	0	0	0	0	0
LK-4203015	298	4	303	1020	264	28	2	0	0	0	0	0	0	0	0	0	0
LK-4203020	174	2	177	597	154	16	1	0	0	0	0	0	0	0	0	0	0
LK-4203025	120	1	122	413	107	11	0	0	0	0	0	0	0	0	0	0	0
LK-4203030	72	1	74	249	64	6	0	0	0	0	0	0	0	0	0	0	0
LK-4203035	267	4	271	915	237	25	1	0	0	0	0	0	0	0	0	0	0
LK-4203040	575	9	584	1970	510	54	3	0	1	1	0	0	0	0	1	0	0
LK-4203045	277	4	281	949	246	26	1	0	0	0	0	0	0	0	0	0	0
LK-4203050	266	4	270	911	236	25	1	0	0	0	0	0	0	0	0	0	0
LK-4203055	416	6	423	1424	369	39	2	0	0	0	0	0	0	0	0	0	0
LK-4203060	197	3	200	675	175	18	1	0	0	0	0	0	0	0	0	0	0
LK-4203065	147	2	150	505	131	13	1	0	0	0	0	0	0	0	0	0	0
LK-4203070	411	6	417	1407	364	38	2	0	0	0	0	0	0	0	0	0	0
LK-4203075	142	2	145	488	126	13	0	0	0	0	0	0	0	0	0	0	0
LK-4203080	96	1	98	330	85	9	0	0	0	0	0	0	0	0	0	0	0
LK-4203085	174	2	177	596	154	16	1	0	0	0	0	0	0	0	0	0	0
LK-4203090	85	1	86	291	75	8	0	0	0	0	0	0	0	0	0	0	0
LK-4203095	118	1	120	406	105	11	0	0	0	0	0	0	0	0	0	0	0
LK-4203100	353	5	359	1209	313	33	2	0	0	0	0	0	0	0	0	0	0
LK-4203105	504	7	512	1727	448	47	3	0	1	1	0	0	0	0	0	0	0
LK-4203110	489	7	497	1675	434	46	3	0	1	1	0	0	0	0	0	0	0
LK-4203115	77	1	78	264	68	7	0	0	0	0	0	0	0	0	0	0	0
LK-4203120	170	2	173	583	151	16	1	0	0	0	0	0	0	0	0	0	0
LK-4203125	424	6	431	1453	376	40	2	0	0	0	0	0	0	0	0	0	0
LK-4203130	545	8	553	1864	483	51	3	0	1	1	0	0	0	0	1	0	0
LK-4203135	344	5	349	1177	305	32	2	0	0	0	0	0	0	0	0	0	0
LK-4203140	789	12	801	2699	700	74	5	0	1	1	0	0	0	0	1	0	0
LK-4203145	464	7	471	1588	412	43	3	0	1	1	0	0	0	0	0	0	0
LK-4203150	424	6	431	1453	376	40	2	0	0	0	0	0	0	0	0	0	0
LK-4203155	321	5	326	1098	284	30	2	0	0	0	0	0	0	0	0	0	0
LK-4203160	478	7	485	1635	424	45	3	0	1	1	0	0	0	0	0	0	0
LK-4203165	348	5	353	1191	309	32	2	0	0	0	0	0	0	0	0	0	0
LK-4203170	226	3	229	774	200	21	1	0	0	0	0	0	0	0	0	0	0
LK-4203175	156	2	159	536	139	14	1	0	0	0	0	0	0	0	0	0	0
LK-4203180	217	3	221	745	193	20	1	0	0	0	0	0	0	0	0	0	0
LK-4203185	353	5	359	1209	313	33	2	0	0	0	0	0	0	0	0	0	0
LK-4203190	183	2	185	626	162	17	1	0	0	0	0	0	0	0	0	0	0
LK-4203195	3	0	3	11	3	0	0	0	0	0	0	0	0	0	0	0	0
LK-4203200	102	1	103	350	90	9	0	0	0	0	0	0	0	0	0	0	0
LK-4203205	43	0	43	147	38	4	0	0	0	0	0	0	0	0	0	0	0
LK-4203210	14	0	14	49	12	1	0	0	0	0	0	0	0	0	0	0	0
LK-4203215	74	1	75	255	66	7	0	0	0	0	0	0	0	0	0	0	0
LK-4203220	91	1	92	311	80	8	0	0	0	0	0	0	0	0	0	0	0
LK-4203225	5	0	5	18	4	0	0	0	0	0	0	0	0	0	0	0	0
LK-4203230	100	1	101	343	88	9	0	0	0	0	0	0	0	0	0	0	0
LK-4203235	196	3	199	672	174	18	1	0	0	0	0	0	0	0	0	0	0
LK-4203240	73	1	74	251	65	6	0	0	0	0	0	0	0	0	0	0	0
LK-4203245	163	2	165	558	144	15	1	0	0	0	0	0	0	0	0	0	0
LK-4206	3399	35	3454	11688	3020	307	6	0	0	0	0	0	0	0	0	0	0
LK-4206005	196	3	199	672	174	18	1	0	0	0	0	0	0	0	0	0	0
LK-4206010	127	1	129	436	113	12	0	0	0	0	0	0	0	0	0	0	0
LK-4206015	282	4	286	966	250	26	1	0	0	0	0	0	0	0	0	0	0
LK-4206020	145	2	147	498	129	13	1	0	0	0	0	0	0	0	0	0	0
LK-4206025	140	2	142	480	124	13	0	0	0	0	0	0	0	0	0	0	0
LK-4206030	50	0	50	171	44	4	0	0	0	0	0	0	0	0	0	0	0
LK-4206035	12	0	12	43	11	1	0	0	0	0	0	0	0	0	0	0	0
LK-4206040	46	0	47	160	41	4	0	0	0	0	0	0	0	0	0	0	0
LK-4206045	56	0	57	194	50	5	0	0	0	0	0	0	0	0	0	0	0
LK-4206050	44	0	45	152	39	4	0	0	0	0	0	0	0	0	0	0	0
LK-4206055	123	1	125	423	109	11	0	0	0	0	0	0	0	0	0	0	0
LK-4206060	128	2	130	439	114	12	0	0	0	0	0	0	0	0	0	0	0
LK-4206065	60	0	61	206	53	5	0	0	0	0	0	0	0	0	0	0	0
LK-4206070	62	0	63	214	55	5	0	0	0	0	0	0	0	0	0	0	0
LK-4206075	101	1	103	347	90	9	0	0	0	0	0	0	0	0	0	0	0
LK-4206080	11	0	11	40	10	1	0	0	0	0	0	0	0	0	0	0	0
LK-4206085	44	0	45	152	39	4	0	0	0	0	0	0	0	0	0	0	0
LK-4206090	67	1	68	230	59	6	0	0	0	0	0	0	0	0	0	0	0
LK-4206095	45	0	46	156	40	4	0	0	0	0	0	0	0	0	0	0	0
LK-4206100	16	0	17	57	15	1	0	0	0	0	0	0	0	0	0	0	0
LK-4206105	138	2	140	474	123	13	0	0	0	0	0	0	0	0	0	0	0
LK-4206110	41	0	42	143	37	3	0	0	0	0	0	0	0	0	0	0	0
LK-4206115	76	1	77	262	68	7	0	0	0	0	0	0	0	0	0	0	0
LK-4206120	54	0	55	186	48	5	0	0	0	0	0	0	0	0	0	0	0
LK-4206125	97	1	98	332	86	9	0	0	0	0	0	0	0	0	0	0	0
LK-4206130	87	1	89	300	77	8	0	0	0	0	0	0	0	0	0	0	0
LK-4206135	93	1	95	320	83	8	0	0	0	0	0	0	0	0	0	0	0
LK-4206140	154	2	157	530	137	14	1	0	0	0	0	0	0	0	0	0	0
LK-4206145	60	0	61	206	53	5	0	0	0	0	0	0	0	0	0	0	0
LK-4206150	67	1	68	230	59	6	0	0	0	0	0	0	0	0	0	0	0
LK-4206155	152	2	155	523	135	14	1	0	0	0	0	0	0	0	0	0	0
LK-4206160	102	1	103	349	90	9	0	0	0	0	0	0	0	0	0	0	0
LK-4206165	125	1	127	430	111	11	0	0	0	0	0	0	0	0	0	0	0
LK-4206170	138	2	140	474	123	13	0	0	0	0	0	0	0	0	0	0	0
LK-4206175	78	1	79	268	69	7	0	0	0	0	0	0	0	0	0	0	0
LK-4206180	182	2	185	625	162	17	1	0	0	0	0	0	0	0	0	0	0
LK-4209	1777	18	1806	6103	1575	160	5	0	0	0	0	0	0	0	0	0	0
LK-4209005	176	2	178	602	156	16	1	0	0	0	0	0	0	0	0	0	0
LK-4209010	30	0	30	103	26	2	0	0	0	0	0	0	0	0	0	0	0
LK-4209015	113	1	115	387	100	10	0	0	0	0	0	0	0	0	0	0	0
LK-4209020	58	0	59	199	51	5	0	0	0	0	0	0	0	0	0	0	0
LK-4209025	61	0	62	209	54	5	0	0	0	0	0	0	0	0	0	0	0
LK-4209030	66	1	67	229	59	6	0	0	0	0	0	0	0	0	0	0	0
LK-4209035	53	0	54	182	47	5	0	0	0	0	0	0	0	0	0	0	0
LK-4209040	217	3	220	743	192	20	1	0	0	0	0	0	0	0	0	0	0
LK-4209045	160	2	163	549	142	15	1	0	0	0	0	0	0	0	0	0	0
LK-4209050	113	1	115	389	101	10	0	0	0	0	0	0	0	0	0	0	0
LK-4209055	97	1	99	335	86	9	0	0	0	0	0	0	0	0	0	0	0
LK-4209060	353	5	359	1210	313	33	2	0	0	0	0	0	0	0	0	0	0
LK-4209065	64	1	65	219	56	6	0	0	0	0	0	0	0	0	0	0	0
LK-4209070	7	0	7	26	6	0	0	0	0	0	0	0	0	0	0	0	0
LK-4209075	41	0	42	141	36	3	0	0	0	0	0	0	0	0	0	0	0
LK-4209080	50	0	51	174	45	4	0	0	0	0	0	0	0	0	0	0	0
LK-4209085	118	1	120	406	105	11	0	0	0	0	0	0	0	0	0	0	0
LK-4212	4127	46	4196	14165	3661	377	12	0	0	0	0	0	0	0	0	0	0
LK-4212005	182	2	185	625	162	17	1	0	0	0	0	0	0	0	0	0	0
LK-4212010	164	2	167	562	145	15	1	0	0	0	0	0	0	0	0	0	0
LK-4212015	335	5	341	1149	297	31	2	0	0	0	0	0	0	0	0	0	0
LK-4212020	231	3	235	793	205	21	1	0	0	0	0	0	0	0	0	0	0
LK-4212025	203	3	206	694	180	19	1	0	0	0	0	0	0	0	0	0	0
LK-4212030	118	1	120	404	105	11	0	0	0	0	0	0	0	0	0	0	0
LK-4212035	115	1	117	395	102	10	0	0	0	0	0	0	0	0	0	0	0
LK-4212040	47	0	48	162	42	4	0	0	0	0	0	0	0	0	0	0	0
LK-4212045	114	1	116	392	101	10	0	0	0	0	0	0	0	0	0	0	0
LK-4212050	89	1	91	307	79	8	0	0	0	0	0	0	0	0	0	0	0
LK-4212055	11	0	11	38	9	1	0	0	0	0	0	0	0	0	0	0	0
LK-4212060	108	1	110	370	96	10	0	0	0	0	0	0	0	0	0	0	0
LK-4212065	319	4	324	1092	283	30	2	0	0	0	0	0	0	0	0	0	0
LK-4212070	48	0	49	165	42	4	0	0	0	0	0	0	0	0	0	0	0
LK-4212075	38	0	39	132	34	3	0	0	0	0	0	0	0	0	0	0	0
LK-4212080	78	1	79	268	69	7	0	0	0	0	0	0	0	0	0	0	0
LK-4212085	97	1	99	334	86	9	0	0	0	0	0	0	0	0	0	0	0
LK-4212090	54	0	55	187	48	5	0	0	0	0	0	0	0	0	0	0	0
LK-4212095	91	1	92	312	80	8	0	0	0	0	0	0	0	0	0	0	0
LK-4212100	91	1	93	314	81	8	0	0	0	0	0	0	0	0	0	0	0
LK-4212105	118	1	120	405	105	11	0	0	0	0	0	0	0	0	0	0	0
LK-4212110	99	1	100	339	88	9	0	0	0	0	0	0	0	0	0	0	0
LK-4212115	115	1	117	396	102	10	0	0	0	0	0	0	0	0	0	0	0
LK-4212120	98	1	99	336	87	9	0	0	0	0	0	0	0	0	0	0	0
LK-4212125	407	6	414	1395	361	38	2	0	0	0	0	0	0	0	0	0	0
LK-4212130	103	1	105	355	92	9	0	0	0	0	0	0	0	0	0	0	0
LK-4212135	86	1	87	296	76	8	0	0	0	0	0	0	0	0	0	0	0
LK-4212140	179	2	182	615	159	17	1	0	0	0	0	0	0	0	0	0	0
LK-4212145	123	1	125	422	109	11	0	0	0	0	0	0	0	0	0	0	0
LK-4212150	188	2	191	644	167	17	1	0	0	0	0	0	0	0	0	0	0
LK-4212155	78	1	79	267	69	7	0	0	0	0	0	0	0	0	0	0	0
LK-4215	1871	19	1899	6423	1659	169	4	0	0	0	0	0	0	0	0	0	0
LK-4215005	242	3	246	831	215	22	1	0	0	0	0	0	0	0	0	0	0
LK-4215010	164	2	166	561	145	15	1	0	0	0	0	0	0	0	0	0	0
LK-4215015	29	0	29	100	26	2	0	0	0	0	0	0	0	0	0	0	0
LK-4215020	85	1	86	291	75	8	0	0	0	0	0	0	0	0	0	0	0
LK-4215025	101	1	103	347	90	9	0	0	0	0	0	0	0	0	0	0	0
LK-4215030	58	0	59	201	52	5	0	0	0	0	0	0	0	0	0	0	0
LK-4215035	33	0	34	114	29	3	0	0	0	0	0	0	0	0	0	0	0
LK-4215040	82	1	84	283	73	7	0	0	0	0	0	0	0	0	0	0	0
LK-4215045	117	1	119	400	103	11	0	0	0	0	0	0	0	0	0	0	0
LK-4215050	118	1	120	406	105	11	0	0	0	0	0	0	0	0	0	0	0
LK-4215055	33	0	33	113	29	3	0	0	0	0	0	0	0	0	0	0	0
LK-4215060	152	2	155	522	135	14	1	0	0	0	0	0	0	0	0	0	0
LK-4215065	91	1	92	313	81	8	0	0	0	0	0	0	0	0	0	0	0
LK-4215070	219	3	222	749	194	20	1	0	0	0	0	0	0	0	0	0	0
LK-4215075	119	1	121	408	106	11	0	0	0	0	0	0	0	0	0	0	0
LK-4215080	91	1	92	311	80	8	0	0	0	0	0	0	0	0	0	0	0
LK-4215085	53	0	53	181	47	5	0	0	0	0	0	0	0	0	0	0	0
LK-4215090	66	1	67	227	58	6	0	0	0	0	0	0	0	0	0	0	0
LK-4215095	7	0	7	25	6	0	0	0	0	0	0	0	0	0	0	0	0
LK-4215100	11	0	11	40	10	1	0	0	0	0	0	0	0	0	0	0	0
LK-43	42210	713	42988	104833	33505	7887	230	28	106	30	8	13	15	13	13	0	0
LK-4303	2820	42	2874	7013	2239	523	9	0	1	0	0	0	0	0	0	0	0
LK-4303005	11	0	11	28	9	2	0	0	0	0	0	0	0	0	0	0	0
LK-4303010	6	0	6	15	5	1	0	0	0	0	0	0	0	0	0	0	0
LK-4303015	32	0	33	80	25	6	0	0	0	0	0	0	0	0	0	0	0
LK-4303020	101	1	103	251	80	19	0	0	0	0	0	0	0	0	0	0	0
LK-4303025	129	2	132	322	103	24	0	0	0	0	0	0	0	0	0	0	0
LK-4303030	209	3	213	519	166	39	1	0	0	0	0	0	0	0	0	0	0
LK-4303035	129	2	131	321	102	24	0	0	0	0	0	0	0	0	0	0	0
LK-4303040	223	4	227	553	177	41	1	0	0	0	0	0	0	0	0	0	0
LK-4303045	139	2	142	346	110	26	0	0	0	0	0	0	0	0	0	0	0
LK-4303050	128	2	131	319	102	24	0	0	0	0	0	0	0	0	0	0	0
LK-4303055	122	2	124	303	97	22	0	0	0	0	0	0	0	0	0	0	0
LK-4303060	194	3	198	483	154	36	1	0	0	0	0	0	0	0	0	0	0
LK-4303065	44	0	45	110	35	8	0	0	0	0	0	0	0	0	0	0	0
LK-4303070	134	2	136	333	106	25	0	0	0	0	0	0	0	0	0	0	0
LK-4303075	159	2	162	395	126	29	1	0	0	0	0	0	0	0	0	0	0
LK-4303080	232	4	236	577	184	43	1	0	0	0	0	0	0	0	0	0	0
LK-4303085	189	3	192	469	150	35	1	0	0	0	0	0	0	0	0	0	0
LK-4303090	325	5	331	807	258	61	2	0	1	0	0	0	0	0	0	0	0
LK-4303095	182	3	186	453	145	34	1	0	0	0	0	0	0	0	0	0	0
LK-4303100	132	2	135	329	105	24	0	0	0	0	0	0	0	0	0	0	0
LK-4306	3213	46	3275	7986	2547	595	14	0	2	0	0	0	0	0	0	0	0
LK-4306005	214	3	218	533	170	40	1	0	0	0	0	0	0	0	0	0	0
LK-4306010	21	0	21	52	16	3	0	0	0	0	0	0	0	0	0	0	0
LK-4306015	24	0	25	61	19	4	0	0	0	0	0	0	0	0	0	0	0
LK-4306020	180	3	183	446	142	33	1	0	0	0	0	0	0	0	0	0	0
LK-4306025	41	0	42	102	32	7	0	0	0	0	0	0	0	0	0	0	0
LK-4306030	31	0	32	78	25	5	0	0	0	0	0	0	0	0	0	0	0
LK-4306035	109	1	111	271	86	20	0	0	0	0	0	0	0	0	0	0	0
LK-4306040	213	3	217	529	169	40	1	0	0	0	0	0	0	0	0	0	0
LK-4306045	309	5	315	768	245	58	2	0	1	0	0	0	0	0	0	0	0
LK-4306050	198	3	202	493	157	37	1	0	0	0	0	0	0	0	0	0	0
LK-4306055	138	2	141	344	110	26	0	0	0	0	0	0	0	0	0	0	0
LK-4306060	281	5	286	698	223	52	1	0	1	0	0	0	0	0	0	0	0
LK-4306065	196	3	200	487	156	36	1	0	0	0	0	0	0	0	0	0	0
LK-4306070	203	3	206	504	161	38	1	0	0	0	0	0	0	0	0	0	0
LK-4306075	208	3	212	516	165	39	1	0	0	0	0	0	0	0	0	0	0
LK-4306080	161	2	164	399	127	30	1	0	0	0	0	0	0	0	0	0	0
LK-4306085	196	3	200	488	156	36	1	0	0	0	0	0	0	0	0	0	0
LK-4306090	207	3	211	514	164	38	1	0	0	0	0	0	0	0	0	0	0
LK-4306095	91	1	93	226	72	17	0	0	0	0	0	0	0	0	0	0	0
LK-4306100	192	3	196	477	152	36	1	0	0	0	0	0	0	0	0	0	0
LK-4309	28846	502	29373	71626	22900	5400	169	25	85	27	7	11	13	11	11	0	0
LK-4309005	246	4	251	612	195	46	1	0	0	0	0	0	0	0	0	0	0
LK-4309010	134	2	136	333	106	25	0	0	0	0	0	0	0	0	0	0	0
LK-4309015	106	1	108	264	84	20	0	0	0	0	0	0	0	0	0	0	0
LK-4309020	55	1	56	138	44	10	0	0	0	0	0	0	0	0	0	0	0
LK-4309025	76	1	78	190	61	14	0	0	0	0	0	0	0	0	0	0	0
LK-4309030	73	1	75	182	58	13	0	0	0	0	0	0	0	0	0	0	0
LK-4309035	77	1	79	192	61	14	0	0	0	0	0	0	0	0	0	0	0
LK-4309040	160	2	163	398	127	30	1	0	0	0	0	0	0	0	0	0	0
LK-4309045	36	0	37	91	29	6	0	0	0	0	0	0	0	0	0	0	0
LK-4309050	17	0	18	44	14	3	0	0	0	0	0	0	0	0	0	0	0
LK-4309055	297	5	302	737	235	55	1	0	1	0	0	0	0	0	0	0	0
LK-4309060	197	3	201	491	157	37	1	0	0	0	0	0	0	0	0	0	0
LK-4309065	212	3	216	526	168	39	1	0	0	0	0	0	0	0	0	0	0
LK-4309070	1084	19	1104	2692	861	203	7	1	3	1	0	0	1	0	0	0	0
LK-4309075	964	17	981	2392	765	181	6	1	3	1	0	0	0	0	0	0	0
LK-4309080	1529	27	1557	3797	1214	287	9	2	5	2	1	1	1	1	1	0	0
LK-4309085	876	15	892	2174	695	164	5	1	3	1	0	0	0	0	0	0	0
LK-4309090	1357	24	1382	3369	1077	254	8	1	4	2	1	1	1	1	1	0	0
LK-4309095	1563	28	1592	3881	1241	293	10	2	5	2	1	1	1	1	1	0	0
LK-4309100	1148	20	1168	2849	911	215	7	1	4	1	0	1	1	1	1	0	0
LK-4309105	271	4	276	673	215	50	1	0	0	0	0	0	0	0	0	0	0
LK-4309110	247	4	252	614	196	46	1	0	0	0	0	0	0	0	0	0	0
LK-4309115	772	14	786	1917	613	145	5	1	2	1	0	0	0	0	0	0	0
LK-4309120	1163	21	1184	2886	923	218	7	1	4	1	0	1	1	1	1	0	0
LK-4309125	464	8	473	1153	369	87	3	0	1	0	0	0	0	0	0	0	0
LK-4309130	472	8	481	1172	375	88	3	0	1	0	0	0	0	0	0	0	0
LK-4309135	701	12	714	1740	556	131	4	1	2	1	0	0	0	0	0	0	0
LK-4309140	494	8	503	1227	392	92	3	0	1	0	0	0	0	0	0	0	0
LK-4309145	620	11	631	1539	492	116	4	0	2	0	0	0	0	0	0	0	0
LK-4309150	1129	20	1149	2802	896	212	7	1	4	1	0	0	1	0	0	0	0
LK-4309155	564	10	575	1402	448	106	3	0	2	0	0	0	0	0	0	0	0
LK-4309160	557	10	567	1383	442	104	3	0	2	0	0	0	0	0	0	0	0
LK-4309165	498	9	507	1238	396	93	3	0	1	0	0	0	0	0	0	0	0
LK-4309170	844	15	859	2095	670	158	5	1	3	1	0	0	0	0	0	0	0
LK-4309175	2287	41	2328	5677	1816	429	14	3	8	3	1	2	2	2	2	0	0
LK-4309180	891	16	907	2212	707	167	5	1	3	1	0	0	0	0	0	0	0
LK-4309185	1486	26	1513	3688	1179	279	9	2	5	2	1	1	1	1	1	0	0
LK-4309190	867	15	882	2151	688	162	5	1	3	1	0	0	0	0	0	0	0
LK-4309195	1233	22	1255	3060	979	231	8	1	4	1	0	1	1	1	1	0	0
LK-4309200	1588	28	1617	3943	1261	298	10	2	5	2	1	1	1	1	1	0	0
LK-4309205	1288	23	1311	3197	1023	241	8	1	4	2	1	1	1	1	1	0	0
LK-4309210	203	3	207	505	161	38	1	0	0	0	0	0	0	0	0	0	0
LK-4312	7331	123	7466	18208	5819	1369	38	3	18	3	1	2	2	2	2	0	0
LK-4312005	2394	43	2437	5941	1900	449	15	3	8	3	1	2	2	2	2	0	0
LK-4312010	104	1	106	258	82	19	0	0	0	0	0	0	0	0	0	0	0
LK-4312015	146	2	149	363	116	27	0	0	0	0	0	0	0	0	0	0	0
LK-4312020	47	0	48	117	37	8	0	0	0	0	0	0	0	0	0	0	0
LK-4312025	84	1	86	209	67	15	0	0	0	0	0	0	0	0	0	0	0
LK-4312030	562	10	572	1395	446	105	3	0	2	0	0	0	0	0	0	0	0
LK-4312035	247	4	251	613	196	46	1	0	0	0	0	0	0	0	0	0	0
LK-4312040	278	5	283	691	221	52	1	0	1	0	0	0	0	0	0	0	0
LK-4312045	214	3	218	533	170	40	1	0	0	0	0	0	0	0	0	0	0
LK-4312050	166	3	169	412	132	31	1	0	0	0	0	0	0	0	0	0	0
LK-4312055	328	5	334	814	260	61	2	0	1	0	0	0	0	0	0	0	0
LK-4312060	402	7	409	998	319	75	2	0	1	0	0	0	0	0	0	0	0
LK-4312065	583	10	594	1448	463	109	3	0	2	0	0	0	0	0	0	0	0
LK-4312070	568	10	579	1411	451	106	3	0	2	0	0	0	0	0	0	0	0
LK-4312075	533	9	543	1324	423	100	3	0	1	0	0	0	0	0	0	0	0
LK-4312080	172	3	175	427	136	32	1	0	0	0	0	0	0	0	0	0	0
LK-4312085	191	3	195	476	152	36	1	0	0	0	0	0	0	0	0	0	0
LK-4312090	82	1	83	204	65	15	0	0	0	0	0	0	0	0	0	0	0
LK-4312095	70	1	72	176	56	13	0	0	0	0	0	0	0	0	0	0	0
LK-4312100	160	2	163	398	127	30	1	0	0	0	0	0	0	0	0	0	0
LK-44	830	0	840	66530	306	446	0	0	0	0	0	0	0	0	0	0	0
LK-4403	86	0	86	6995	30	43	0	0	0	0	0	0	0	0	0	0	0
LK-4403005	4	0	4	312	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4403010	3	0	3	227	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4403015	2	0	2	202	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4403020	14	0	14	1097	6	8	0	0	0	0	0	0	0	0	0	0	0
LK-4403025	5	0	5	375	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-4403030	6	0	6	478	2	3	0	0	0	0	0	0	0	0	0	0	0
LK-4403035	5	0	5	380	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-4403040	3	0	3	259	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4403045	7	0	7	574	3	4	0	0	0	0	0	0	0	0	0	0	0
LK-4403050	1	0	1	88	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4403055	4	0	4	302	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4403060	1	0	1	138	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-4403065	3	0	3	280	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4403070	7	0	7	551	3	4	0	0	0	0	0	0	0	0	0	0	0
LK-4403075	4	0	4	327	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4403080	4	0	4	324	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4403085	2	0	2	154	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-4403090	5	0	5	417	2	3	0	0	0	0	0	0	0	0	0	0	0
LK-4403095	3	0	3	253	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4403100	3	0	3	257	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4406	63	0	63	5134	20	32	0	0	0	0	0	0	0	0	0	0	0
LK-4406005	6	0	6	483	2	3	0	0	0	0	0	0	0	0	0	0	0
LK-4406010	4	0	4	314	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4406015	4	0	4	317	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4406020	5	0	5	398	2	3	0	0	0	0	0	0	0	0	0	0	0
LK-4406025	3	0	3	286	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4406030	6	0	6	459	2	3	0	0	0	0	0	0	0	0	0	0	0
LK-4406035	10	0	10	780	4	5	0	0	0	0	0	0	0	0	0	0	0
LK-4406040	7	0	7	528	2	4	0	0	0	0	0	0	0	0	0	0	0
LK-4406045	1	0	1	89	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4406050	4	0	4	306	1	2	0	0	0	0	0	0	0	0	0	0	0
LK-4406055	6	0	6	468	2	3	0	0	0	0	0	0	0	0	0	0	0
LK-4406060	1	0	1	116	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4406065	1	0	1	133	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-4406070	2	0	2	220	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4406075	3	0	3	237	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-4409	222	0	226	17202	90	124	0	0	0	0	0	0	0	0	0	0	0
LK-4409005	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409010	10	0	10	809	4	6	0	0	0	0	0	0	0	0	0	0	0
LK-4409015	36	0	36	2729	15	20	0	0	0	0	0	0	0	0	0	0	0
LK-4409020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409025	10	0	10	787	4	6	0	0	0	0	0	0	0	0	0	0	0
LK-4409030	7	0	7	554	3	4	0	0	0	0	0	0	0	0	0	0	0
LK-4409035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409045	5	0	6	444	2	3	0	0	0	0	0	0	0	0	0	0	0
LK-4409050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-4409055	22	0	22	1693	9	12	0	0	0	0	0	0	0	0	0	0	0
LK-4409060	10	0	11	819	4	6	0	0	0	0	0	0	0	0	0	0	0
LK-4409065	22	0	22	1654	9	12	0	0	0	0	0	0	0	0	0	0	0
