entity_id	valid	rejected	polled	electors	UNP	UPFA	DNA	TULF	LLF	ELPP	UNAF	IG1C	USP	SLNF	SEP	ONF	UDF	JSP	MNA	SMBP	IG6C	CDUA	SLLP	IG4C	NPP	IG2C	OWORS	PNF	IG9C	IG5C	ELMS	IG7C	IG8C	IG3C	OWOS	JS	J	OORS
LK-5227010	475	0	0	0	170	204	1		0		0			0		0	0	0		0			0															
LK-5227015	528	0	0	0	189	227	1		0		0			0		0	0	0		0			0															
LK-5227020	448	0	0	0	161	193	1		0		0			0		0	0	0		0			0															
LK-5227025	472	0	0	0	169	203	1		0		0			0		0	0	0		0			0															
LK-5227030	144	0	0	0	51	62	0		0		0			0		0	0	0		0			0															
LK-5227035	199	0	0	0	71	86	0		0		0			0		0	0	0		0			0															
LK-5227040	358	0	0	0	128	154	0		0		0			0		0	0	0		0			0															
LK-5227045	184	0	0	0	66	79	0		0		0			0		0	0	0		0			0															
LK-5227050	256	0	0	0	92	110	0		0		0			0		0	0	0		0			0															
LK-5227055	140	0	0	0	50	60	0		0		0			0		0	0	0		0			0															
LK-5227060	437	0	0	0	157	188	1		0		0			0		0	0	0		0			0															
LK-5227065	392	0	0	0	141	169	0		0		0			0		0	0	0		0			0															
LK-5227070	311	0	0	0	112	134	0		0		0			0		0	0	0		0			0															
LK-5227075	92	0	0	0	33	39	0		0		0			0		0	0	0		0			0															
LK-5227080	413	0	0	0	148	178	0		0		0			0		0	0	0		0			0															
LK-5227085	676	0	0	0	243	291	1		0		0			0		0	0	0		0			0															
LK-5230	9445	0	0	0	3384	4060	10		0		0			0		0	0	0		0			0															
LK-5230005	207	0	0	0	74	89	0		0		0			0		0	0	0		0			0															
LK-5230010	462	0	0	0	166	199	1		0		0			0		0	0	0		0			0															
LK-5230015	347	0	0	0	124	149	0		0		0			0		0	0	0		0			0															
LK-5230020	516	0	0	0	185	222	1		0		0			0		0	0	0		0			0															
LK-5230025	423	0	0	0	152	182	1		0		0			0		0	0	0		0			0															
LK-5230030	275	0	0	0	98	118	0		0		0			0		0	0	0		0			0															
LK-5230035	261	0	0	0	93	112	0		0		0			0		0	0	0		0			0															
LK-5230040	343	0	0	0	123	147	0		0		0			0		0	0	0		0			0															
LK-5230045	589	0	0	0	211	253	1		0		0			0		0	0	0		0			0															
LK-5230050	594	0	0	0	213	256	1		0		0			0		0	0	0		0			0															
LK-5230055	284	0	0	0	102	122	0		0		0			0		0	0	0		0			0															
LK-5230060	271	0	0	0	97	117	0		0		0			0		0	0	0		0			0															
LK-5230065	236	0	0	0	84	101	0		0		0			0		0	0	0		0			0															
LK-5230070	744	0	0	0	267	320	1		0		0			0		0	0	0		0			0															
LK-5230075	431	0	0	0	154	185	1		0		0			0		0	0	0		0			0															
LK-5230080	218	0	0	0	78	94	0		0		0			0		0	0	0		0			0															
LK-5230085	178	0	0	0	64	76	0		0		0			0		0	0	0		0			0															
LK-5230090	179	0	0	0	64	77	0		0		0			0		0	0	0		0			0															
LK-5230095	411	0	0	0	147	177	0		0		0			0		0	0	0		0			0															
LK-5230100	532	0	0	0	191	229	1		0		0			0		0	0	0		0			0															
LK-5230105	218	0	0	0	78	93	0		0		0			0		0	0	0		0			0															
LK-5230110	438	0	0	0	157	188	1		0		0			0		0	0	0		0			0															
LK-5230115	680	0	0	0	244	293	1		0		0			0		0	0	0		0			0															
LK-5230120	321	0	0	0	115	138	0		0		0			0		0	0	0		0			0															
LK-5230125	287	0	0	0	103	123	0		0		0			0		0	0	0		0			0															
LK-5233	15062	0	0	0	5359	6564	20		0		0			0		0	0	0		0			0															
LK-5233005	440	0	0	0	158	189	1		0		0			0		0	0	0		0			0															
LK-5233010	811	0	0	0	291	349	1		0		0			0		0	0	0		0			0															
LK-5233015	514	0	0	0	184	221	1		0		0			0		0	0	0		0			0															
LK-5233020	412	0	0	0	148	177	0		0		0			0		0	0	0		0			0															
LK-5233025	276	0	0	0	99	119	0		0		0			0		0	0	0		0			0															
LK-5233030	154	0	0	0	55	66	0		0		0			0		0	0	0		0			0															
LK-5233035	700	0	0	0	251	301	1		0		0			0		0	0	0		0			0															
LK-5233040	150	0	0	0	54	64	0		0		0			0		0	0	0		0			0															
LK-5233045	456	0	0	0	164	196	1		0		0			0		0	0	0		0			0															
LK-5233050	481	0	0	0	172	207	1		0		0			0		0	0	0		0			0															
LK-5233055	722	0	0	0	259	311	1		0		0			0		0	0	0		0			0															
LK-5233060	409	0	0	0	147	176	0		0		0			0		0	0	0		0			0															
LK-5233065	601	0	0	0	216	259	1		0		0			0		0	0	0		0			0															
LK-5233070	546	0	0	0	196	235	1		0		0			0		0	0	0		0			0															
LK-5233075	408	0	0	0	146	176	0		0		0			0		0	0	0		0			0															
LK-5233080	459	0	0	0	165	197	1		0		0			0		0	0	0		0			0															
LK-5233085	523	0	0	0	188	225	1		0		0			0		0	0	0		0			0															
LK-5233090	764	0	0	0	274	329	1		0		0			0		0	0	0		0			0															
LK-5233095	699	0	0	0	251	301	1		0		0			0		0	0	0		0			0															
LK-5233100	402	0	0	0	144	173	0		0		0			0		0	0	0		0			0															
LK-5233105	363	0	0	0	130	156	0		0		0			0		0	0	0		0			0															
LK-5233110	332	0	0	0	119	143	0		0		0			0		0	0	0		0			0															
LK-5233115	432	0	0	0	155	186	1		0		0			0		0	0	0		0			0															
LK-5233120	298	0	0	0	107	128	0		0		0			0		0	0	0		0			0															
LK-5233125	562	0	0	0	202	242	1		0		0			0		0	0	0		0			0															
LK-5233130	487	0	0	0	175	209	1		0		0			0		0	0	0		0			0															
LK-5233135	580	0	0	0	208	249	1		0		0			0		0	0	0		0			0															
LK-5233140	620	0	0	0	223	267	1		0		0			0		0	0	0		0			0															
LK-5233145	503	0	0	0	181	217	1		0		0			0		0	0	0		0			0															
LK-5233150	283	0	0	0	101	122	0		0		0			0		0	0	0		0			0															
LK-5233155	374	0	0	0	88	245	1				0			0		0	0	0					0															
LK-5233160	301	0	0	0	108	129	0		0		0			0		0	0	0		0			0															
LK-5234	5507	0	0	0	1296	3605	11				0			0		0	0	0					0															
LK-5234005	375	0	0	0	88	245	1				0			0		0	0	0					0															
LK-5234010	494	0	0	0	116	323	1				0			0		0	0	0					0															
LK-5234015	464	0	0	0	109	304	1				0			0		0	0	0					0															
LK-5234020	370	0	0	0	87	242	1				0			0		0	0	0					0															
LK-5234025	204	0	0	0	48	134	0				0			0		0	0	0					0															
LK-5234030	297	0	0	0	70	194	0				0			0		0	0	0					0															
LK-5234035	355	0	0	0	83	232	1				0			0		0	0	0					0															
LK-5234040	749	0	0	0	177	491	2				0			0		0	0	0					0															
LK-5234045	555	0	0	0	131	364	1				0			0		0	0	0					0															
LK-5234050	542	0	0	0	128	355	1				0			0		0	0	0					0															
LK-5234055	491	0	0	0	115	321	1				0			0		0	0	0					0															
LK-5234060	611	0	0	0	144	400	1				0			0		0	0	0					0															
LK-5236	14533	0	0	0	4255	7992	26		0		0			1		0	0	0		0			0															
LK-5236005	341	0	0	0	122	147	0		0		0			0		0	0	0		0			0															
LK-5236010	194	0	0	0	69	83	0		0		0			0		0	0	0		0			0															
LK-5236015	651	0	0	0	153	426	1				0			0		0	0	0					0															
LK-5236020	701	0	0	0	165	459	2				0			0		0	0	0					0															
LK-5236025	1124	0	0	0	265	736	3				0			1		0	0	0					0															
LK-5236030	575	0	0	0	135	376	1				0			0		0	0	0					0															
LK-5236035	467	0	0	0	110	306	1				0			0		0	0	0					0															
LK-5236040	305	0	0	0	72	199	0				0			0		0	0	0					0															
LK-5236045	325	0	0	0	76	212	0				0			0		0	0	0					0															
LK-5236050	841	0	0	0	302	362	2		0		0			0		0	0	0		0			0															
LK-5236055	948	0	0	0	340	408	2		0		0			0		0	0	0		0			0															
LK-5236060	506	0	0	0	181	218	1		0		0			0		0	0	0		0			0															
LK-5236065	459	0	0	0	165	198	1		0		0			0		0	0	0		0			0															
LK-5236070	409	0	0	0	147	176	0		0		0			0		0	0	0		0			0															
LK-5236075	572	0	0	0	205	246	1		0		0			0		0	0	0		0			0															
LK-5236080	397	0	0	0	142	171	0		0		0			0		0	0	0		0			0															
LK-5236085	432	0	0	0	155	186	1		0		0			0		0	0	0		0			0															
LK-5236090	462	0	0	0	109	302	1				0			0		0	0	0					0															
LK-5236095	299	0	0	0	70	196	0				0			0		0	0	0					0															
LK-5236100	393	0	0	0	92	257	1				0			0		0	0	0					0															
LK-5236105	407	0	0	0	96	266	1				0			0		0	0	0					0															
LK-5236110	512	0	0	0	121	335	1				0			0		0	0	0					0															
LK-5236115	481	0	0	0	113	315	1				0			0		0	0	0					0															
LK-5236120	653	0	0	0	154	428	1				0			0		0	0	0					0															
LK-5236125	397	0	0	0	93	260	1				0			0		0	0	0					0															
LK-5236130	393	0	0	0	141	169	0		0		0			0		0	0	0		0			0															
LK-5236135	845	0	0	0	303	364	2		0		0			0		0	0	0		0			0															
LK-5236140	444	0	0	0	159	191	1		0		0			0		0	0	0		0			0															
LK-5239	8046	0	0	0	2882	3460	10		0		0			0		0	0	0		0			0															
LK-5239005	190	0	0	0	68	82	0		0		0			0		0	0	0		0			0															
LK-5239010	212	0	0	0	76	91	0		0		0			0		0	0	0		0			0															
LK-5239015	237	0	0	0	85	102	0		0		0			0		0	0	0		0			0															
LK-5239020	197	0	0	0	71	85	0		0		0			0		0	0	0		0			0															
LK-5239025	174	0	0	0	62	75	0		0		0			0		0	0	0		0			0															
LK-5239030	216	0	0	0	77	93	0		0		0			0		0	0	0		0			0															
LK-5239035	456	0	0	0	163	196	1		0		0			0		0	0	0		0			0															
LK-5239040	219	0	0	0	78	94	0		0		0			0		0	0	0		0			0															
LK-5239045	341	0	0	0	122	146	0		0		0			0		0	0	0		0			0															
LK-5239050	484	0	0	0	173	208	1		0		0			0		0	0	0		0			0															
LK-5239055	196	0	0	0	70	84	0		0		0			0		0	0	0		0			0															
LK-5239060	265	0	0	0	95	114	0		0		0			0		0	0	0		0			0															
LK-5239065	423	0	0	0	152	182	1		0		0			0		0	0	0		0			0															
LK-5239070	66	0	0	0	23	28	0		0		0			0		0	0	0		0			0															
LK-5239075	549	0	0	0	197	236	1		0		0			0		0	0	0		0			0															
LK-5239080	625	0	0	0	224	269	1		0		0			0		0	0	0		0			0															
LK-5239085	600	0	0	0	215	258	1		0		0			0		0	0	0		0			0															
LK-5239090	549	0	0	0	197	236	1		0		0			0		0	0	0		0			0															
LK-5239095	551	0	0	0	198	237	1		0		0			0		0	0	0		0			0															
LK-5239100	355	0	0	0	127	153	0		0		0			0		0	0	0		0			0															
LK-5239105	258	0	0	0	92	111	0		0		0			0		0	0	0		0			0															
LK-5239110	883	0	0	0	317	380	2		0		0			0		0	0	0		0			0															
LK-5242	14303	0	0	0	5081	7567	198		0		0			0		0	0	0		0			0								0							
LK-5242005	321	0	0	0	113	197	8				0			0		0	0	0													0							
LK-5242010	759	0	0	0	268	466	19				0			0		0	0	0													0							
LK-5242015	526	0	0	0	185	322	13				0			0		0	0	0													0							
LK-5242020	745	0	0	0	263	457	19				0			0		0	0	0													0							
LK-5242025	197	0	0	0	69	120	5				0			0		0	0	0													0							
LK-5242030	951	0	0	0	336	584	24				0			0		0	0	0													0							
LK-5242035	273	0	0	0	96	167	7				0			0		0	0	0													0							
LK-5242040	523	0	0	0	184	321	13				0			0		0	0	0													0							
LK-5242045	460	0	0	0	162	282	11				0			0		0	0	0													0							
LK-5242050	456	0	0	0	161	280	11				0			0		0	0	0													0							
LK-5242055	260	0	0	0	92	160	6				0			0		0	0	0													0							
LK-5242060	294	0	0	0	104	180	7				0			0		0	0	0													0							
LK-5242065	518	0	0	0	186	223	1		0		0			0		0	0	0		0			0															
LK-5242070	710	0	0	0	251	436	18				0			0		0	0	0													0							
LK-5242075	457	0	0	0	161	280	11				0			0		0	0	0													0							
LK-5242080	418	0	0	0	147	256	10				0			0		0	0	0													0							
LK-5242085	372	0	0	0	131	228	9				0			0		0	0	0													0							
LK-5242090	399	0	0	0	143	172	0		0		0			0		0	0	0		0			0															
LK-5242095	414	0	0	0	148	178	1		0		0			0		0	0	0		0			0															
LK-5242100	322	0	0	0	115	138	0		0		0			0		0	0	0		0			0															
LK-5242105	400	0	0	0	143	172	0		0		0			0		0	0	0		0			0															
LK-5242110	345	0	0	0	124	148	0		0		0			0		0	0	0		0			0															
LK-5242115	211	0	0	0	76	91	0		0		0			0		0	0	0		0			0															
LK-5242120	113	0	0	0	40	48	0		0		0			0		0	0	0		0			0															
LK-5242125	469	0	0	0	168	202	1		0		0			0		0	0	0		0			0															
LK-5242130	458	0	0	0	164	197	1		0		0			0		0	0	0		0			0															
LK-5242135	191	0	0	0	68	82	0		0		0			0		0	0	0		0			0															
LK-5242140	372	0	0	0	133	160	0		0		0			0		0	0	0		0			0															
LK-5242145	574	0	0	0	206	247	1		0		0			0		0	0	0		0			0															
LK-5242150	360	0	0	0	129	155	0		0		0			0		0	0	0		0			0															
LK-5242155	724	0	0	0	260	312	1		0		0			0		0	0	0		0			0															
LK-5242160	474	0	0	0	170	204	1		0		0			0		0	0	0		0			0															
LK-5242165	237	0	0	0	85	102	0		0		0			0		0	0	0		0			0															
LK-5245	9058	0	0	0	3246	3896	12		0		0			0		0	0	0		0			0															
LK-5245005	116	0	0	0	41	50	0		0		0			0		0	0	0		0			0															
LK-5245010	239	0	0	0	85	103	0		0		0			0		0	0	0		0			0															
LK-5245015	526	0	0	0	189	227	1		0		0			0		0	0	0		0			0															
LK-5245020	628	0	0	0	225	270	1		0		0			0		0	0	0		0			0															
LK-5245025	405	0	0	0	145	174	0		0		0			0		0	0	0		0			0															
LK-5245030	222	0	0	0	80	95	0		0		0			0		0	0	0		0			0															
LK-5245035	409	0	0	0	147	176	0		0		0			0		0	0	0		0			0															
LK-5245040	409	0	0	0	147	176	0		0		0			0		0	0	0		0			0															
LK-5245045	457	0	0	0	164	197	1		0		0			0		0	0	0		0			0															
LK-5245050	530	0	0	0	190	228	1		0		0			0		0	0	0		0			0															
LK-5245055	483	0	0	0	173	208	1		0		0			0		0	0	0		0			0															
LK-5245060	498	0	0	0	179	214	1		0		0			0		0	0	0		0			0															
LK-5245065	626	0	0	0	225	269	1		0		0			0		0	0	0		0			0															
LK-5245070	419	0	0	0	150	180	1		0		0			0		0	0	0		0			0															
LK-5245075	531	0	0	0	190	228	1		0		0			0		0	0	0		0			0															
LK-5245080	1118	0	0	0	401	482	2		0		0			0		0	0	0		0			0															
LK-5245085	133	0	0	0	47	57	0		0		0			0		0	0	0		0			0															
LK-5245090	36	0	0	0	13	15	0		0		0			0		0	0	0		0			0															
LK-5245095	736	0	0	0	264	317	1		0		0			0		0	0	0		0			0															
LK-5245100	300	0	0	0	107	129	0		0		0			0		0	0	0		0			0															
LK-5245105	143	0	0	0	51	61	0		0		0			0		0	0	0		0			0															
LK-5245110	94	0	0	0	33	40	0		0		0			0		0	0	0		0			0															
LK-5248	11758	0	0	0	4217	5059	16		0		0			0		0	0	0		0			0															
LK-5248005	262	0	0	0	94	112	0		0		0			0		0	0	0		0			0															
LK-5248010	448	0	0	0	161	193	1		0		0			0		0	0	0		0			0															
LK-5248015	787	0	0	0	282	339	1		0		0			0		0	0	0		0			0															
LK-5248020	556	0	0	0	199	239	1		0		0			0		0	0	0		0			0															
LK-5248025	253	0	0	0	91	109	0		0		0			0		0	0	0		0			0															
LK-5248030	486	0	0	0	174	209	1		0		0			0		0	0	0		0			0															
LK-5248035	962	0	0	0	345	414	2		0		0			0		0	0	0		0			0															
LK-5248040	857	0	0	0	308	369	2		0		0			0		0	0	0		0			0															
LK-5248050	391	0	0	0	140	168	0		0		0			0		0	0	0		0			0															
LK-5248055	377	0	0	0	135	162	0		0		0			0		0	0	0		0			0															
LK-5248060	352	0	0	0	126	151	0		0		0			0		0	0	0		0			0															
LK-5248065	539	0	0	0	193	232	1		0		0			0		0	0	0		0			0															
LK-5248070	176	0	0	0	63	76	0		0		0			0		0	0	0		0			0															
LK-5248075	355	0	0	0	127	153	0		0		0			0		0	0	0		0			0															
LK-5248080	407	0	0	0	146	175	0		0		0			0		0	0	0		0			0															
LK-5248085	431	0	0	0	155	185	1		0		0			0		0	0	0		0			0															
LK-5248090	1138	0	0	0	409	490	2		0		0			0		0	0	0		0			0															
LK-5248095	493	0	0	0	177	212	1		0		0			0		0	0	0		0			0															
LK-5248100	440	0	0	0	158	189	1		0		0			0		0	0	0		0			0															
LK-5248105	557	0	0	0	200	240	1		0		0			0		0	0	0		0			0															
LK-5248110	262	0	0	0	94	113	0		0		0			0		0	0	0		0			0															
LK-5248115	239	0	0	0	86	103	0		0		0			0		0	0	0		0			0															
LK-5248120	248	0	0	0	89	107	0		0		0			0		0	0	0		0			0															
LK-5248130	300	0	0	0	107	129	0		0		0			0		0	0	0		0			0															
LK-5248135	442	0	0	0	158	190	1		0		0			0		0	0	0		0			0															
LK-5251	3191	0	0	0	1144	1372	2		0		0			0		0	0	0		0			0															
LK-5251005	139	0	0	0	50	59	0		0		0			0		0	0	0		0			0															
LK-5251010	207	0	0	0	74	89	0		0		0			0		0	0	0		0			0															
LK-5251015	278	0	0	0	100	120	0		0		0			0		0	0	0		0			0															
LK-5251020	208	0	0	0	75	89	0		0		0			0		0	0	0		0			0															
LK-5251025	278	0	0	0	100	120	0		0		0			0		0	0	0		0			0															
LK-5251030	244	0	0	0	87	105	0		0		0			0		0	0	0		0			0															
LK-5251035	151	0	0	0	54	65	0		0		0			0		0	0	0		0			0															
LK-5251040	274	0	0	0	98	118	0		0		0			0		0	0	0		0			0															
LK-5251045	276	0	0	0	99	119	0		0		0			0		0	0	0		0			0															
LK-5251050	238	0	0	0	85	102	0		0		0			0		0	0	0		0			0															
LK-5251055	465	0	0	0	167	200	1		0		0			0		0	0	0		0			0															
LK-5251060	433	0	0	0	155	186	1		0		0			0		0	0	0		0			0															
LK-53	128015	9470	137823	241016	37510	52184	2044		2		4		63	99			0	0		0																		
LK-5303	4019	323	4352	7896	788	2599	162		0		0		0	11			0	0		0																		
LK-5303005	747	60	809	1467	147	483	31		0		0		0	2			0	0		0																		
LK-5303010	176	14	191	347	34	114	7		0		0		0	0			0	0		0																		
LK-5303015	216	17	233	424	42	139	8		0		0		0	0			0	0		0																		
LK-5303020	262	21	284	515	51	170	10		0		0		0	1			0	0		0																		
LK-5303025	323	26	350	634	63	209	13		0		0		0	1			0	0		0																		
LK-5303030	276	22	299	543	54	179	11		0		0		0	1			0	0		0																		
LK-5303035	447	36	484	878	88	289	18		0		0		0	1			0	0		0																		
LK-5303040	407	33	440	799	80	263	16		0		0		0	1			0	0		0																		
LK-5303045	560	45	607	1101	110	362	23		0		0		0	2			0	0		0																		
LK-5303050	605	49	655	1188	119	391	25		0		0		0	2			0	0		0																		
LK-5306	10727	849	11603	21436	2145	2699	115		0		0		0	0			0	0		0																		
LK-5306005	12	1	13	25	2	3	0		0		0		0	0			0	0		0																		
LK-5306010	557	44	603	1113	112	140	6		0		0		0	0			0	0		0																		
LK-5306015	726	58	785	1450	145	183	8		0		0		0	0			0	0		0																		
LK-5306020	1286	103	1390	2568	258	324	15		0		0		0	0			0	0		0																		
LK-5306025	973	78	1052	1943	195	245	11		0		0		0	0			0	0		0																		
LK-5306030	206	16	223	413	41	52	2		0		0		0	0			0	0		0																		
LK-5306035	450	36	487	899	90	113	5		0		0		0	0			0	0		0																		
LK-5306040	148	11	160	296	29	37	1		0		0		0	0			0	0		0																		
LK-5306045	35	2	38	71	7	9	0		0		0		0	0			0	0		0																		
LK-5306050	221	17	239	442	44	56	2		0		0		0	0			0	0		0																		
LK-5306055	133	10	144	266	26	33	1		0		0		0	0			0	0		0																		
LK-5306060	57	4	62	114	11	14	0		0		0		0	0			0	0		0																		
LK-5306065	545	43	589	1088	109	137	6		0		0		0	0			0	0		0																		
LK-5306070	334	26	362	668	67	84	4		0		0		0	0			0	0		0																		
LK-5306075	213	17	230	426	42	53	2		0		0		0	0			0	0		0																		
LK-5306080	157	12	169	313	31	39	1		0		0		0	0			0	0		0																		
LK-5306085	878	70	950	1754	176	221	10		0		0		0	0			0	0		0																		
LK-5306090	307	24	332	613	61	77	3		0		0		0	0			0	0		0																		
LK-5306095	722	57	781	1443	145	182	8		0		0		0	0			0	0		0																		
LK-5306100	563	45	609	1125	113	142	6		0		0		0	0			0	0		0																		
LK-5306105	478	38	517	955	96	120	5		0		0		0	0			0	0		0																		
LK-5306110	979	78	1059	1957	196	247	11		0		0		0	0			0	0		0																		
LK-5306115	326	26	353	652	65	82	3		0		0		0	0			0	0		0																		
LK-5306120	421	33	456	842	84	106	5		0		0		0	0			0	0		0																		
LK-5309	2494	198	2701	4904	488	1612	99		0		0		0	5			0	0		0																		
LK-5309005	343	27	372	674	67	222	14		0		0		0	1			0	0		0																		
LK-5309010	279	22	302	549	55	180	11		0		0		0	1			0	0		0																		
LK-5309015	350	28	379	687	69	226	14		0		0		0	1			0	0		0																		
LK-5309020	136	11	147	267	26	88	5		0		0		0	0			0	0		0																		
LK-5309025	370	30	401	727	73	239	15		0		0		0	1			0	0		0																		
LK-5309030	166	13	180	327	32	108	6		0		0		0	0			0	0		0																		
LK-5309035	337	27	365	663	66	218	14		0		0		0	1			0	0		0																		
LK-5309040	182	14	197	359	36	118	7		0		0		0	0			0	0		0																		
LK-5309045	84	6	91	166	16	54	3		0		0		0	0			0	0		0																		
LK-5309050	247	20	267	485	48	159	10		0		0		0	0			0	0		0																		
LK-5312	2693	213	2916	5294	528	1742	106		0		0		0	6			0	0		0																		
LK-5312005	673	54	729	1323	132	436	27		0		0		0	2			0	0		0																		
LK-5312010	625	50	676	1227	123	404	25		0		0		0	2			0	0		0																		
LK-5312015	306	24	331	601	60	198	12		0		0		0	1			0	0		0																		
LK-5312020	292	23	316	573	57	189	12		0		0		0	1			0	0		0																		
LK-5312025	238	19	258	468	47	154	9		0		0		0	0			0	0		0																		
LK-5312030	188	15	204	371	37	122	7		0		0		0	0			0	0		0																		
LK-5312035	53	4	57	104	10	34	2		0		0		0	0			0	0		0																		
LK-5312040	165	13	179	325	32	107	6		0		0		0	0			0	0		0																		
LK-5312045	72	5	78	142	14	46	3		0		0		0	0			0	0		0																		
LK-5312050	81	6	88	160	16	52	3		0		0		0	0			0	0		0																		
LK-5315	31492	2510	34063	62927	6313	7940	360		2		2		4	0			0	0		0																		
LK-5315005	86	6	93	173	17	21	1		0		0		0	0			0	0		0																		
LK-5315010	0	0	0	0	0	0	0		0		0		0	0			0	0		0																		
LK-5315015	90	7	97	180	18	22	1		0		0		0	0			0	0		0																		
LK-5315020	427	34	462	854	85	108	5		0		0		0	0			0	0		0																		
LK-5315025	753	60	815	1505	151	190	9		0		0		0	0			0	0		0																		
LK-5315030	644	51	697	1288	129	162	7		0		0		0	0			0	0		0																		
LK-5315035	572	45	619	1144	115	144	6		0		0		0	0			0	0		0																		
LK-5315040	2217	177	2398	4429	445	560	26		1		1		1	0			0	0		0																		
LK-5315045	631	50	683	1261	126	159	7		0		0		0	0			0	0		0																		
LK-5315050	116	9	125	231	23	29	1		0		0		0	0			0	0		0																		
LK-5315055	200	16	216	400	40	50	2		0		0		0	0			0	0		0																		
LK-5315060	835	67	903	1669	167	211	10		0		0		0	0			0	0		0																		
LK-5315065	638	51	690	1274	128	161	7		0		0		0	0			0	0		0																		
LK-5315070	544	43	589	1087	109	137	6		0		0		0	0			0	0		0																		
LK-5315075	677	54	732	1352	136	171	8		0		0		0	0			0	0		0																		
LK-5315080	1228	98	1328	2454	246	310	14		0		0		0	0			0	0		0																		
LK-5315085	1359	109	1470	2715	273	343	16		0		0		1	0			0	0		0																		
LK-5315090	363	29	393	726	73	91	4		0		0		0	0			0	0		0																		
LK-5315095	717	57	776	1433	144	181	8		0		0		0	0			0	0		0																		
LK-5315100	922	74	998	1843	185	233	11		0		0		0	0			0	0		0																		
LK-5315105	991	79	1071	1979	199	250	11		0		0		0	0			0	0		0																		
LK-5315110	1085	87	1174	2168	218	274	13		0		0		0	0			0	0		0																		
LK-5315115	409	32	442	817	82	103	4		0		0		0	0			0	0		0																		
LK-5315120	587	47	635	1173	118	148	7		0		0		0	0			0	0		0																		
LK-5315125	1260	101	1363	2518	253	318	15		0		0		0	0			0	0		0																		
LK-5315130	1094	87	1184	2186	219	276	13		0		0		0	0			0	0		0																		
LK-5315135	730	58	790	1459	146	184	8		0		0		0	0			0	0		0																		
LK-5315140	1069	85	1156	2135	214	269	12		0		0		0	0			0	0		0																		
LK-5315145	1027	82	1111	2052	206	259	12		0		0		0	0			0	0		0																		
LK-5315150	171	13	185	342	34	43	2		0		0		0	0			0	0		0																		
LK-5315155	395	31	427	790	79	99	4		0		0		0	0			0	0		0																		
LK-5315160	873	70	944	1744	175	220	10		0		0		0	0			0	0		0																		
LK-5315165	466	37	504	932	93	117	5		0		0		0	0			0	0		0																		
LK-5315170	965	77	1044	1929	194	243	11		0		0		0	0			0	0		0																		
LK-5315175	555	44	600	1109	111	140	6		0		0		0	0			0	0		0																		
LK-5315180	1671	134	1807	3337	335	422	20		1		1		1	0			0	0		0																		
LK-5315185	739	59	799	1476	148	186	8		0		0		0	0			0	0		0																		
LK-5315190	667	53	721	1333	134	168	8		0		0		0	0			0	0		0																		
LK-5315195	1481	118	1602	2959	297	374	17		0		0		1	0			0	0		0																		
LK-5315200	810	65	876	1618	162	204	9		0		0		0	0			0	0		0																		
LK-5315205	649	52	702	1297	130	164	7		0		0		0	0			0	0		0																		
LK-5315210	779	62	842	1556	156	196	9		0		0		0	0			0	0		0																		
LK-5318	8157	571	8749	14760	2936	3354	95		0		1		8	5			0	0		0																		
LK-5318005	713	57	772	1400	140	461	29		0		0		0	2			0	0		0																		
LK-5318010	255	20	276	510	51	64	3		0		0		0	0			0	0		0																		
LK-5318015	373	29	403	745	74	94	4		0		0		0	0			0	0		0																		
LK-5318020	404	32	437	807	81	102	4		0		0		0	0			0	0		0																		
LK-5318025	1185	77	1265	2042	525	444	4		0		0		2	0			0	0		0																		
LK-5318030	1746	114	1865	3009	773	654	6		0		1		3	0			0	0		0																		
LK-5318035	114	9	123	227	22	28	1		0		0		0	0			0	0		0																		
LK-5318040	532	34	568	917	236	199	1		0		0		1	0			0	0		0																		
LK-5318045	1420	93	1516	2447	629	532	5		0		0		2	0			0	0		0																		
LK-5318050	903	73	977	1773	178	584	37		0		0		0	3			0	0		0																		
LK-5318060	512	33	547	883	227	192	1		0		0		0	0			0	0		0																		
LK-5321	15840	1275	17145	31104	3114	10245	646		0		0		1	52			0	0		0																		
LK-5321005	627	50	678	1231	123	405	26		0		0		0	2			0	0		0																		
LK-5321010	350	28	379	687	69	226	14		0		0		0	1			0	0		0																		
LK-5321015	301	24	326	591	59	195	12		0		0		0	1			0	0		0																		
LK-5321020	601	48	651	1180	118	389	24		0		0		0	2			0	0		0																		
LK-5321025	397	32	430	780	78	257	16		0		0		0	1			0	0		0																		
LK-5321030	451	36	488	886	89	292	18		0		0		0	1			0	0		0																		
LK-5321035	370	30	401	727	73	239	15		0		0		0	1			0	0		0																		
LK-5321040	947	76	1025	1859	186	612	39		0		0		0	3			0	0		0																		
LK-5321045	542	43	586	1064	106	350	22		0		0		0	2			0	0		0																		
LK-5321050	367	29	398	722	72	237	15		0		0		0	1			0	0		0																		
LK-5321055	536	43	580	1053	105	347	22		0		0		0	2			0	0		0																		
LK-5321060	720	58	780	1414	142	466	29		0		0		0	2			0	0		0																		
LK-5321065	1901	154	2057	3732	374	1230	78		0		0		1	7			0	0		0																		
LK-5321070	361	29	390	708	71	233	14		0		0		0	1			0	0		0																		
LK-5321075	510	41	552	1001	100	330	21		0		0		0	2			0	0		0																		
LK-5321080	779	63	843	1530	153	504	32		0		0		0	3			0	0		0																		
LK-5321085	1075	87	1163	2110	212	695	44		0		0		0	4			0	0		0																		
