entity_id	valid	rejected	polled	electors	UNP	PA	TULF	JVP	SU	DLF	NLF	EPDP	USP	ULF	SLMK	SEP	SMBP	IND4	IND2	IND3	JSP	RJP	SLPF	IND1	SLNF
LK-5242045	495	42	538	691	224	219	0	43	0		3	0			0		0		0	0	0	0	0	0	
LK-5242050	491	42	533	685	222	217	0	43	0		3	0			0		0		0	0	0	0	0	0	
LK-5242055	280	24	304	391	127	124	0	24	0		2	0			0		0		0	0	0	0	0	0	
LK-5242060	316	27	343	442	143	140	0	27	0		2	0			0		0		0	0	0	0	0	0	
LK-5242065	625	33	659	799	65	95	197	5	0		2	23			0		0		0	0	0	0	0	0	
LK-5242070	765	65	830	1067	346	339	0	67	0		5	1			0		0		0	0	0	0	0	0	
LK-5242075	492	42	534	687	223	218	0	43	0		3	0			0		0		0	0	0	0	0	0	
LK-5242080	449	38	488	627	203	199	0	39	0		3	0			0		0		0	0	0	0	0	0	
LK-5242085	401	34	435	559	181	177	0	35	0		2	0			0		0		0	0	0	0	0	0	
LK-5242090	481	26	507	616	50	73	152	4	0		1	17			0		0		0	0	0	0	0	0	
LK-5242095	499	27	526	639	52	75	158	4	0		1	18			0		0		0	0	0	0	0	0	
LK-5242100	388	21	409	497	40	59	123	3	0		1	14			0		0		0	0	0	0	0	0	
LK-5242105	482	26	508	617	50	73	152	4	0		1	17			0		0		0	0	0	0	0	0	
LK-5242110	416	22	439	533	43	63	131	3	0		1	15			0		0		0	0	0	0	0	0	
LK-5242115	255	13	269	326	26	38	80	2	0		0	9			0		0		0	0	0	0	0	0	
LK-5242120	137	7	144	175	14	20	43	1	0		0	5			0		0		0	0	0	0	0	0	
LK-5242125	565	30	596	724	59	86	179	4	0		1	20			0		0		0	0	0	0	0	0	
LK-5242130	552	29	582	706	57	83	174	4	0		1	20			0		0		0	0	0	0	0	0	
LK-5242135	230	12	243	295	24	35	73	2	0		0	8			0		0		0	0	0	0	0	0	
LK-5242140	448	24	473	574	46	68	142	3	0		1	16			0		0		0	0	0	0	0	0	
LK-5242145	692	37	729	885	72	105	219	6	0		2	25			0		0		0	0	0	0	0	0	
LK-5242150	434	23	457	555	45	65	137	3	0		1	16			0		0		0	0	0	0	0	0	
LK-5242155	873	47	920	1117	91	132	276	7	0		3	32			0		0		0	0	0	0	0	0	
LK-5242160	572	31	603	732	59	86	181	5	0		1	21			0		0		0	0	0	0	0	0	
LK-5242165	285	15	301	365	29	43	90	2	0		0	10			0		0		0	0	0	0	0	0	
LK-5245	10917	581	11512	13974	1127	1648	3453	85	0		28	393			0		0		0	0	0	0	0	0	
LK-5245005	140	7	147	179	14	21	44	1	0		0	5			0		0		0	0	0	0	0	0	
LK-5245010	288	15	304	369	30	43	91	2	0		1	10			0		0		0	0	0	0	0	0	
LK-5245015	635	34	669	812	66	96	201	5	0		2	23			0		0		0	0	0	0	0	0	
LK-5245020	757	41	799	969	79	115	240	6	0		2	28			0		0		0	0	0	0	0	0	
LK-5245025	488	26	515	625	50	74	154	4	0		1	18			0		0		0	0	0	0	0	0	
LK-5245030	268	14	283	343	28	40	85	2	0		0	9			0		0		0	0	0	0	0	0	
LK-5245035	493	26	520	631	51	74	156	4	0		1	18			0		0		0	0	0	0	0	0	
LK-5245040	493	26	520	631	51	74	156	4	0		1	18			0		0		0	0	0	0	0	0	
LK-5245045	551	29	581	705	57	83	174	4	0		1	20			0		0		0	0	0	0	0	0	
LK-5245050	639	34	674	818	66	97	202	5	0		2	23			0		0		0	0	0	0	0	0	
LK-5245055	582	31	613	745	60	88	184	5	0		2	21			0		0		0	0	0	0	0	0	
LK-5245060	600	32	633	769	62	91	190	5	0		2	22			0		0		0	0	0	0	0	0	
LK-5245065	754	40	795	965	78	114	239	6	0		2	27			0		0		0	0	0	0	0	0	
LK-5245070	505	27	532	646	52	76	160	4	0		1	18			0		0		0	0	0	0	0	0	
LK-5245075	640	34	675	819	66	97	202	5	0		2	23			0		0		0	0	0	0	0	0	
LK-5245080	1348	73	1421	1725	140	204	427	11	0		4	49			0		0		0	0	0	0	0	0	
LK-5245085	160	8	169	205	16	24	50	1	0		0	5			0		0		0	0	0	0	0	0	
LK-5245090	43	2	46	55	4	6	13	0	0		0	1			0		0		0	0	0	0	0	0	
LK-5245095	887	48	935	1135	92	134	281	7	0		3	32			0		0		0	0	0	0	0	0	
LK-5245100	361	19	381	463	37	54	114	3	0		1	13			0		0		0	0	0	0	0	0	
LK-5245105	172	9	181	220	17	26	54	1	0		0	6			0		0		0	0	0	0	0	0	
LK-5245110	113	6	119	145	11	17	36	0	0		0	4			0		0		0	0	0	0	0	0	
LK-5248	14174	757	14949	18144	1469	2146	4482	111	0		39	512			0		0		0	0	0	0	0	0	
LK-5248005	316	17	333	404	32	48	100	2	0		1	11			0		0		0	0	0	0	0	0	
LK-5248010	540	29	570	692	56	82	171	4	0		1	20			0		0		0	0	0	0	0	0	
LK-5248015	949	51	1000	1214	99	144	300	8	0		3	35			0		0		0	0	0	0	0	0	
LK-5248020	670	36	706	858	69	101	212	5	0		2	24			0		0		0	0	0	0	0	0	
LK-5248025	305	16	322	391	31	46	96	2	0		1	11			0		0		0	0	0	0	0	0	
LK-5248030	586	31	618	750	61	89	185	5	0		2	21			0		0		0	0	0	0	0	0	
LK-5248035	1159	62	1222	1483	120	176	367	10	0		4	42			0		0		0	0	0	0	0	0	
LK-5248040	1033	55	1089	1322	107	157	327	9	0		3	38			0		0		0	0	0	0	0	0	
LK-5248050	472	25	497	604	49	71	149	4	0		1	17			0		0		0	0	0	0	0	0	
LK-5248055	454	24	479	582	47	69	144	3	0		1	16			0		0		0	0	0	0	0	0	
LK-5248060	424	23	448	543	44	64	134	3	0		1	15			0		0		0	0	0	0	0	0	
LK-5248065	650	35	686	832	67	98	206	5	0		2	24			0		0		0	0	0	0	0	0	
LK-5248070	212	11	224	272	22	32	67	1	0		0	7			0		0		0	0	0	0	0	0	
LK-5248075	428	23	452	548	44	65	135	3	0		1	15			0		0		0	0	0	0	0	0	
LK-5248080	490	26	517	627	51	74	155	4	0		1	18			0		0		0	0	0	0	0	0	
LK-5248085	520	28	548	665	54	79	164	4	0		1	19			0		0		0	0	0	0	0	0	
LK-5248090	1372	74	1447	1756	143	208	434	12	0		4	50			0		0		0	0	0	0	0	0	
LK-5248095	595	32	627	761	62	90	188	5	0		2	22			0		0		0	0	0	0	0	0	
LK-5248100	530	28	559	679	55	80	168	4	0		1	19			0		0		0	0	0	0	0	0	
LK-5248105	671	36	708	859	70	102	212	5	0		2	24			0		0		0	0	0	0	0	0	
LK-5248110	316	17	334	405	33	48	100	2	0		1	11			0		0		0	0	0	0	0	0	
LK-5248115	288	15	304	369	30	43	91	2	0		1	10			0		0		0	0	0	0	0	0	
LK-5248120	300	16	316	383	31	45	95	2	0		1	11			0		0		0	0	0	0	0	0	
LK-5248130	361	19	381	463	37	54	114	3	0		1	13			0		0		0	0	0	0	0	0	
LK-5248135	533	28	562	682	55	81	168	4	0		1	19			0		0		0	0	0	0	0	0	
LK-5251	3845	203	4058	4923	398	580	1215	26	0		8	137			0		0		0	0	0	0	0	0	
LK-5251005	167	9	176	214	17	25	53	1	0		0	6			0		0		0	0	0	0	0	0	
LK-5251010	249	13	263	319	26	37	79	2	0		0	9			0		0		0	0	0	0	0	0	
LK-5251015	335	18	354	429	35	51	106	2	0		1	12			0		0		0	0	0	0	0	0	
LK-5251020	251	13	265	321	26	38	79	2	0		0	9			0		0		0	0	0	0	0	0	
LK-5251025	335	18	354	429	35	51	106	2	0		1	12			0		0		0	0	0	0	0	0	
LK-5251030	294	15	310	377	30	44	93	2	0		1	10			0		0		0	0	0	0	0	0	
LK-5251035	182	9	192	233	19	27	57	1	0		0	6			0		0		0	0	0	0	0	0	
LK-5251040	331	17	349	423	34	50	104	2	0		1	12			0		0		0	0	0	0	0	0	
LK-5251045	332	18	350	425	34	50	105	2	0		1	12			0		0		0	0	0	0	0	0	
LK-5251050	287	15	303	368	30	43	91	2	0		1	10			0		0		0	0	0	0	0	0	
LK-5251055	560	30	591	717	58	85	177	4	0		1	20			0		0		0	0	0	0	0	0	
LK-5251060	522	28	551	668	54	79	165	4	0		1	19			0		0		0	0	0	0	0	0	
LK-53	154759	8129	162996	212171	60190	31078	54724	5540	105		486	1305			0			0	0	0	63		0	0	0
LK-5303	4639	240	4883	6939	1855	1707	544	433	11		27	4			0			0	0	0	1		0	0	0
LK-5303005	862	45	907	1289	345	318	101	81	2		5	1			0			0	0	0	1		0	0	0
LK-5303010	203	10	214	305	81	75	24	19	0		1	0			0			0	0	0	0		0	0	0
LK-5303015	249	13	262	372	99	91	29	23	0		1	0			0			0	0	0	0		0	0	0
LK-5303020	303	16	319	453	121	111	35	28	1		2	0			0			0	0	0	0		0	0	0
LK-5303025	373	19	392	558	149	137	44	35	1		2	0			0			0	0	0	0		0	0	0
LK-5303030	319	16	336	477	127	117	37	30	1		2	0			0			0	0	0	0		0	0	0
LK-5303035	516	27	543	772	207	190	61	48	1		3	1			0			0	0	0	0		0	0	0
LK-5303040	469	24	494	702	188	173	55	44	1		3	0			0			0	0	0	0		0	0	0
LK-5303045	647	34	681	967	259	238	76	60	2		4	1			0			0	0	0	0		0	0	0
LK-5303050	698	36	735	1044	279	257	82	65	2		4	1			0			0	0	0	0		0	0	0
LK-5306	14458	791	15265	20136	3592	1231	8808	400	1		24	288			0			0	0	0	7		0	0	0
LK-5306005	16	0	17	23	4	1	10	0	0		0	0			0			0	0	0	0		0	0	0
LK-5306010	751	41	793	1046	187	64	457	21	0		1	15			0			0	0	0	0		0	0	0
LK-5306015	978	54	1032	1362	243	84	596	27	0		2	20			0			0	0	0	1		0	0	0
LK-5306020	1733	96	1829	2412	431	148	1056	49	1		4	35			0			0	0	0	2		0	0	0
LK-5306025	1311	72	1384	1825	326	112	799	37	0		3	27			0			0	0	0	1		0	0	0
LK-5306030	278	15	294	388	69	23	169	7	0		0	5			0			0	0	0	0		0	0	0
LK-5306035	606	33	640	844	151	52	369	17	0		1	12			0			0	0	0	0		0	0	0
LK-5306040	199	11	211	278	49	17	121	5	0		0	4			0			0	0	0	0		0	0	0
LK-5306045	48	2	51	67	12	4	29	1	0		0	0			0			0	0	0	0		0	0	0
LK-5306050	298	16	315	416	74	25	182	8	0		0	6			0			0	0	0	0		0	0	0
LK-5306055	179	9	189	249	44	15	109	5	0		0	3			0			0	0	0	0		0	0	0
LK-5306060	77	4	81	107	19	6	47	2	0		0	1			0			0	0	0	0		0	0	0
LK-5306065	734	40	775	1022	182	63	447	20	0		1	15			0			0	0	0	0		0	0	0
LK-5306070	451	25	476	628	112	38	275	12	0		1	9			0			0	0	0	0		0	0	0
LK-5306075	287	15	303	400	71	24	175	8	0		0	5			0			0	0	0	0		0	0	0
LK-5306080	211	11	223	294	52	18	129	6	0		0	4			0			0	0	0	0		0	0	0
LK-5306085	1184	65	1250	1648	294	101	721	33	0		2	24			0			0	0	0	1		0	0	0
LK-5306090	413	23	436	576	103	35	252	11	0		0	8			0			0	0	0	0		0	0	0
LK-5306095	973	54	1027	1355	242	83	593	27	0		2	20			0			0	0	0	1		0	0	0
LK-5306100	759	42	801	1057	189	65	462	21	0		1	15			0			0	0	0	0		0	0	0
LK-5306105	644	35	680	897	160	55	392	18	0		1	13			0			0	0	0	0		0	0	0
LK-5306110	1320	73	1394	1838	328	113	804	37	0		3	27			0			0	0	0	1		0	0	0
LK-5306115	440	24	464	613	109	37	268	12	0		1	9			0			0	0	0	0		0	0	0
LK-5306120	568	31	600	791	141	48	346	16	0		1	11			0			0	0	0	0		0	0	0
LK-5309	2879	149	3032	4310	1151	1060	335	267	5		14	0			0			0	0	0	0		0	0	0
LK-5309005	396	20	417	593	158	146	46	37	1		2	0			0			0	0	0	0		0	0	0
LK-5309010	322	17	339	482	129	119	38	30	1		2	0			0			0	0	0	0		0	0	0
LK-5309015	404	21	425	604	161	149	47	38	1		2	0			0			0	0	0	0		0	0	0
LK-5309020	157	8	165	234	62	57	18	14	0		1	0			0			0	0	0	0		0	0	0
LK-5309025	427	22	450	639	171	157	50	40	1		2	0			0			0	0	0	0		0	0	0
LK-5309030	192	10	202	288	77	71	22	18	0		1	0			0			0	0	0	0		0	0	0
LK-5309035	389	20	410	583	156	143	46	36	1		2	0			0			0	0	0	0		0	0	0
LK-5309040	210	11	222	315	84	77	24	19	0		1	0			0			0	0	0	0		0	0	0
LK-5309045	97	5	102	146	39	36	11	9	0		0	0			0			0	0	0	0		0	0	0
LK-5309050	285	15	300	426	114	105	33	26	0		1	0			0			0	0	0	0		0	0	0
LK-5312	3110	160	3274	4651	1243	1143	362	287	6		16	2			0			0	0	0	0		0	0	0
LK-5312005	777	41	818	1162	311	286	91	73	2		5	1			0			0	0	0	0		0	0	0
LK-5312010	721	38	759	1078	289	266	85	67	2		4	1			0			0	0	0	0		0	0	0
LK-5312015	353	18	372	528	141	130	41	33	1		2	0			0			0	0	0	0		0	0	0
LK-5312020	337	17	355	504	135	124	39	31	1		2	0			0			0	0	0	0		0	0	0
LK-5312025	275	14	289	411	110	101	32	25	0		1	0			0			0	0	0	0		0	0	0
LK-5312030	218	11	229	326	87	80	25	20	0		1	0			0			0	0	0	0		0	0	0
LK-5312035	61	3	64	91	24	22	7	5	0		0	0			0			0	0	0	0		0	0	0
LK-5312040	191	10	201	286	76	70	22	18	0		1	0			0			0	0	0	0		0	0	0
LK-5312045	83	4	88	125	33	30	9	7	0		0	0			0			0	0	0	0		0	0	0
LK-5312050	94	4	99	140	37	34	11	8	0		0	0			0			0	0	0	0		0	0	0
LK-5315	42458	2341	44816	59104	10554	3631	25862	1188	5		80	857			0			0	0	0	34		0	0	0
LK-5315005	116	6	123	162	29	10	71	3	0		0	2			0			0	0	0	0		0	0	0
LK-5315010	0	0	0	0	0	0	0	0	0		0	0			0			0	0	0	0		0	0	0
LK-5315015	121	6	128	169	30	10	74	3	0		0	2			0			0	0	0	0		0	0	0
LK-5315020	576	32	608	802	143	49	351	16	0		1	11			0			0	0	0	0		0	0	0
LK-5315025	1016	56	1072	1414	252	87	619	28	0		2	21			0			0	0	0	1		0	0	0
LK-5315030	869	48	917	1209	216	74	529	24	0		2	17			0			0	0	0	1		0	0	0
LK-5315035	772	42	814	1074	192	66	470	21	0		1	15			0			0	0	0	0		0	0	0
LK-5315040	2988	166	3155	4160	743	256	1821	85	1		6	61			0			0	0	0	3		0	0	0
LK-5315045	851	47	898	1185	211	73	518	24	0		1	17			0			0	0	0	1		0	0	0
LK-5315050	156	8	165	217	38	13	95	4	0		0	3			0			0	0	0	0		0	0	0
LK-5315055	270	15	285	376	67	23	164	7	0		0	5			0			0	0	0	0		0	0	0
LK-5315060	1126	62	1188	1567	280	96	686	32	0		2	23			0			0	0	0	1		0	0	0
LK-5315065	860	47	907	1197	214	73	524	24	0		1	17			0			0	0	0	1		0	0	0
LK-5315070	734	40	774	1021	182	63	447	20	0		1	15			0			0	0	0	0		0	0	0
LK-5315075	912	50	963	1270	227	78	556	25	0		2	18			0			0	0	0	1		0	0	0
LK-5315080	1656	92	1748	2305	412	142	1009	47	0		3	34			0			0	0	0	2		0	0	0
LK-5315085	1832	101	1933	2550	456	157	1116	52	1		4	37			0			0	0	0	2		0	0	0
LK-5315090	490	27	517	682	122	42	298	13	0		1	10			0			0	0	0	0		0	0	0
LK-5315095	967	53	1021	1346	240	83	589	27	0		2	19			0			0	0	0	1		0	0	0
LK-5315100	1243	69	1313	1731	309	106	757	35	0		2	25			0			0	0	0	1		0	0	0
LK-5315105	1335	74	1410	1859	332	114	813	38	0		3	27			0			0	0	0	1		0	0	0
LK-5315110	1463	81	1544	2036	364	125	891	41	0		3	30			0			0	0	0	1		0	0	0
LK-5315115	551	30	582	767	137	47	336	15	0		1	11			0			0	0	0	0		0	0	0
LK-5315120	792	44	836	1102	197	68	482	22	0		1	16			0			0	0	0	0		0	0	0
LK-5315125	1699	94	1793	2365	422	146	1035	48	1		3	35			0			0	0	0	2		0	0	0
LK-5315130	1475	82	1557	2054	367	126	899	41	0		3	30			0			0	0	0	1		0	0	0
LK-5315135	984	54	1039	1370	245	84	599	28	0		2	20			0			0	0	0	1		0	0	0
LK-5315140	1440	80	1520	2005	358	123	877	40	0		3	29			0			0	0	0	1		0	0	0
LK-5315145	1385	76	1462	1928	344	119	843	39	0		3	28			0			0	0	0	1		0	0	0
LK-5315150	231	12	244	322	57	19	140	6	0		0	4			0			0	0	0	0		0	0	0
LK-5315155	533	29	562	742	132	45	324	15	0		1	11			0			0	0	0	0		0	0	0
LK-5315160	1177	65	1242	1638	293	101	717	33	0		2	24			0			0	0	0	1		0	0	0
LK-5315165	629	34	664	875	156	54	383	17	0		1	13			0			0	0	0	0		0	0	0
LK-5315170	1301	72	1374	1812	324	111	793	37	0		3	26			0			0	0	0	1		0	0	0
LK-5315175	748	41	790	1041	186	64	456	21	0		1	15			0			0	0	0	0		0	0	0
LK-5315180	2252	125	2377	3134	560	193	1372	64	1		5	46			0			0	0	0	2		0	0	0
LK-5315185	996	55	1051	1387	248	85	607	28	0		2	20			0			0	0	0	1		0	0	0
LK-5315190	899	50	949	1252	223	77	548	25	0		2	18			0			0	0	0	1		0	0	0
LK-5315195	1996	110	2107	2779	497	171	1216	56	1		4	41			0			0	0	0	2		0	0	0
LK-5315200	1092	60	1153	1520	271	93	665	31	0		2	22			0			0	0	0	1		0	0	0
LK-5315205	875	48	923	1218	217	75	533	24	0		2	18			0			0	0	0	1		0	0	0
LK-5315210	1050	58	1108	1461	261	90	639	29	0		2	21			0			0	0	0	1		0	0	0
LK-5318	9483	490	9976	12579	4336	2034	2724	232	5		31	45			0			0	0	0	4		0	0	0
LK-5318005	823	43	866	1231	330	303	97	77	2		5	1			0			0	0	0	1		0	0	0
LK-5318010	344	19	363	479	85	29	209	9	0		0	7			0			0	0	0	0		0	0	0
LK-5318015	502	27	530	699	125	43	306	14	0		1	10			0			0	0	0	0		0	0	0
LK-5318020	544	30	574	758	135	46	331	15	0		1	11			0			0	0	0	0		0	0	0
LK-5318025	1334	68	1402	1678	704	267	344	4	0		4	2			0			0	0	0	0		0	0	0
LK-5318030	1966	100	2066	2472	1038	394	507	5	0		6	4			0			0	0	0	1		0	0	0
LK-5318035	153	8	162	214	38	13	93	4	0		0	3			0			0	0	0	0		0	0	0
LK-5318040	599	30	630	754	316	120	154	1	0		1	1			0			0	0	0	0		0	0	0
LK-5318045	1599	81	1680	2010	844	320	412	4	0		5	3			0			0	0	0	1		0	0	0
LK-5318050	1042	55	1097	1558	417	384	123	98	3		7	2			0			0	0	0	1		0	0	0
LK-5318060	577	29	606	726	304	115	148	1	0		1	1			0			0	0	0	0		0	0	0
LK-5321	18275	954	19241	27339	7319	6733	2152	1712	52		113	25			0			0	0	0	11		0	0	0
LK-5321005	723	38	761	1082	290	266	85	68	2		4	1			0			0	0	0	0		0	0	0
LK-5321010	404	21	425	604	161	149	47	38	1		2	0			0			0	0	0	0		0	0	0
LK-5321015	347	18	366	520	139	128	41	32	1		2	0			0			0	0	0	0		0	0	0
LK-5321020	693	36	730	1037	278	255	82	65	2		4	1			0			0	0	0	0		0	0	0
LK-5321025	458	24	482	686	183	169	54	43	1		3	0			0			0	0	0	0		0	0	0
LK-5321030	521	27	548	779	208	192	61	49	1		3	1			0			0	0	0	0		0	0	0
LK-5321035	427	22	450	639	171	157	50	40	1		2	0			0			0	0	0	0		0	0	0
LK-5321040	1092	57	1150	1634	438	403	129	102	3		7	2			0			0	0	0	1		0	0	0
LK-5321045	625	33	658	935	250	230	73	58	2		4	1			0			0	0	0	0		0	0	0
LK-5321050	424	22	446	634	170	156	50	39	1		2	0			0			0	0	0	0		0	0	0
LK-5321055	619	32	652	926	248	228	73	58	2		4	1			0			0	0	0	0		0	0	0
LK-5321060	831	43	875	1243	333	306	98	78	2		5	1			0			0	0	0	1		0	0	0
LK-5321065	2193	115	2309	3280	879	808	259	206	7		15	4			0			0	0	0	2		0	0	0
LK-5321070	416	21	438	622	166	153	49	39	1		2	0			0			0	0	0	0		0	0	0
LK-5321075	588	31	619	880	235	217	69	55	2		4	1			0			0	0	0	0		0	0	0
LK-5321080	899	47	946	1345	360	331	106	84	3		6	1			0			0	0	0	1		0	0	0
LK-5321085	1240	65	1306	1855	497	457	146	116	4		8	2			0			0	0	0	1		0	0	0
LK-5321090	1097	57	1155	1641	439	404	129	103	3		7	2			0			0	0	0	1		0	0	0
LK-5321095	1220	64	1285	1825	489	450	144	114	4		8	2			0			0	0	0	1		0	0	0
LK-5321100	1266	66	1333	1894	507	467	149	119	4		8	2			0			0	0	0	1		0	0	0
LK-5321105	840	44	884	1256	336	309	99	79	2		5	1			0			0	0	0	1		0	0	0
LK-5321110	1140	60	1200	1705	457	420	134	107	3		7	2			0			0	0	0	1		0	0	0
LK-5321115	212	11	223	317	85	78	25	20	0		1	0			0			0	0	0	0		0	0	0
LK-5324	26766	1350	28131	33663	14130	5359	6892	62	0		71	45			0			0	0	0	3		0	0	0
LK-5324005	1438	73	1512	1809	759	288	371	4	0		4	3			0			0	0	0	1		0	0	0
LK-5324010	378	19	397	475	199	75	97	1	0		1	0			0			0	0	0	0		0	0	0
LK-5324015	1078	54	1133	1356	569	216	278	3	0		3	2			0			0	0	0	0		0	0	0
LK-5324020	637	32	670	802	336	128	164	1	0		2	1			0			0	0	0	0		0	0	0
LK-5324025	255	13	268	321	134	51	65	0	0		0	0			0			0	0	0	0		0	0	0
LK-5324030	1178	60	1238	1481	622	236	303	3	0		3	2			0			0	0	0	0		0	0	0
LK-5324035	1306	66	1373	1642	690	262	336	3	0		4	2			0			0	0	0	0		0	0	0
LK-5324040	1049	53	1102	1319	554	210	270	3	0		3	2			0			0	0	0	0		0	0	0
LK-5324045	1315	67	1382	1653	694	263	339	3	0		4	2			0			0	0	0	0		0	0	0
LK-5324050	493	25	518	620	260	99	127	1	0		1	1			0			0	0	0	0		0	0	0
LK-5324055	575	29	604	723	303	115	148	1	0		1	1			0			0	0	0	0		0	0	0
LK-5324060	223	11	234	280	118	44	57	0	0		0	0			0			0	0	0	0		0	0	0
LK-5324065	901	45	947	1133	476	180	232	2	0		2	2			0			0	0	0	0		0	0	0
LK-5324070	976	49	1026	1228	516	196	251	2	0		3	2			0			0	0	0	0		0	0	0
LK-5324075	1718	87	1806	2161	907	344	443	5	0		5	3			0			0	0	0	1		0	0	0
LK-5324080	993	50	1043	1248	524	199	256	2	0		3	2			0			0	0	0	0		0	0	0
LK-5324085	909	46	955	1143	480	182	234	2	0		2	2			0			0	0	0	0		0	0	0
LK-5324090	547	27	575	688	288	109	141	1	0		1	1			0			0	0	0	0		0	0	0
LK-5324095	661	33	695	832	349	132	170	1	0		2	1			0			0	0	0	0		0	0	0
LK-5324100	569	29	598	716	301	114	147	1	0		1	1			0			0	0	0	0		0	0	0
LK-5324105	604	30	635	760	319	121	155	1	0		1	1			0			0	0	0	0		0	0	0
LK-5324110	820	41	862	1031	433	164	211	2	0		2	1			0			0	0	0	0		0	0	0
LK-5324115	2171	110	2281	2730	1146	435	560	6	0		7	4			0			0	0	0	1		0	0	0
LK-5324120	986	50	1037	1241	521	198	254	2	0		3	2			0			0	0	0	0		0	0	0
LK-5324125	538	27	565	676	284	107	138	1	0		1	1			0			0	0	0	0		0	0	0
LK-5324130	1227	62	1290	1543	648	246	316	3	0		4	2			0			0	0	0	0		0	0	0
LK-5324135	819	41	860	1029	432	164	211	2	0		2	1			0			0	0	0	0		0	0	0
LK-5324140	683	34	718	860	361	137	176	2	0		2	1			0			0	0	0	0		0	0	0
LK-5324145	828	42	870	1041	437	166	213	2	0		2	1			0			0	0	0	0		0	0	0
LK-5324150	843	43	886	1061	445	169	217	2	0		2	1			0			0	0	0	0		0	0	0
LK-5324155	48	2	51	61	25	9	12	0	0		0	0			0			0	0	0	0		0	0	0
LK-5327	22921	1149	24091	28830	12099	4584	5901	53	0		55	32			0			0	0	0	1		0	0	0
LK-5327005	0	0	0	0	0	0	0	0	0		0	0			0			0	0	0	0		0	0	0
LK-5327010	0	0	0	0	0	0	0	0	0		0	0			0			0	0	0	0		0	0	0
LK-5327015	132	6	138	166	69	26	34	0	0		0	0			0			0	0	0	0		0	0	0
LK-5327020	0	0	0	1	0	0	0	0	0		0	0			0			0	0	0	0		0	0	0
LK-5327025	613	31	645	771	324	123	158	1	0		2	1			0			0	0	0	0		0	0	0
LK-5327030	683	34	718	860	361	137	176	2	0		2	1			0			0	0	0	0		0	0	0
LK-5327035	895	45	941	1126	473	179	231	2	0		2	1			0			0	0	0	0		0	0	0
LK-5327040	1396	71	1467	1756	737	280	360	4	0		4	3			0			0	0	0	1		0	0	0
LK-5327045	1025	52	1077	1288	541	205	264	3	0		3	2			0			0	0	0	0		0	0	0
LK-5327050	479	24	503	602	253	96	123	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327055	235	11	247	296	124	47	60	0	0		0	0			0			0	0	0	0		0	0	0
LK-5327060	404	20	424	508	213	81	104	1	0		1	0			0			0	0	0	0		0	0	0
LK-5327065	412	20	433	518	217	82	106	1	0		1	0			0			0	0	0	0		0	0	0
LK-5327070	596	30	627	750	315	119	153	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327075	1045	53	1099	1315	552	209	269	3	0		3	2			0			0	0	0	0		0	0	0
LK-5327080	1128	57	1186	1419	596	226	291	3	0		3	2			0			0	0	0	0		0	0	0
LK-5327085	669	34	703	841	353	134	172	2	0		2	1			0			0	0	0	0		0	0	0
LK-5327090	682	34	717	858	360	137	176	2	0		2	1			0			0	0	0	0		0	0	0
LK-5327095	1173	59	1233	1476	620	235	302	3	0		3	2			0			0	0	0	0		0	0	0
LK-5327100	736	37	773	925	388	147	189	2	0		2	1			0			0	0	0	0		0	0	0
LK-5327105	696	35	731	875	367	139	179	2	0		2	1			0			0	0	0	0		0	0	0
LK-5327110	797	40	838	1003	421	160	205	2	0		2	1			0			0	0	0	0		0	0	0
LK-5327115	462	23	486	581	244	92	119	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327120	601	30	631	755	317	120	155	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327125	368	18	387	463	194	73	95	1	0		1	0			0			0	0	0	0		0	0	0
LK-5327130	356	18	375	448	188	71	92	1	0		1	0			0			0	0	0	0		0	0	0
LK-5327135	827	42	869	1040	436	166	213	2	0		2	1			0			0	0	0	0		0	0	0
LK-5327140	783	39	823	985	413	157	202	2	0		2	1			0			0	0	0	0		0	0	0
LK-5327145	540	27	568	680	285	108	139	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327150	621	31	653	781	328	124	160	1	0		2	1			0			0	0	0	0		0	0	0
LK-5327155	417	21	439	525	220	83	107	1	0		1	0			0			0	0	0	0		0	0	0
LK-5327160	460	23	484	579	243	92	118	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327165	527	26	554	663	278	105	136	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327170	226	11	237	284	119	45	58	0	0		0	0			0			0	0	0	0		0	0	0
LK-5327175	519	26	545	653	274	104	133	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327180	291	14	306	366	154	58	75	0	0		0	0			0			0	0	0	0		0	0	0
LK-5327190	392	20	412	493	207	78	101	1	0		1	0			0			0	0	0	0		0	0	0
LK-5327195	517	26	543	650	273	103	133	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327200	562	28	590	706	296	112	144	1	0		1	1			0			0	0	0	0		0	0	0
LK-5327205	295	15	310	371	156	59	76	0	0		0	0			0			0	0	0	0		0	0	0
LK-5327210	361	18	379	453	190	72	93	1	0		1	0			0			0	0	0	0		0	0	0
LK-5330	5318	274	5598	7958	2129	1956	622	491	10		29	2			0			0	0	0	2		0	0	0
