entity_id	valid	rejected	polled	electors	UNP	PA	SU	ACTC	NUA	JVP	CWC	NLF	NPP	PP	TLP	SLMK	SMBP	IG3	ULF	MULF	SEP	IG2	DUNF	IG4	IG5	PFF	RJP	IG1	SLPF
LK-3124250	0	0	0	0	325	418	2			54		3		0	0	0	0		0			0	0			0		0	0
LK-3124255	0	0	0	0	189	244	1			32		1		0	0	0	0		0			0	0			0		0	0
LK-3124260	0	0	0	0	243	313	1			41		2		0	0	0	0		0			0	0			0		0	0
LK-3124265	0	0	0	0	144	186	1			24		1		0	0	0	0		0			0	0			0		0	0
LK-3127	0	0	0	0	14338	18954	175			2486		197		0	0	0	0		5			39	0			0		0	0
LK-3127005	0	0	0	0	181	220	3			36		2		0	0	0	0		0			0	0			0		0	0
LK-3127010	0	0	0	0	546	663	11			110		8		0	0	0	0		1			2	0			0		0	0
LK-3127015	0	0	0	0	153	184	2			38		2		0	0	0	0		0			0	0			0		0	0
LK-3127020	0	0	0	0	207	280	2			34		3		0	0	0	0		0			1	0			0		0	0
LK-3127025	0	0	0	0	173	234	2			28		2		0	0	0	0		0			0	0			0		0	0
LK-3127030	0	0	0	0	139	188	1			23		2		0	0	0	0		0			0	0			0		0	0
LK-3127035	0	0	0	0	127	172	1			21		2		0	0	0	0		0			0	0			0		0	0
LK-3127040	0	0	0	0	213	288	2			35		3		0	0	0	0		0			1	0			0		0	0
LK-3127045	0	0	0	0	203	274	2			33		3		0	0	0	0		0			1	0			0		0	0
LK-3127050	0	0	0	0	173	234	2			28		2		0	0	0	0		0			0	0			0		0	0
LK-3127055	0	0	0	0	112	151	1			18		1		0	0	0	0		0			0	0			0		0	0
LK-3127060	0	0	0	0	468	633	6			78		7		0	0	0	0		1			2	0			0		0	0
LK-3127065	0	0	0	0	201	272	2			33		3		0	0	0	0		0			1	0			0		0	0
LK-3127070	0	0	0	0	125	152	2			25		1		0	0	0	0		0			0	0			0		0	0
LK-3127075	0	0	0	0	100	122	2			20		1		0	0	0	0		0			0	0			0		0	0
LK-3127080	0	0	0	0	150	182	3			30		2		0	0	0	0		0			0	0			0		0	0
LK-3127085	0	0	0	0	113	137	2			22		1		0	0	0	0		0			0	0			0		0	0
LK-3127090	0	0	0	0	118	143	2			23		1		0	0	0	0		0			0	0			0		0	0
LK-3127095	0	0	0	0	188	255	2			31		3		0	0	0	0		0			1	0			0		0	0
LK-3127100	0	0	0	0	138	187	1			23		2		0	0	0	0		0			0	0			0		0	0
LK-3127105	0	0	0	0	149	202	1			25		2		0	0	0	0		0			0	0			0		0	0
LK-3127110	0	0	0	0	231	313	3			38		3		0	0	0	0		0			1	0			0		0	0
LK-3127115	0	0	0	0	259	351	3			43		4		0	0	0	0		0			1	0			0		0	0
LK-3127120	0	0	0	0	194	262	2			32		3		0	0	0	0		0			1	0			0		0	0
LK-3127125	0	0	0	0	133	180	1			22		2		0	0	0	0		0			0	0			0		0	0
LK-3127130	0	0	0	0	220	298	2			36		3		0	0	0	0		0			1	0			0		0	0
LK-3127135	0	0	0	0	96	130	1			16		1		0	0	0	0		0			0	0			0		0	0
LK-3127140	0	0	0	0	89	120	1			14		1		0	0	0	0		0			0	0			0		0	0
LK-3127145	0	0	0	0	346	469	4			57		5		0	0	0	0		1			1	0			0		0	0
LK-3127150	0	0	0	0	201	272	2			33		3		0	0	0	0		0			1	0			0		0	0
LK-3127155	0	0	0	0	152	206	1			25		2		0	0	0	0		0			0	0			0		0	0
LK-3127160	0	0	0	0	155	189	3			31		2		0	0	0	0		0			0	0			0		0	0
LK-3127165	0	0	0	0	306	371	6			61		4		0	0	0	0		0			1	0			0		0	0
LK-3127170	0	0	0	0	216	262	4			43		3		0	0	0	0		0			0	0			0		0	0
LK-3127175	0	0	0	0	88	107	1			17		1		0	0	0	0		0			0	0			0		0	0
LK-3127180	0	0	0	0	225	273	4			45		3		0	0	0	0		0			0	0			0		0	0
LK-3127185	0	0	0	0	287	388	3			48		4		0	0	0	0		0			1	0			0		0	0
LK-3127190	0	0	0	0	272	368	3			45		4		0	0	0	0		0			1	0			0		0	0
LK-3127195	0	0	0	0	290	392	3			48		4		0	0	0	0		0			1	0			0		0	0
LK-3127200	0	0	0	0	192	259	2			32		3		0	0	0	0		0			1	0			0		0	0
LK-3127205	0	0	0	0	119	162	1			20		1		0	0	0	0		0			0	0			0		0	0
LK-3127210	0	0	0	0	253	343	3			42		4		0	0	0	0		0			1	0			0		0	0
LK-3127215	0	0	0	0	239	324	3			40		3		0	0	0	0		0			1	0			0		0	0
LK-3127220	0	0	0	0	130	176	1			21		2		0	0	0	0		0			0	0			0		0	0
LK-3127225	0	0	0	0	227	307	2			38		3		0	0	0	0		0			1	0			0		0	0
LK-3127230	0	0	0	0	228	309	2			38		3		0	0	0	0		0			1	0			0		0	0
LK-3127235	0	0	0	0	173	235	2			29		2		0	0	0	0		0			0	0			0		0	0
LK-3127240	0	0	0	0	250	338	3			41		4		0	0	0	0		0			1	0			0		0	0
LK-3127245	0	0	0	0	111	151	1			18		1		0	0	0	0		0			0	0			0		0	0
LK-3127250	0	0	0	0	115	155	1			19		1		0	0	0	0		0			0	0			0		0	0
LK-3127255	0	0	0	0	391	529	5			65		6		0	0	0	0		1			2	0			0		0	0
LK-3127260	0	0	0	0	212	287	2			35		3		0	0	0	0		0			1	0			0		0	0
LK-3127265	0	0	0	0	166	225	2			27		2		0	0	0	0		0			0	0			0		0	0
LK-3127270	0	0	0	0	212	257	4			42		3		0	0	0	0		0			0	0			0		0	0
LK-3127275	0	0	0	0	114	138	2			23		1		0	0	0	0		0			0	0			0		0	0
LK-3127280	0	0	0	0	91	110	1			18		1		0	0	0	0		0			0	0			0		0	0
LK-3127285	0	0	0	0	174	211	3			35		2		0	0	0	0		0			0	0			0		0	0
LK-3127290	0	0	0	0	221	299	2			37		3		0	0	0	0		0			1	0			0		0	0
LK-3127295	0	0	0	0	150	182	3			30		2		0	0	0	0		0			0	0			0		0	0
LK-3127300	0	0	0	0	314	425	4			52		5		0	0	0	0		0			1	0			0		0	0
LK-3127305	0	0	0	0	215	291	2			36		3		0	0	0	0		0			1	0			0		0	0
LK-3127310	0	0	0	0	219	296	2			36		3		0	0	0	0		0			1	0			0		0	0
LK-3127315	0	0	0	0	136	184	1			22		2		0	0	0	0		0			0	0			0		0	0
LK-3127320	0	0	0	0	380	514	4			63		6		0	0	0	0		1			2	0			0		0	0
LK-3127325	0	0	0	0	265	358	3			44		4		0	0	0	0		0			1	0			0		0	0
LK-3127330	0	0	0	0	161	218	2			26		2		0	0	0	0		0			0	0			0		0	0
LK-3127335	0	0	0	0	237	321	3			39		3		0	0	0	0		0			1	0			0		0	0
LK-3127340	0	0	0	0	278	377	3			46		4		0	0	0	0		0			1	0			0		0	0
LK-3127345	0	0	0	0	323	437	4			54		5		0	0	0	0		0			1	0			0		0	0
LK-3127350	0	0	0	0	305	412	3			50		5		0	0	0	0		0			1	0			0		0	0
LK-3130	0	0	0	0	5528	6650	68			1362		69		1	0	0	0		7			13	0			0		0	0
LK-3130005	0	0	0	0	398	479	5			98		5		0	0	0	0		1			1	0			0		0	0
LK-3130010	0	0	0	0	317	381	4			78		4		0	0	0	0		1			1	0			0		0	0
LK-3130015	0	0	0	0	224	270	3			55		3		0	0	0	0		0			0	0			0		0	0
LK-3130020	0	0	0	0	229	276	3			56		3		0	0	0	0		0			0	0			0		0	0
LK-3130025	0	0	0	0	145	174	2			35		2		0	0	0	0		0			0	0			0		0	0
LK-3130030	0	0	0	0	201	242	2			50		2		0	0	0	0		0			0	0			0		0	0
LK-3130035	0	0	0	0	321	386	4			79		4		0	0	0	0		1			1	0			0		0	0
LK-3130040	0	0	0	0	276	332	3			68		3		0	0	0	0		0			1	0			0		0	0
LK-3130045	0	0	0	0	286	344	4			71		4		0	0	0	0		0			1	0			0		0	0
LK-3130050	0	0	0	0	671	807	9			166		9		1	0	0	0		2			2	0			0		0	0
LK-3130055	0	0	0	0	249	299	3			61		3		0	0	0	0		0			1	0			0		0	0
LK-3130060	0	0	0	0	281	338	3			69		4		0	0	0	0		0			1	0			0		0	0
LK-3130065	0	0	0	0	267	322	3			66		3		0	0	0	0		0			1	0			0		0	0
LK-3130070	0	0	0	0	372	447	5			92		5		0	0	0	0		1			1	0			0		0	0
LK-3130075	0	0	0	0	374	450	5			92		5		0	0	0	0		1			1	0			0		0	0
LK-3130080	0	0	0	0	113	135	1			28		1		0	0	0	0		0			0	0			0		0	0
LK-3130085	0	0	0	0	196	236	2			48		2		0	0	0	0		0			0	0			0		0	0
LK-3130090	0	0	0	0	259	312	3			64		3		0	0	0	0		0			1	0			0		0	0
LK-3130095	0	0	0	0	151	182	2			37		2		0	0	0	0		0			0	0			0		0	0
LK-3130100	0	0	0	0	198	238	2			49		2		0	0	0	0		0			0	0			0		0	0
LK-3133	0	0	0	0	11623	14111	235			2336		152		1	0	0	0		9			28	1			0		0	0
LK-3133005	0	0	0	0	231	280	5			46		3		0	0	0	0		0			0	0			0		0	0
LK-3133010	0	0	0	0	398	483	8			80		5		0	0	0	0		1			1	0			0		0	0
LK-3133015	0	0	0	0	262	318	5			52		3		0	0	0	0		0			0	0			0		0	0
LK-3133020	0	0	0	0	274	333	5			55		4		0	0	0	0		0			1	0			0		0	0
LK-3133025	0	0	0	0	138	168	3			28		2		0	0	0	0		0			0	0			0		0	0
LK-3133030	0	0	0	0	348	422	7			70		5		0	0	0	0		0			1	0			0		0	0
LK-3133035	0	0	0	0	302	366	6			61		4		0	0	0	0		0			1	0			0		0	0
LK-3133040	0	0	0	0	504	613	10			102		7		0	0	0	0		1			1	0			0		0	0
LK-3133045	0	0	0	0	609	739	13			123		8		0	0	0	0		1			2	0			0		0	0
LK-3133050	0	0	0	0	209	254	4			42		3		0	0	0	0		0			0	0			0		0	0
LK-3133055	0	0	0	0	860	1044	18			173		12		1	0	0	0		2			3	1			0		0	0
LK-3133060	0	0	0	0	268	326	5			54		3		0	0	0	0		0			1	0			0		0	0
LK-3133065	0	0	0	0	437	531	9			88		6		0	0	0	0		1			1	0			0		0	0
LK-3133070	0	0	0	0	334	405	7			67		4		0	0	0	0		0			1	0			0		0	0
LK-3133075	0	0	0	0	317	386	6			64		4		0	0	0	0		0			1	0			0		0	0
LK-3133080	0	0	0	0	326	396	7			66		4		0	0	0	0		0			1	0			0		0	0
LK-3133085	0	0	0	0	326	395	7			65		4		0	0	0	0		0			1	0			0		0	0
LK-3133090	0	0	0	0	311	377	6			62		4		0	0	0	0		0			1	0			0		0	0
LK-3133095	0	0	0	0	291	353	6			58		4		0	0	0	0		0			1	0			0		0	0
LK-3133100	0	0	0	0	369	448	7			74		5		0	0	0	0		0			1	0			0		0	0
LK-3133105	0	0	0	0	258	313	5			52		3		0	0	0	0		0			0	0			0		0	0
LK-3133110	0	0	0	0	277	337	6			56		4		0	0	0	0		0			1	0			0		0	0
LK-3133115	0	0	0	0	284	345	6			57		4		0	0	0	0		0			1	0			0		0	0
LK-3133120	0	0	0	0	249	302	5			50		3		0	0	0	0		0			0	0			0		0	0
LK-3133125	0	0	0	0	417	506	9			84		6		0	0	0	0		1			1	0			0		0	0
LK-3133130	0	0	0	0	391	474	8			79		5		0	0	0	0		1			1	0			0		0	0
LK-3133135	0	0	0	0	328	398	7			66		4		0	0	0	0		0			1	0			0		0	0
LK-3133140	0	0	0	0	268	326	5			54		3		0	0	0	0		0			1	0			0		0	0
LK-3133145	0	0	0	0	246	298	5			49		3		0	0	0	0		0			0	0			0		0	0
LK-3133150	0	0	0	0	275	334	5			55		4		0	0	0	0		0			1	0			0		0	0
LK-3133155	0	0	0	0	142	172	3			28		2		0	0	0	0		0			0	0			0		0	0
LK-3133160	0	0	0	0	332	403	7			67		4		0	0	0	0		0			1	0			0		0	0
LK-3133165	0	0	0	0	242	295	5			49		3		0	0	0	0		0			0	0			0		0	0
LK-3133170	0	0	0	0	449	545	9			90		6		0	0	0	0		1			1	0			0		0	0
LK-3133175	0	0	0	0	179	218	3			36		2		0	0	0	0		0			0	0			0		0	0
LK-3133180	0	0	0	0	172	208	3			34		2		0	0	0	0		0			0	0			0		0	0
LK-3134	0	0	0	0	4403	5407	85			888		54		1	0	0	0		0			7	0			0		0	0
LK-3134005	0	0	0	0	131	160	2			26		1		0	0	0	0		0			0	0			0		0	0
LK-3134010	0	0	0	0	299	363	6			60		4		0	0	0	0		0			1	0			0		0	0
LK-3134015	0	0	0	0	111	135	2			22		1		0	0	0	0		0			0	0			0		0	0
LK-3134020	0	0	0	0	221	269	4			44		3		0	0	0	0		0			0	0			0		0	0
LK-3134025	0	0	0	0	68	82	1			13		1		0	0	0	0		0			0	0			0		0	0
LK-3134030	0	0	0	0	239	290	5			48		3		0	0	0	0		0			0	0			0		0	0
LK-3134035	0	0	0	0	178	217	3			36		2		0	0	0	0		0			0	0			0		0	0
LK-3134040	0	0	0	0	229	278	4			46		3		0	0	0	0		0			0	0			0		0	0
LK-3134045	0	0	0	0	269	327	5			54		3		0	0	0	0		0			1	0			0		0	0
LK-3134050	0	0	0	0	226	275	4			45		3		0	0	0	0		0			0	0			0		0	0
LK-3134055	0	0	0	0	375	456	8			75		5		0	0	0	0		0			1	0			0		0	0
LK-3134060	0	0	0	0	327	397	7			66		4		0	0	0	0		0			1	0			0		0	0
LK-3134065	0	0	0	0	114	139	2			23		1		0	0	0	0		0			0	0			0		0	0
LK-3134070	0	0	0	0	272	331	5			55		4		0	0	0	0		0			1	0			0		0	0
LK-3134075	0	0	0	0	462	618	10			99		5		1	0	0	0		0			1	0			0		0	0
LK-3134080	0	0	0	0	205	249	4			41		3		0	0	0	0		0			0	0			0		0	0
LK-3134085	0	0	0	0	266	323	5			53		3		0	0	0	0		0			0	0			0		0	0
LK-3134090	0	0	0	0	323	392	7			65		4		0	0	0	0		0			1	0			0		0	0
LK-3134095	0	0	0	0	88	106	1			17		1		0	0	0	0		0			0	0			0		0	0
LK-3136	0	0	0	0	19402	25953	402			4132		192		27	0	0	0		1			9	0			0		0	0
LK-3136005	0	0	0	0	187	250	4			40		2		0	0	0	0		0			0	0			0		0	0
LK-3136010	0	0	0	0	118	157	2			25		1		0	0	0	0		0			0	0			0		0	0
LK-3136015	0	0	0	0	235	315	5			50		2		0	0	0	0		0			0	0			0		0	0
LK-3136020	0	0	0	0	70	93	1			15		0		0	0	0	0		0			0	0			0		0	0
LK-3136025	0	0	0	0	365	488	8			78		4		1	0	0	0		0			1	0			0		0	0
LK-3136030	0	0	0	0	135	181	3			29		1		0	0	0	0		0			0	0			0		0	0
LK-3136035	0	0	0	0	502	671	11			107		6		2	0	0	0		0			1	0			0		0	0
LK-3136040	0	0	0	0	140	187	3			30		1		0	0	0	0		0			0	0			0		0	0
LK-3136045	0	0	0	0	141	189	3			30		1		0	0	0	0		0			0	0			0		0	0
LK-3136050	0	0	0	0	244	326	5			52		3		0	0	0	0		0			0	0			0		0	0
LK-3136055	0	0	0	0	312	418	7			67		3		1	0	0	0		0			0	0			0		0	0
LK-3136060	0	0	0	0	211	282	4			45		2		0	0	0	0		0			0	0			0		0	0
LK-3136065	0	0	0	0	189	253	4			40		2		0	0	0	0		0			0	0			0		0	0
LK-3136070	0	0	0	0	170	227	3			36		2		0	0	0	0		0			0	0			0		0	0
LK-3136075	0	0	0	0	145	194	3			31		1		0	0	0	0		0			0	0			0		0	0
LK-3136080	0	0	0	0	171	229	3			36		2		0	0	0	0		0			0	0			0		0	0
LK-3136085	0	0	0	0	58	77	1			12		0		0	0	0	0		0			0	0			0		0	0
LK-3136090	0	0	0	0	57	76	1			12		0		0	0	0	0		0			0	0			0		0	0
LK-3136095	0	0	0	0	94	126	2			20		1		0	0	0	0		0			0	0			0		0	0
LK-3136100	0	0	0	0	99	132	2			21		1		0	0	0	0		0			0	0			0		0	0
LK-3136105	0	0	0	0	285	381	6			61		3		1	0	0	0		0			0	0			0		0	0
LK-3136110	0	0	0	0	178	238	4			38		2		0	0	0	0		0			0	0			0		0	0
LK-3136115	0	0	0	0	92	123	2			19		1		0	0	0	0		0			0	0			0		0	0
LK-3136120	0	0	0	0	62	83	1			13		0		0	0	0	0		0			0	0			0		0	0
LK-3136125	0	0	0	0	58	78	1			12		0		0	0	0	0		0			0	0			0		0	0
LK-3136130	0	0	0	0	74	100	1			16		0		0	0	0	0		0			0	0			0		0	0
LK-3136135	0	0	0	0	98	131	2			21		1		0	0	0	0		0			0	0			0		0	0
LK-3136140	0	0	0	0	193	258	4			41		2		0	0	0	0		0			0	0			0		0	0
LK-3136145	0	0	0	0	109	146	2			23		1		0	0	0	0		0			0	0			0		0	0
LK-3136150	0	0	0	0	40	54	0			8		0		0	0	0	0		0			0	0			0		0	0
LK-3136155	0	0	0	0	80	107	1			17		1		0	0	0	0		0			0	0			0		0	0
LK-3136160	0	0	0	0	123	164	2			26		1		0	0	0	0		0			0	0			0		0	0
LK-3136165	0	0	0	0	345	462	7			74		4		1	0	0	0		0			0	0			0		0	0
LK-3136170	0	0	0	0	286	382	6			61		3		1	0	0	0		0			0	0			0		0	0
LK-3136175	0	0	0	0	369	493	8			79		4		1	0	0	0		0			1	0			0		0	0
LK-3136180	0	0	0	0	144	193	3			31		1		0	0	0	0		0			0	0			0		0	0
LK-3136185	0	0	0	0	76	102	1			16		0		0	0	0	0		0			0	0			0		0	0
LK-3136190	0	0	0	0	205	275	4			44		2		0	0	0	0		0			0	0			0		0	0
LK-3136195	0	0	0	0	238	318	5			51		2		0	0	0	0		0			0	0			0		0	0
LK-3136200	0	0	0	0	219	293	5			47		2		0	0	0	0		0			0	0			0		0	0
LK-3136205	0	0	0	0	97	130	2			20		1		0	0	0	0		0			0	0			0		0	0
LK-3136210	0	0	0	0	129	173	2			27		1		0	0	0	0		0			0	0			0		0	0
LK-3136215	0	0	0	0	273	366	6			58		3		1	0	0	0		0			0	0			0		0	0
LK-3136220	0	0	0	0	107	143	2			23		1		0	0	0	0		0			0	0			0		0	0
LK-3136225	0	0	0	0	236	316	5			50		2		0	0	0	0		0			0	0			0		0	0
LK-3136230	0	0	0	0	247	330	5			53		3		1	0	0	0		0			0	0			0		0	0
LK-3136235	0	0	0	0	142	190	3			30		1		0	0	0	0		0			0	0			0		0	0
LK-3136240	0	0	0	0	132	176	3			28		1		0	0	0	0		0			0	0			0		0	0
LK-3136245	0	0	0	0	104	139	2			22		1		0	0	0	0		0			0	0			0		0	0
LK-3136250	0	0	0	0	244	327	5			52		3		0	0	0	0		0			0	0			0		0	0
LK-3136255	0	0	0	0	72	97	1			15		0		0	0	0	0		0			0	0			0		0	0
LK-3136260	0	0	0	0	174	233	4			37		2		0	0	0	0		0			0	0			0		0	0
LK-3136265	0	0	0	0	215	287	4			46		2		0	0	0	0		0			0	0			0		0	0
LK-3136270	0	0	0	0	221	295	5			47		2		0	0	0	0		0			0	0			0		0	0
LK-3136275	0	0	0	0	134	180	3			28		1		0	0	0	0		0			0	0			0		0	0
LK-3136280	0	0	0	0	120	160	2			25		1		0	0	0	0		0			0	0			0		0	0
LK-3136285	0	0	0	0	226	303	5			48		2		0	0	0	0		0			0	0			0		0	0
LK-3136290	0	0	0	0	208	278	4			44		2		0	0	0	0		0			0	0			0		0	0
LK-3136295	0	0	0	0	225	301	5			48		2		0	0	0	0		0			0	0			0		0	0
LK-3136300	0	0	0	0	179	240	4			38		2		0	0	0	0		0			0	0			0		0	0
LK-3136305	0	0	0	0	226	302	5			48		2		0	0	0	0		0			0	0			0		0	0
LK-3136310	0	0	0	0	282	377	6			60		3		1	0	0	0		0			0	0			0		0	0
LK-3136315	0	0	0	0	307	411	7			66		3		1	0	0	0		0			0	0			0		0	0
LK-3136320	0	0	0	0	581	777	13			124		7		2	0	0	0		1			1	0			0		0	0
LK-3136325	0	0	0	0	376	503	8			80		4		1	0	0	0		0			1	0			0		0	0
LK-3136330	0	0	0	0	346	463	7			74		4		1	0	0	0		0			0	0			0		0	0
LK-3136335	0	0	0	0	268	359	6			57		3		1	0	0	0		0			0	0			0		0	0
LK-3136340	0	0	0	0	225	301	5			48		2		0	0	0	0		0			0	0			0		0	0
LK-3136345	0	0	0	0	370	495	8			79		4		1	0	0	0		0			1	0			0		0	0
LK-3136350	0	0	0	0	225	301	5			48		2		0	0	0	0		0			0	0			0		0	0
LK-3136355	0	0	0	0	165	220	3			35		2		0	0	0	0		0			0	0			0		0	0
LK-3136360	0	0	0	0	115	153	2			24		1		0	0	0	0		0			0	0			0		0	0
LK-3136365	0	0	0	0	312	417	7			67		3		1	0	0	0		0			0	0			0		0	0
LK-3136370	0	0	0	0	384	514	8			82		4		1	0	0	0		0			1	0			0		0	0
LK-3136375	0	0	0	0	165	221	3			35		2		0	0	0	0		0			0	0			0		0	0
LK-3136380	0	0	0	0	258	345	5			55		3		1	0	0	0		0			0	0			0		0	0
LK-3136385	0	0	0	0	200	268	4			43		2		0	0	0	0		0			0	0			0		0	0
LK-3136390	0	0	0	0	83	110	1			17		1		0	0	0	0		0			0	0			0		0	0
LK-3136395	0	0	0	0	225	301	5			48		2		0	0	0	0		0			0	0			0		0	0
LK-3136400	0	0	0	0	104	139	2			22		1		0	0	0	0		0			0	0			0		0	0
LK-3136405	0	0	0	0	177	237	4			38		2		0	0	0	0		0			0	0			0		0	0
LK-3136410	0	0	0	0	212	284	4			45		2		0	0	0	0		0			0	0			0		0	0
LK-3136415	0	0	0	0	349	467	8			75		4		1	0	0	0		0			0	0			0		0	0
LK-3136420	0	0	0	0	157	210	3			33		1		0	0	0	0		0			0	0			0		0	0
LK-3136425	0	0	0	0	175	235	4			37		2		0	0	0	0		0			0	0			0		0	0
LK-3136430	0	0	0	0	201	269	4			43		2		0	0	0	0		0			0	0			0		0	0
LK-3136435	0	0	0	0	108	144	2			23		1		0	0	0	0		0			0	0			0		0	0
LK-3136440	0	0	0	0	136	181	3			29		1		0	0	0	0		0			0	0			0		0	0
LK-3136445	0	0	0	0	195	261	4			42		2		0	0	0	0		0			0	0			0		0	0
LK-3136450	0	0	0	0	505	676	11			108		6		2	0	0	0		0			1	0			0		0	0
LK-3136455	0	0	0	0	182	244	4			39		2		0	0	0	0		0			0	0			0		0	0
LK-3136460	0	0	0	0	306	409	7			65		3		1	0	0	0		0			0	0			0		0	0
LK-3136465	0	0	0	0	160	214	3			34		2		0	0	0	0		0			0	0			0		0	0
LK-3136470	0	0	0	0	362	483	8			77		4		1	0	0	0		0			1	0			0		0	0
LK-3136475	0	0	0	0	101	135	2			21		1		0	0	0	0		0			0	0			0		0	0
LK-3136480	0	0	0	0	154	206	3			33		1		0	0	0	0		0			0	0			0		0	0
LK-3136485	0	0	0	0	303	405	6			65		3		1	0	0	0		0			0	0			0		0	0
LK-3139	0	0	0	0	22322	19979	811			3832		78		35	0	4	15		5			9	0			0		0	0
LK-3139005	0	0	0	0	145	130	5			25		0		0	0	0	0		0			0	0			0		0	0
LK-3139010	0	0	0	0	238	213	8			41		1		0	0	0	0		0			0	0			0		0	0
LK-3139015	0	0	0	0	749	671	27			129		3		2	0	0	1		0			1	0			0		0	0
LK-3139020	0	0	0	0	922	825	34			159		4		2	0	1	1		1			1	0			0		0	0
LK-3139025	0	0	0	0	635	568	23			109		2		1	0	0	1		0			0	0			0		0	0
LK-3139030	0	0	0	0	304	272	11			52		1		0	0	0	0		0			0	0			0		0	0
LK-3139035	0	0	0	0	281	252	10			48		1		0	0	0	0		0			0	0			0		0	0
LK-3139040	0	0	0	0	473	423	17			81		2		1	0	0	0		0			0	0			0		0	0
LK-3139045	0	0	0	0	221	198	8			38		1		0	0	0	0		0			0	0			0		0	0
LK-3139050	0	0	0	0	420	376	15			72		1		1	0	0	0		0			0	0			0		0	0
LK-3139055	0	0	0	0	186	167	6			32		0		0	0	0	0		0			0	0			0		0	0
LK-3139060	0	0	0	0	780	698	29			134		3		2	0	0	1		1			1	0			0		0	0
LK-3139065	0	0	0	0	267	239	9			46		1		0	0	0	0		0			0	0			0		0	0
LK-3139070	0	0	0	0	634	567	23			109		2		1	0	0	1		0			0	0			0		0	0
LK-3139075	0	0	0	0	599	536	22			103		2		1	0	0	1		0			0	0			0		0	0
LK-3139080	0	0	0	0	411	368	15			71		1		1	0	0	0		0			0	0			0		0	0
LK-3139085	0	0	0	0	448	401	16			77		2		1	0	0	0		0			0	0			0		0	0
LK-3139090	0	0	0	0	215	193	8			37		0		0	0	0	0		0			0	0			0		0	0
LK-3139095	0	0	0	0	707	633	26			122		3		1	0	0	1		0			1	0			0		0	0
LK-3139100	0	0	0	0	402	360	15			69		1		1	0	0	0		0			0	0			0		0	0
LK-3139105	0	0	0	0	285	255	10			49		1		0	0	0	0		0			0	0			0		0	0
LK-3139110	0	0	0	0	650	581	24			112		2		1	0	0	1		0			0	0			0		0	0
LK-3139115	0	0	0	0	206	184	7			35		0		0	0	0	0		0			0	0			0		0	0
LK-3139120	0	0	0	0	386	345	14			66		1		1	0	0	0		0			0	0			0		0	0
LK-3139125	0	0	0	0	487	436	18			84		2		1	0	0	0		0			0	0			0		0	0
LK-3139130	0	0	0	0	300	269	11			51		1		0	0	0	0		0			0	0			0		0	0
LK-3139135	0	0	0	0	388	347	14			67		1		1	0	0	0		0			0	0			0		0	0
LK-3139140	0	0	0	0	360	322	13			62		1		0	0	0	0		0			0	0			0		0	0
LK-3139145	0	0	0	0	457	409	17			78		2		1	0	0	0		0			0	0			0		0	0
LK-3139150	0	0	0	0	317	284	11			54		1		0	0	0	0		0			0	0			0		0	0
LK-3139155	0	0	0	0	402	360	15			69		1		1	0	0	0		0			0	0			0		0	0
LK-3139160	0	0	0	0	647	579	24			111		2		1	0	0	1		0			0	0			0		0	0
LK-3139165	0	0	0	0	219	196	8			37		1		0	0	0	0		0			0	0			0		0	0
LK-3139170	0	0	0	0	478	428	17			82		2		1	0	0	0		0			0	0			0		0	0
LK-3139175	0	0	0	0	182	162	6			31		0		0	0	0	0		0			0	0			0		0	0
LK-3139180	0	0	0	0	832	745	31			143		3		2	0	1	1		1			1	0			0		0	0
LK-3139185	0	0	0	0	670	600	25			115		3		1	0	0	1		0			1	0			0		0	0
LK-3139190	0	0	0	0	1010	904	37			174		4		2	0	1	1		1			1	0			0		0	0
LK-3139195	0	0	0	0	271	243	10			46		1		0	0	0	0		0			0	0			0		0	0
LK-3139200	0	0	0	0	1211	1084	45			208		5		3	0	1	2		1			1	0			0		0	0
LK-3139205	0	0	0	0	316	283	11			54		1		0	0	0	0		0			0	0			0		0	0
LK-3139210	0	0	0	0	492	440	18			84		2		1	0	0	0		0			0	0			0		0	0
LK-3139215	0	0	0	0	89	80	3			15		0		0	0	0	0		0			0	0			0		0	0
LK-3139220	0	0	0	0	488	437	18			84		2		1	0	0	0		0			0	0			0		0	0
LK-3139225	0	0	0	0	230	206	8			39		1		0	0	0	0		0			0	0			0		0	0
LK-3139230	0	0	0	0	234	209	8			40		1		0	0	0	0		0			0	0			0		0	0
LK-3139235	0	0	0	0	410	367	15			70		1		1	0	0	0		0			0	0			0		0	0
LK-3139240	0	0	0	0	297	266	11			51		1		0	0	0	0		0			0	0			0		0	0
LK-3139245	0	0	0	0	730	653	27			126		3		1	0	0	1		0			1	0			0		0	0
LK-3139250	0	0	0	0	241	215	8			41		1		0	0	0	0		0			0	0			0		0	0
LK-3142	0	0	0	0	8366	11310	190			1520		54		0	0	0	0		0			6	0			0		0	0
LK-3142005	0	0	0	0	94	127	2			17		0		0	0	0	0		0			0	0			0		0	0
LK-3142010	0	0	0	0	181	244	4			33		1		0	0	0	0		0			0	0			0		0	0
LK-3142015	0	0	0	0	118	160	2			21		1		0	0	0	0		0			0	0			0		0	0
LK-3142020	0	0	0	0	101	136	2			18		0		0	0	0	0		0			0	0			0		0	0
LK-3142025	0	0	0	0	191	258	4			35		1		0	0	0	0		0			0	0			0		0	0
