entity_id	valid	rejected	polled	electors	UNP	UPFA	JVP	TULF	DP	BJP	NSSP	IG0	UPP	USP	AITM	SEP	IG1	ONF	UPF	JSP	FSP	ELPP	TLP	SLVP	NSU	MJP	SLNF
LK-4130190	422	40	467	837	27	25	0	1				0		0	0	0				0	0				0		
LK-4130195	522	49	577	1033	33	31	0	1				0		0	0	0				0	0				0		
LK-4130200	701	66	775	1389	45	42	0	2				0		0	0	0				0	0				0		
LK-4130205	624	59	690	1236	40	38	0	1				0		0	0	0				0	0				0		
LK-4130210	360	34	398	713	23	21	0	1				0		0	0	0				0	0				0		
LK-4130215	130	12	144	259	8	7	0	0				0		0	0	0				0	0				0		
LK-4130220	224	21	248	444	14	13	0	0				0		0	0	0				0	0				0		
LK-4130225	579	55	640	1146	37	35	0	1				0		0	0	0				0	0				0		
LK-4130230	108	10	120	215	7	6	0	0				0		0	0	0				0	0				0		
LK-4130235	282	26	312	559	18	17	0	0				0		0	0	0				0	0				0		
LK-4130240	459	43	507	908	29	27	0	1				0		0	0	0				0	0				0		
LK-4130245	268	25	296	531	17	16	0	0				0		0	0	0				0	0				0		
LK-4130250	319	30	353	633	20	19	0	0				0		0	0	0				0	0				0		
LK-4130255	269	25	297	532	17	16	0	0				0		0	0	0				0	0				0		
LK-4130260	422	40	467	836	27	25	0	1				0		0	0	0				0	0				0		
LK-4130265	144	13	159	286	9	8	0	0				0		0	0	0				0	0				0		
LK-4130270	450	42	498	892	29	27	0	1				0		0	0	0				0	0				0		
LK-4130275	489	46	540	967	31	29	0	1				0		0	0	0				0	0				0		
LK-4130280	466	44	515	923	30	28	0	1				0		0	0	0				0	0				0		
LK-4130285	410	39	453	811	26	24	0	1				0		0	0	0				0	0				0		
LK-4130290	508	48	562	1007	32	31	0	1				0		0	0	0				0	0				0		
LK-4130295	292	27	323	579	18	17	0	0				0		0	0	0				0	0				0		
LK-4130300	158	15	175	313	10	9	0	0				0		0	0	0				0	0				0		
LK-4133	26802	1684	28838	46682	1644	1424	12	158				0		2	2	0				2	0				0		
LK-4133005	579	36	622	1008	35	31	0	3				0		0	0	0				0	0				0		
LK-4133010	432	27	465	752	26	23	0	2				0		0	0	0				0	0				0		
LK-4133015	720	45	775	1254	44	38	0	4				0		0	0	0				0	0				0		
LK-4133020	622	39	669	1084	38	33	0	4				0		0	0	0				0	0				0		
LK-4133025	434	27	467	757	26	23	0	2				0		0	0	0				0	0				0		
LK-4133030	346	22	372	602	21	18	0	2				0		0	0	0				0	0				0		
LK-4133035	649	41	698	1130	40	34	0	4				0		0	0	0				0	0				0		
LK-4133040	446	28	480	777	27	24	0	2				0		0	0	0				0	0				0		
LK-4133045	686	43	738	1194	42	36	0	4				0		0	0	0				0	0				0		
LK-4133050	792	50	852	1378	49	42	1	5				0		0	0	0				0	0				0		
LK-4133055	1041	66	1121	1814	64	56	1	6				0		0	0	0				0	0				0		
LK-4133060	889	56	957	1548	55	47	1	5				0		0	0	0				0	0				0		
LK-4133065	590	37	635	1028	36	31	0	3				0		0	0	0				0	0				0		
LK-4133070	706	44	759	1229	43	38	0	4				0		0	0	0				0	0				0		
LK-4133075	890	56	958	1550	55	47	1	5				0		0	0	0				0	0				0		
LK-4133080	457	29	491	795	28	24	0	3				0		0	0	0				0	0				0		
LK-4133085	453	28	488	790	28	24	0	3				0		0	0	0				0	0				0		
LK-4133090	695	44	748	1211	43	37	0	4				0		0	0	0				0	0				0		
LK-4133095	232	14	250	405	14	12	0	1				0		0	0	0				0	0				0		
LK-4133100	627	39	675	1093	38	33	0	4				0		0	0	0				0	0				0		
LK-4133105	1421	90	1529	2474	88	76	1	9				0		1	1	0				1	0				0		
LK-4133110	1034	65	1112	1801	64	55	1	6				0		0	0	0				0	0				0		
LK-4133115	329	20	354	573	20	17	0	2				0		0	0	0				0	0				0		
LK-4133120	473	30	509	823	29	25	0	3				0		0	0	0				0	0				0		
LK-4133125	654	41	703	1139	40	35	0	4				0		0	0	0				0	0				0		
LK-4133130	1399	89	1506	2436	86	75	1	9				0		1	1	0				1	0				0		
LK-4133135	768	48	826	1337	47	41	1	5				0		0	0	0				0	0				0		
LK-4133140	749	47	806	1305	46	40	1	5				0		0	0	0				0	0				0		
LK-4133145	405	25	435	705	25	21	0	2				0		0	0	0				0	0				0		
LK-4133150	806	51	868	1404	50	43	1	5				0		0	0	0				0	0				0		
LK-4133155	848	54	913	1477	52	45	1	5				0		0	0	0				0	0				0		
LK-4133160	625	39	672	1088	38	33	0	4				0		0	0	0				0	0				0		
LK-4133165	698	44	751	1215	43	37	0	4				0		0	0	0				0	0				0		
LK-4133170	1034	65	1112	1801	64	55	1	6				0		0	0	0				0	0				0		
LK-4133175	562	35	605	980	34	30	0	3				0		0	0	0				0	0				0		
LK-4133180	329	20	354	574	20	17	0	2				0		0	0	0				0	0				0		
LK-4133185	538	34	579	938	33	29	0	3				0		0	0	0				0	0				0		
LK-4133190	687	43	739	1197	42	37	0	4				0		0	0	0				0	0				0		
LK-4133195	558	35	601	973	34	30	0	3				0		0	0	0				0	0				0		
LK-4133200	599	38	644	1043	37	32	0	4				0		0	0	0				0	0				0		
LK-4136	19825	1269	21388	33036	1400	1095	0	93				0		13	53	0				5	0				0		
LK-4136005	283	18	306	472	20	15	0	1				0		0	0	0				0	0				0		
LK-4136010	1142	73	1233	1904	81	63	0	6				0		1	3	0				1	0				0		
LK-4136015	205	13	221	341	14	11	0	1				0		0	0	0				0	0				0		
LK-4136020	495	32	534	826	35	27	0	2				0		0	1	0				0	0				0		
LK-4136025	462	29	499	771	32	25	0	2				0		0	1	0				0	0				0		
LK-4136030	1109	71	1196	1847	79	62	0	5				0		1	3	0				1	0				0		
LK-4136035	640	41	690	1066	45	35	0	3				0		0	2	0				0	0				0		
LK-4136040	1614	104	1741	2688	115	90	0	8				0		2	5	0				1	0				0		
LK-4136045	1393	90	1503	2321	99	77	0	7				0		1	4	0				1	0				0		
LK-4136050	775	50	836	1292	55	43	0	4				0		1	2	0				0	0				0		
LK-4136055	607	39	655	1011	43	33	0	3				0		0	2	0				0	0				0		
LK-4136060	343	22	370	572	24	19	0	1				0		0	1	0				0	0				0		
LK-4136065	841	54	907	1402	59	47	0	4				0		1	2	0				0	0				0		
LK-4136070	781	50	842	1301	55	43	0	4				0		1	2	0				0	0				0		
LK-4136075	752	48	811	1253	53	42	0	4				0		1	2	0				0	0				0		
LK-4136080	669	43	721	1114	47	37	0	3				0		0	2	0				0	0				0		
LK-4136085	601	38	648	1002	42	33	0	3				0		0	2	0				0	0				0		
LK-4136090	750	48	810	1250	53	42	0	4				0		1	2	0				0	0				0		
LK-4136095	453	29	488	754	32	25	0	2				0		0	1	0				0	0				0		
LK-4136100	539	34	581	898	38	30	0	2				0		0	1	0				0	0				0		
LK-4136105	801	51	864	1335	57	44	0	4				0		1	2	0				0	0				0		
LK-4136110	649	42	701	1082	46	36	0	3				0		0	2	0				0	0				0		
LK-4136115	662	42	714	1102	47	37	0	3				0		0	2	0				0	0				0		
LK-4136120	741	47	800	1235	52	41	0	3				0		1	2	0				0	0				0		
LK-4136125	925	59	998	1542	65	51	0	4				0		1	3	0				1	0				0		
LK-4136130	499	32	539	832	35	27	0	2				0		0	1	0				0	0				0		
LK-4136135	604	39	651	1006	43	33	0	3				0		0	2	0				0	0				0		
LK-4136140	490	31	529	817	34	27	0	2				0		0	1	0				0	0				0		
LK-4139	2987	304	3327	5061	85	83	0	1				0		0	0	0				0	0				0		
LK-4139005	44	4	50	76	1	1	0	0				0		0	0	0				0	0				0		
LK-4139010	84	9	94	143	2	2	0	0				0		0	0	0				0	0				0		
LK-4139015	143	15	159	242	4	4	0	0				0		0	0	0				0	0				0		
LK-4139020	308	32	343	521	10	9	0	1				0		0	0	0				0	0				0		
LK-4139025	104	11	116	176	3	3	0	0				0		0	0	0				0	0				0		
LK-4139030	67	7	75	114	2	2	0	0				0		0	0	0				0	0				0		
LK-4139035	87	9	97	147	2	2	0	0				0		0	0	0				0	0				0		
LK-4139040	185	19	206	314	6	5	0	0				0		0	0	0				0	0				0		
LK-4139045	61	6	68	103	1	1	0	0				0		0	0	0				0	0				0		
LK-4139050	96	10	107	163	3	3	0	0				0		0	0	0				0	0				0		
LK-4139055	205	21	228	347	6	6	0	0				0		0	0	0				0	0				0		
LK-4139060	62	6	70	106	2	2	0	0				0		0	0	0				0	0				0		
LK-4139065	164	17	183	278	5	5	0	0				0		0	0	0				0	0				0		
LK-4139070	64	6	71	108	2	2	0	0				0		0	0	0				0	0				0		
LK-4139075	99	10	110	167	3	3	0	0				0		0	0	0				0	0				0		
LK-4139080	36	3	40	61	1	1	0	0				0		0	0	0				0	0				0		
LK-4139085	51	5	56	86	1	1	0	0				0		0	0	0				0	0				0		
LK-4139090	13	1	14	22	0	0	0	0				0		0	0	0				0	0				0		
LK-4139095	71	7	79	120	2	2	0	0				0		0	0	0				0	0				0		
LK-4139100	175	18	195	296	5	5	0	0				0		0	0	0				0	0				0		
LK-4139105	57	6	63	96	1	1	0	0				0		0	0	0				0	0				0		
LK-4139110	100	10	112	170	3	3	0	0				0		0	0	0				0	0				0		
LK-4139115	35	3	39	60	1	1	0	0				0		0	0	0				0	0				0		
LK-4139120	42	4	46	71	1	1	0	0				0		0	0	0				0	0				0		
LK-4139125	48	5	53	81	1	1	0	0				0		0	0	0				0	0				0		
LK-4139130	35	3	39	59	1	1	0	0				0		0	0	0				0	0				0		
LK-4139135	76	8	85	129	2	2	0	0				0		0	0	0				0	0				0		
LK-4139140	167	17	186	283	5	5	0	0				0		0	0	0				0	0				0		
LK-4139145	118	12	131	200	3	3	0	0				0		0	0	0				0	0				0		
LK-4139150	190	20	212	322	6	6	0	0				0		0	0	0				0	0				0		
LK-4142	682	71	760	1157	20	20	0	0				0		0	0	0				0	0				0		
LK-4142005	121	12	135	206	3	3	0	0				0		0	0	0				0	0				0		
LK-4142010	76	8	85	129	2	2	0	0				0		0	0	0				0	0				0		
LK-4142015	160	17	179	272	5	5	0	0				0		0	0	0				0	0				0		
LK-4142020	126	13	140	213	4	4	0	0				0		0	0	0				0	0				0		
LK-4142025	103	11	114	174	3	3	0	0				0		0	0	0				0	0				0		
LK-4142030	96	10	107	163	3	3	0	0				0		0	0	0				0	0				0		
LK-42	46364	4130	50698	79360	12667	2520	0	0				0	0		0		0		0	0	0					0	
LK-4203	23797	2131	26019	40725	6512	1307	0	0				0	0		0		0		0	0	0					0	
LK-4203005	451	40	493	772	123	25	0	0				0	0		0		0		0	0	0					0	
LK-4203010	41	3	44	70	11	2	0	0				0	0		0		0		0	0	0					0	
LK-4203015	600	54	656	1027	164	33	0	0				0	0		0		0		0	0	0					0	
LK-4203020	351	31	384	601	96	19	0	0				0	0		0		0		0	0	0					0	
LK-4203025	243	22	266	416	66	13	0	0				0	0		0		0		0	0	0					0	
LK-4203030	146	13	160	251	40	8	0	0				0	0		0		0		0	0	0					0	
LK-4203035	538	48	588	921	147	30	0	0				0	0		0		0		0	0	0					0	
LK-4203040	1159	105	1267	1983	318	64	0	0				0	0		0		0		0	0	0					0	
LK-4203045	558	50	610	955	153	31	0	0				0	0		0		0		0	0	0					0	
LK-4203050	536	48	586	917	147	29	0	0				0	0		0		0		0	0	0					0	
LK-4203055	838	75	916	1434	230	46	0	0				0	0		0		0		0	0	0					0	
LK-4203060	397	35	434	679	108	22	0	0				0	0		0		0		0	0	0					0	
LK-4203065	297	26	325	508	81	16	0	0				0	0		0		0		0	0	0					0	
LK-4203070	828	75	905	1416	227	46	0	0				0	0		0		0		0	0	0					0	
LK-4203075	287	26	314	492	78	16	0	0				0	0		0		0		0	0	0					0	
LK-4203080	194	17	212	332	53	10	0	0				0	0		0		0		0	0	0					0	
LK-4203085	351	31	383	600	96	19	0	0				0	0		0		0		0	0	0					0	
LK-4203090	171	15	187	293	47	9	0	0				0	0		0		0		0	0	0					0	
LK-4203095	239	21	261	409	65	13	0	0				0	0		0		0		0	0	0					0	
LK-4203100	711	64	778	1217	195	39	0	0				0	0		0		0		0	0	0					0	
LK-4203105	1016	92	1111	1739	278	56	0	0				0	0		0		0		0	0	0					0	
LK-4203110	986	89	1078	1686	270	55	0	0				0	0		0		0		0	0	0					0	
LK-4203115	155	14	170	266	42	8	0	0				0	0		0		0		0	0	0					0	
LK-4203120	343	31	375	587	94	19	0	0				0	0		0		0		0	0	0					0	
LK-4203125	855	77	935	1463	234	47	0	0				0	0		0		0		0	0	0					0	
LK-4203130	1097	99	1199	1877	301	61	0	0				0	0		0		0		0	0	0					0	
LK-4203135	693	62	757	1185	190	38	0	0				0	0		0		0		0	0	0					0	
LK-4203140	1589	143	1737	2717	435	88	0	0				0	0		0		0		0	0	0					0	
LK-4203145	935	84	1022	1599	256	52	0	0				0	0		0		0		0	0	0					0	
LK-4203150	855	77	935	1463	234	47	0	0				0	0		0		0		0	0	0					0	
LK-4203155	646	58	706	1105	177	36	0	0				0	0		0		0		0	0	0					0	
LK-4203160	962	87	1052	1646	264	53	0	0				0	0		0		0		0	0	0					0	
LK-4203165	701	63	766	1199	192	39	0	0				0	0		0		0		0	0	0					0	
LK-4203170	455	41	498	779	124	25	0	0				0	0		0		0		0	0	0					0	
LK-4203175	315	28	345	540	86	17	0	0				0	0		0		0		0	0	0					0	
LK-4203180	438	39	479	750	120	24	0	0				0	0		0		0		0	0	0					0	
LK-4203185	711	64	778	1217	195	39	0	0				0	0		0		0		0	0	0					0	
LK-4203190	368	33	402	630	101	20	0	0				0	0		0		0		0	0	0					0	
LK-4203195	6	0	7	11	1	0	0	0				0	0		0		0		0	0	0					0	
LK-4203200	206	18	225	352	56	11	0	0				0	0		0		0		0	0	0					0	
LK-4203205	86	7	94	148	23	4	0	0				0	0		0		0		0	0	0					0	
LK-4203210	29	2	32	50	8	1	0	0				0	0		0		0		0	0	0					0	
LK-4203215	150	13	164	256	41	8	0	0				0	0		0		0		0	0	0					0	
LK-4203220	183	16	200	313	50	10	0	0				0	0		0		0		0	0	0					0	
LK-4203225	10	0	11	18	2	0	0	0				0	0		0		0		0	0	0					0	
LK-4203230	201	18	220	345	55	11	0	0				0	0		0		0		0	0	0					0	
LK-4203235	395	35	432	677	108	22	0	0				0	0		0		0		0	0	0					0	
LK-4203240	147	13	161	252	40	8	0	0				0	0		0		0		0	0	0					0	
LK-4203245	328	29	359	562	90	18	0	0				0	0		0		0		0	0	0					0	
LK-4206	6871	609	7517	11768	1873	367	0	0				0	0		0		0		0	0	0					0	
LK-4206005	395	35	432	676	108	22	0	0				0	0		0		0		0	0	0					0	
LK-4206010	256	23	280	439	70	14	0	0				0	0		0		0		0	0	0					0	
LK-4206015	568	51	621	972	155	31	0	0				0	0		0		0		0	0	0					0	
LK-4206020	293	26	320	501	80	16	0	0				0	0		0		0		0	0	0					0	
LK-4206025	282	25	309	483	77	15	0	0				0	0		0		0		0	0	0					0	
LK-4206030	100	9	110	172	27	5	0	0				0	0		0		0		0	0	0					0	
LK-4206035	25	2	28	43	7	1	0	0				0	0		0		0		0	0	0					0	
LK-4206040	94	8	103	161	25	5	0	0				0	0		0		0		0	0	0					0	
LK-4206045	114	10	125	196	31	6	0	0				0	0		0		0		0	0	0					0	
LK-4206050	90	8	98	153	24	5	0	0				0	0		0		0		0	0	0					0	
LK-4206055	249	22	272	426	68	13	0	0				0	0		0		0		0	0	0					0	
LK-4206060	258	23	283	442	71	14	0	0				0	0		0		0		0	0	0					0	
LK-4206065	121	11	133	208	33	6	0	0				0	0		0		0		0	0	0					0	
LK-4206070	126	11	138	216	34	7	0	0				0	0		0		0		0	0	0					0	
LK-4206075	204	18	223	350	56	11	0	0				0	0		0		0		0	0	0					0	
LK-4206080	23	2	26	40	6	1	0	0				0	0		0		0		0	0	0					0	
LK-4206085	89	8	97	153	24	5	0	0				0	0		0		0		0	0	0					0	
LK-4206090	135	12	148	232	37	7	0	0				0	0		0		0		0	0	0					0	
LK-4206095	92	8	100	157	25	5	0	0				0	0		0		0		0	0	0					0	
LK-4206100	34	3	37	58	9	1	0	0				0	0		0		0		0	0	0					0	
LK-4206105	279	25	305	477	76	15	0	0				0	0		0		0		0	0	0					0	
LK-4206110	84	7	92	144	23	4	0	0				0	0		0		0		0	0	0					0	
LK-4206115	154	13	168	264	42	8	0	0				0	0		0		0		0	0	0					0	
LK-4206120	109	9	119	187	30	6	0	0				0	0		0		0		0	0	0					0	
LK-4206125	195	17	214	335	53	10	0	0				0	0		0		0		0	0	0					0	
LK-4206130	176	16	193	302	48	9	0	0				0	0		0		0		0	0	0					0	
LK-4206135	188	17	206	322	51	10	0	0				0	0		0		0		0	0	0					0	
LK-4206140	312	28	341	533	85	17	0	0				0	0		0		0		0	0	0					0	
LK-4206145	121	11	133	208	33	6	0	0				0	0		0		0		0	0	0					0	
LK-4206150	135	12	148	232	37	7	0	0				0	0		0		0		0	0	0					0	
LK-4206155	307	27	336	526	84	17	0	0				0	0		0		0		0	0	0					0	
LK-4206160	205	18	224	351	56	11	0	0				0	0		0		0		0	0	0					0	
LK-4206165	253	22	276	433	69	14	0	0				0	0		0		0		0	0	0					0	
LK-4206170	279	25	305	477	76	15	0	0				0	0		0		0		0	0	0					0	
LK-4206175	158	14	172	270	43	8	0	0				0	0		0		0		0	0	0					0	
LK-4206180	368	33	402	629	100	20	0	0				0	0		0		0		0	0	0					0	
LK-4209	3590	317	3924	6144	977	191	0	0				0	0		0		0		0	0	0					0	
LK-4209005	354	32	387	606	97	19	0	0				0	0		0		0		0	0	0					0	
LK-4209010	61	5	66	104	16	3	0	0				0	0		0		0		0	0	0					0	
LK-4209015	228	20	249	390	62	12	0	0				0	0		0		0		0	0	0					0	
LK-4209020	117	10	128	201	32	6	0	0				0	0		0		0		0	0	0					0	
LK-4209025	123	11	134	210	33	6	0	0				0	0		0		0		0	0	0					0	
LK-4209030	134	12	147	230	36	7	0	0				0	0		0		0		0	0	0					0	
LK-4209035	107	9	117	183	29	5	0	0				0	0		0		0		0	0	0					0	
LK-4209040	437	39	478	748	119	24	0	0				0	0		0		0		0	0	0					0	
LK-4209045	323	29	353	552	88	18	0	0				0	0		0		0		0	0	0					0	
LK-4209050	229	20	250	392	62	12	0	0				0	0		0		0		0	0	0					0	
LK-4209055	197	17	215	337	54	11	0	0				0	0		0		0		0	0	0					0	
LK-4209060	712	64	778	1218	195	39	0	0				0	0		0		0		0	0	0					0	
LK-4209065	129	11	141	220	35	7	0	0				0	0		0		0		0	0	0					0	
LK-4209070	15	1	17	27	4	0	0	0				0	0		0		0		0	0	0					0	
LK-4209075	83	7	91	142	22	4	0	0				0	0		0		0		0	0	0					0	
LK-4209080	102	9	112	175	28	5	0	0				0	0		0		0		0	0	0					0	
LK-4209085	239	21	261	409	65	13	0	0				0	0		0		0		0	0	0					0	
LK-4212	8330	740	9108	14257	2274	453	0	0				0	0		0		0		0	0	0					0	
LK-4212005	368	33	402	629	100	20	0	0				0	0		0		0		0	0	0					0	
LK-4212010	331	29	362	566	90	18	0	0				0	0		0		0		0	0	0					0	
LK-4212015	676	61	739	1156	185	37	0	0				0	0		0		0		0	0	0					0	
LK-4212020	466	42	510	798	128	26	0	0				0	0		0		0		0	0	0					0	
LK-4212025	409	37	447	699	112	22	0	0				0	0		0		0		0	0	0					0	
LK-4212030	238	21	260	407	65	13	0	0				0	0		0		0		0	0	0					0	
LK-4212035	232	21	254	398	63	13	0	0				0	0		0		0		0	0	0					0	
LK-4212040	95	8	104	163	26	5	0	0				0	0		0		0		0	0	0					0	
LK-4212045	230	20	252	394	63	12	0	0				0	0		0		0		0	0	0					0	
LK-4212050	180	16	197	309	49	10	0	0				0	0		0		0		0	0	0					0	
LK-4212055	22	2	24	38	6	1	0	0				0	0		0		0		0	0	0					0	
LK-4212060	218	19	238	373	59	12	0	0				0	0		0		0		0	0	0					0	
LK-4212065	642	58	702	1099	176	35	0	0				0	0		0		0		0	0	0					0	
LK-4212070	97	8	106	166	26	5	0	0				0	0		0		0		0	0	0					0	
LK-4212075	77	7	85	133	21	4	0	0				0	0		0		0		0	0	0					0	
LK-4212080	158	14	172	270	43	8	0	0				0	0		0		0		0	0	0					0	
LK-4212085	196	17	215	336	53	11	0	0				0	0		0		0		0	0	0					0	
LK-4212090	110	9	120	188	30	6	0	0				0	0		0		0		0	0	0					0	
LK-4212095	183	16	200	314	50	10	0	0				0	0		0		0		0	0	0					0	
LK-4212100	185	16	202	316	50	10	0	0				0	0		0		0		0	0	0					0	
LK-4212105	238	21	261	408	65	13	0	0				0	0		0		0		0	0	0					0	
LK-4212110	200	18	218	342	54	11	0	0				0	0		0		0		0	0	0					0	
LK-4212115	233	21	254	398	63	13	0	0				0	0		0		0		0	0	0					0	
LK-4212120	197	17	216	338	54	11	0	0				0	0		0		0		0	0	0					0	
LK-4212125	821	74	898	1404	225	45	0	0				0	0		0		0		0	0	0					0	
LK-4212130	208	18	228	357	57	11	0	0				0	0		0		0		0	0	0					0	
LK-4212135	174	15	190	298	47	9	0	0				0	0		0		0		0	0	0					0	
LK-4212140	362	32	396	619	99	20	0	0				0	0		0		0		0	0	0					0	
LK-4212145	248	22	271	425	68	13	0	0				0	0		0		0		0	0	0					0	
LK-4212150	379	34	414	648	104	21	0	0				0	0		0		0		0	0	0					0	
LK-4212155	157	14	171	268	43	8	0	0				0	0		0		0		0	0	0					0	
LK-4215	3776	333	4130	6466	1031	202	0	0				0	0		0		0		0	0	0					0	
LK-4215005	489	44	534	836	134	27	0	0				0	0		0		0		0	0	0					0	
LK-4215010	330	29	361	565	90	18	0	0				0	0		0		0		0	0	0					0	
LK-4215015	59	5	64	101	16	3	0	0				0	0		0		0		0	0	0					0	
LK-4215020	171	15	187	293	47	9	0	0				0	0		0		0		0	0	0					0	
LK-4215025	204	18	223	350	56	11	0	0				0	0		0		0		0	0	0					0	
LK-4215030	118	10	129	202	32	6	0	0				0	0		0		0		0	0	0					0	
LK-4215035	67	6	73	115	18	3	0	0				0	0		0		0		0	0	0					0	
LK-4215040	166	15	182	285	45	9	0	0				0	0		0		0		0	0	0					0	
LK-4215045	236	21	258	403	64	13	0	0				0	0		0		0		0	0	0					0	
LK-4215050	239	21	261	409	65	13	0	0				0	0		0		0		0	0	0					0	
LK-4215055	66	6	72	114	18	3	0	0				0	0		0		0		0	0	0					0	
LK-4215060	307	27	336	525	84	17	0	0				0	0		0		0		0	0	0					0	
LK-4215065	184	16	201	315	50	10	0	0				0	0		0		0		0	0	0					0	
LK-4215070	441	39	482	754	121	24	0	0				0	0		0		0		0	0	0					0	
LK-4215075	240	21	263	411	66	13	0	0				0	0		0		0		0	0	0					0	
LK-4215080	183	16	200	313	50	10	0	0				0	0		0		0		0	0	0					0	
LK-4215085	106	9	116	182	29	5	0	0				0	0		0		0		0	0	0					0	
LK-4215090	133	12	146	228	36	7	0	0				0	0		0		0		0	0	0					0	
LK-4215095	14	1	16	25	4	0	0	0				0	0		0		0		0	0	0					0	
LK-4215100	23	2	26	40	6	1	0	0				0	0		0		0		0	0	0					0	
LK-43	65780	6368	72621	109650	14334	14354	653	417				0	0		62		2		0	0	2					7	
LK-4303	4398	418	4857	7335	955	956	40	23				0	0		0		0		0	0	0					0	
LK-4303005	17	1	19	29	3	3	0	0				0	0		0		0		0	0	0					0	
LK-4303010	9	0	10	16	2	2	0	0				0	0		0		0		0	0	0					0	
LK-4303015	50	4	55	84	11	11	0	0				0	0		0		0		0	0	0					0	
LK-4303020	158	15	174	263	34	34	1	1				0	0		0		0		0	0	0					0	
LK-4303025	202	19	223	337	44	44	2	1				0	0		0		0		0	0	0					0	
LK-4303030	326	31	360	543	71	71	3	2				0	0		0		0		0	0	0					0	
LK-4303035	201	19	222	336	44	44	2	1				0	0		0		0		0	0	0					0	
LK-4303040	347	33	383	578	75	76	3	2				0	0		0		0		0	0	0					0	
LK-4303045	217	21	240	362	47	47	2	1				0	0		0		0		0	0	0					0	
LK-4303050	200	19	221	334	43	43	2	1				0	0		0		0		0	0	0					0	
LK-4303055	190	18	210	317	41	41	2	1				0	0		0		0		0	0	0					0	
LK-4303060	303	29	334	505	66	66	3	2				0	0		0		0		0	0	0					0	
LK-4303065	69	6	76	115	15	15	0	0				0	0		0		0		0	0	0					0	
LK-4303070	209	20	231	348	45	45	2	1				0	0		0		0		0	0	0					0	
LK-4303075	248	24	274	413	54	54	2	1				0	0		0		0		0	0	0					0	
LK-4303080	362	35	399	603	79	79	3	2				0	0		0		0		0	0	0					0	
LK-4303085	294	28	325	490	64	64	3	2				0	0		0		0		0	0	0					0	
LK-4303090	506	49	559	844	110	110	5	3				0	0		0		0		0	0	0					0	
LK-4303095	284	27	314	474	62	62	3	1				0	0		0		0		0	0	0					0	
LK-4303100	206	20	228	344	45	45	2	1				0	0		0		0		0	0	0					0	
LK-4306	5009	479	5532	8355	1087	1088	44	28				0	0		0		0		0	0	0					0	
LK-4306005	334	32	369	557	73	73	3	2				0	0		0		0		0	0	0					0	
LK-4306010	32	3	36	54	7	7	0	0				0	0		0		0		0	0	0					0	
LK-4306015	38	3	42	64	8	8	0	0				0	0		0		0		0	0	0					0	
LK-4306020	280	27	309	467	61	61	2	1				0	0		0		0		0	0	0					0	
LK-4306025	64	6	70	107	14	14	0	0				0	0		0		0		0	0	0					0	
LK-4306030	49	4	54	82	10	10	0	0				0	0		0		0		0	0	0					0	
LK-4306035	170	16	187	283	37	37	1	1				0	0		0		0		0	0	0					0	
LK-4306040	332	32	367	554	72	72	3	2				0	0		0		0		0	0	0					0	
LK-4306045	482	47	532	803	105	105	5	3				0	0		0		0		0	0	0					0	
LK-4306050	309	30	341	515	67	67	3	2				0	0		0		0		0	0	0					0	
LK-4306055	216	21	238	360	47	47	2	1				0	0		0		0		0	0	0					0	
LK-4306060	438	42	484	730	95	95	4	3				0	0		0		0		0	0	0					0	
LK-4306065	306	29	337	510	66	66	3	2				0	0		0		0		0	0	0					0	
LK-4306070	316	30	349	527	69	69	3	2				0	0		0		0		0	0	0					0	
LK-4306075	324	31	358	540	70	70	3	2				0	0		0		0		0	0	0					0	
LK-4306080	250	24	277	418	54	54	2	1				0	0		0		0		0	0	0					0	
LK-4306085	306	29	338	510	66	67	3	2				0	0		0		0		0	0	0					0	
LK-4306090	322	31	356	538	70	70	3	2				0	0		0		0		0	0	0					0	
LK-4306095	142	13	157	237	31	31	1	0				0	0		0		0		0	0	0					0	
LK-4306100	299	29	331	499	65	65	3	2				0	0		0		0		0	0	0					0	
LK-4309	44946	4365	49619	74915	9805	9820	458	296				0	0		53		1		0	0	1					6	
LK-4309005	384	37	424	640	83	84	4	2				0	0		0		0		0	0	0					0	
LK-4309010	209	20	231	348	45	45	2	1				0	0		0		0		0	0	0					0	
LK-4309015	166	16	183	276	36	36	1	1				0	0		0		0		0	0	0					0	
LK-4309020	86	8	95	144	18	19	0	0				0	0		0		0		0	0	0					0	
LK-4309025	119	11	132	199	26	26	1	0				0	0		0		0		0	0	0					0	
LK-4309030	114	11	126	191	25	25	1	0				0	0		0		0		0	0	0					0	
LK-4309035	120	11	133	201	26	26	1	0				0	0		0		0		0	0	0					0	
LK-4309040	249	24	275	416	54	54	2	1				0	0		0		0		0	0	0					0	
LK-4309045	57	5	63	95	12	12	0	0				0	0		0		0		0	0	0					0	
LK-4309050	27	2	30	46	6	6	0	0				0	0		0		0		0	0	0					0	
LK-4309055	462	45	511	771	101	101	4	3				0	0		0		0		0	0	0					0	
LK-4309060	308	30	340	513	67	67	3	2				0	0		0		0		0	0	0					0	
LK-4309065	330	32	364	550	72	72	3	2				0	0		0		0		0	0	0					0	
LK-4309070	1689	164	1865	2816	369	369	17	11				0	0		2		0		0	0	0					0	
LK-4309075	1501	146	1657	2502	328	328	15	10				0	0		2		0		0	0	0					0	
