entity_id	valid	rejected	polled	electors	IND01	IND02	IND03	IND04	DUNF	OWORS	IND05	IND06	USP	RJA	DNM	NMPP	FSP	JSWP	IND07	OPPP	IND08	IND09	NDF	JSP	NSSP	NSU	IND10	IND11	SLPP	NUA	SLLP	IND12	IND13	SPSL	IND14	SEP	IND15	ONF	NPP
LK-5112120	3067	54	3121	3966	2	4	0	0	19	0	1	0	1	2	1	32	0	4	3	0	4	11	2396	5	0	1	7	265	275	1	3	1	1	3	4	0	0	2	2
LK-5112125	727	12	740	940	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	568	1	0	0	1	62	65	0	0	0	0	0	0	0	0	0	0
LK-5112130	898	15	914	1161	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	701	1	0	0	2	77	80	0	1	0	0	1	1	0	0	0	0
LK-5112135	1687	29	1717	2183	1	2	0	0	11	0	0	0	0	1	0	18	0	2	2	0	2	6	1318	2	0	0	4	146	151	0	1	0	0	1	2	0	0	1	1
LK-5112140	1127	19	1147	1458	0	1	0	0	7	0	0	0	0	0	0	12	0	1	1	0	1	4	880	1	0	0	2	97	101	0	1	0	0	1	1	0	0	0	1
LK-5112145	916	16	932	1184	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	715	1	0	0	2	79	82	0	1	0	0	1	1	0	0	0	0
LK-5112150	1151	12	1163	1509	0	1	0	0	8	0	0	0	0	1	0	3	0	4	1	0	1	3	874	1	0	0	2	8	221	0	0	0	0	3	0	0	0	1	1
LK-5112155	1002	17	1020	1296	0	1	0	0	6	0	0	0	0	0	0	10	0	1	1	0	1	3	783	1	0	0	2	86	90	0	1	0	0	1	1	0	0	0	0
LK-5112160	1444	25	1470	1868	1	2	0	0	9	0	0	0	0	0	0	15	0	2	1	0	1	5	1128	2	0	0	3	125	129	0	1	0	0	1	1	0	0	1	1
LK-5112165	925	16	942	1197	0	1	0	0	6	0	0	0	0	0	0	9	0	1	1	0	1	3	723	1	0	0	2	80	83	0	1	0	0	1	1	0	0	0	0
LK-5112170	745	13	759	964	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	582	1	0	0	1	64	67	0	0	0	0	0	0	0	0	0	0
LK-5112175	679	12	691	878	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	530	1	0	0	1	58	61	0	0	0	0	0	0	0	0	0	0
LK-5112180	360	6	366	465	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	281	0	0	0	0	31	32	0	0	0	0	0	0	0	0	0	0
LK-5112185	365	6	372	473	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	285	0	0	0	0	31	32	0	0	0	0	0	0	0	0	0	0
LK-5112190	194	3	197	251	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	151	0	0	0	0	16	17	0	0	0	0	0	0	0	0	0	0
LK-5112195	817	14	832	1057	0	1	0	0	5	0	0	0	0	0	0	8	0	1	1	0	1	3	639	1	0	0	1	70	73	0	0	0	0	0	1	0	0	0	0
LK-5115	14219	244	14470	18390	3	14	0	0	86	0	0	0	0	2	0	145	0	14	11	0	11	46	11107	19	0	0	28	1224	1271	0	9	0	0	9	11	0	0	2	3
LK-5115005	615	10	626	795	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	2	480	1	0	0	1	53	55	0	0	0	0	0	0	0	0	0	0
LK-5115010	443	7	451	574	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	346	0	0	0	1	38	39	0	0	0	0	0	0	0	0	0	0
LK-5115015	1843	32	1875	2383	1	2	0	0	12	0	0	0	0	1	0	19	0	2	2	0	2	6	1440	3	0	0	4	159	165	0	2	0	0	2	2	0	0	1	1
LK-5115020	1900	33	1934	2457	1	2	0	0	12	0	0	0	0	1	0	20	0	2	2	0	2	7	1484	3	0	0	4	164	170	0	2	0	0	2	2	0	0	1	1
LK-5115025	971	17	988	1256	0	1	0	0	6	0	0	0	0	0	0	10	0	1	1	0	1	3	759	1	0	0	2	84	87	0	1	0	0	1	1	0	0	0	0
LK-5115030	585	10	595	757	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	457	1	0	0	1	50	52	0	0	0	0	0	0	0	0	0	0
LK-5115035	1253	22	1275	1620	1	1	0	0	8	0	0	0	0	0	0	13	0	1	1	0	1	4	979	2	0	0	2	108	112	0	1	0	0	1	1	0	0	0	1
LK-5115040	932	16	948	1205	0	1	0	0	6	0	0	0	0	0	0	9	0	1	1	0	1	3	728	1	0	0	2	80	83	0	1	0	0	1	1	0	0	0	0
LK-5115045	939	16	955	1214	0	1	0	0	6	0	0	0	0	0	0	10	0	1	1	0	1	3	733	1	0	0	2	81	84	0	1	0	0	1	1	0	0	0	0
LK-5115050	715	12	727	925	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	558	1	0	0	1	61	64	0	0	0	0	0	0	0	0	0	0
LK-5115055	904	16	920	1169	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	706	1	0	0	2	78	81	0	1	0	0	1	1	0	0	0	0
LK-5115060	872	15	888	1128	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	681	1	0	0	2	75	78	0	0	0	0	0	1	0	0	0	0
LK-5115065	697	12	710	902	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	545	1	0	0	1	60	62	0	0	0	0	0	0	0	0	0	0
LK-5115070	670	11	682	866	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	523	1	0	0	1	57	60	0	0	0	0	0	0	0	0	0	0
LK-5115075	880	15	896	1139	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	688	1	0	0	2	76	79	0	0	0	0	0	1	0	0	0	0
LK-5118	49753	856	50634	64353	19	54	0	0	301	0	0	0	3	10	0	506	0	50	37	0	40	163	38869	64	0	2	97	4286	4449	0	32	0	0	30	40	0	0	15	23
LK-5118005	549	9	559	710	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	2	429	0	0	0	1	47	49	0	0	0	0	0	0	0	0	0	0
LK-5118010	162	2	165	209	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	126	0	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0
LK-5118015	1306	23	1329	1689	1	2	0	0	8	0	0	0	0	0	0	13	0	1	1	0	1	4	1020	2	0	0	3	113	117	0	1	0	0	1	1	0	0	1	1
LK-5118020	1151	20	1171	1488	1	1	0	0	7	0	0	0	0	0	0	12	0	1	1	0	1	4	899	2	0	0	2	99	103	0	1	0	0	1	1	0	0	0	1
LK-5118025	1766	31	1797	2284	1	2	0	0	11	0	0	0	0	1	0	18	0	2	2	0	2	6	1380	3	0	0	4	152	158	0	2	0	0	1	2	0	0	1	1
LK-5118030	968	17	985	1252	0	1	0	0	6	0	0	0	0	0	0	10	0	1	1	0	1	3	756	1	0	0	2	83	87	0	1	0	0	1	1	0	0	0	0
LK-5118035	757	13	770	979	0	1	0	0	4	0	0	0	0	0	0	8	0	1	0	0	0	2	591	1	0	0	1	65	68	0	0	0	0	0	0	0	0	0	0
LK-5118040	1324	23	1348	1713	1	2	0	0	8	0	0	0	0	0	0	14	0	1	1	0	1	4	1035	2	0	0	3	114	119	0	1	0	0	1	1	0	0	1	1
LK-5118045	2443	43	2486	3160	2	3	0	0	15	0	0	0	1	1	0	26	0	3	3	0	3	9	1909	4	0	1	5	211	219	0	2	0	0	2	3	0	0	1	2
LK-5118050	624	11	635	807	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	2	488	1	0	0	1	54	56	0	0	0	0	0	0	0	0	0	0
LK-5118055	1708	30	1738	2209	1	2	0	0	11	0	0	0	0	1	0	18	0	2	2	0	2	6	1334	2	0	0	4	147	153	0	1	0	0	1	2	0	0	1	1
LK-5118060	1137	20	1157	1471	1	1	0	0	7	0	0	0	0	0	0	12	0	1	1	0	1	4	888	1	0	0	2	98	102	0	1	0	0	1	1	0	0	0	1
LK-5118065	511	9	520	661	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	399	0	0	0	1	44	45	0	0	0	0	0	0	0	0	0	0
LK-5118070	654	11	665	845	0	1	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	2	511	1	0	0	1	56	58	0	0	0	0	0	0	0	0	0	0
LK-5118075	892	15	908	1154	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	697	1	0	0	2	77	80	0	1	0	0	1	1	0	0	0	0
LK-5118080	2234	39	2274	2890	1	3	0	0	14	0	0	0	1	1	0	23	0	3	2	0	2	8	1745	3	0	0	5	193	200	0	2	0	0	2	2	0	0	1	2
LK-5118085	198	3	201	256	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	154	0	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0
LK-5118090	778	13	792	1007	0	1	0	0	5	0	0	0	0	0	0	8	0	1	0	0	1	2	608	1	0	0	1	67	70	0	0	0	0	0	1	0	0	0	0
LK-5118095	833	14	847	1077	0	1	0	0	5	0	0	0	0	0	0	8	0	1	1	0	1	3	650	1	0	0	1	72	74	0	0	0	0	0	1	0	0	0	0
LK-5118100	547	9	557	708	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	2	428	0	0	0	1	47	49	0	0	0	0	0	0	0	0	0	0
LK-5118105	1440	25	1465	1862	1	2	0	0	9	0	0	0	0	0	0	15	0	2	1	0	1	5	1125	2	0	0	3	124	129	0	1	0	0	1	1	0	0	1	1
LK-5118110	665	11	677	860	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	520	1	0	0	1	57	59	0	0	0	0	0	0	0	0	0	0
LK-5118115	888	15	904	1149	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	694	1	0	0	2	76	79	0	1	0	0	0	1	0	0	0	0
LK-5118120	348	6	354	450	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	272	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0
LK-5118125	897	15	913	1160	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	701	1	0	0	2	77	80	0	1	0	0	1	1	0	0	0	0
LK-5118130	1678	29	1707	2170	1	2	0	0	10	0	0	0	0	1	0	17	0	2	2	0	2	6	1311	2	0	0	4	145	150	0	1	0	0	1	2	0	0	1	1
LK-5118135	729	12	741	942	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	569	1	0	0	1	63	65	0	0	0	0	0	0	0	0	0	0
LK-5118140	1092	19	1112	1413	0	1	0	0	7	0	0	0	0	0	0	11	0	1	1	0	1	4	853	1	0	0	2	94	98	0	1	0	0	1	1	0	0	0	1
LK-5118145	723	12	736	936	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	565	1	0	0	1	62	65	0	0	0	0	0	0	0	0	0	0
LK-5118150	1367	24	1391	1768	1	2	0	0	8	0	0	0	0	0	0	14	0	2	1	0	1	5	1068	2	0	0	3	118	122	0	1	0	0	1	1	0	0	1	1
LK-5118155	1433	25	1459	1854	1	2	0	0	9	0	0	0	0	0	0	15	0	2	1	0	1	5	1120	2	0	0	3	124	128	0	1	0	0	1	1	0	0	1	1
LK-5118160	1792	31	1824	2318	1	2	0	0	11	0	0	0	0	1	0	19	0	2	2	0	2	6	1400	3	0	0	4	155	161	0	2	0	0	2	2	0	0	1	1
LK-5118165	1100	19	1120	1423	0	1	0	0	7	0	0	0	0	0	0	11	0	1	1	0	1	4	860	1	0	0	2	95	98	0	1	0	0	1	1	0	0	0	1
LK-5118170	917	16	934	1187	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	717	1	0	0	2	79	82	0	1	0	0	1	1	0	0	0	0
LK-5118175	633	11	645	819	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	2	495	1	0	0	1	54	56	0	0	0	0	0	0	0	0	0	0
LK-5118180	734	12	747	949	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	573	1	0	0	1	63	66	0	0	0	0	0	0	0	0	0	0
LK-5118185	1785	31	1817	2309	1	2	0	0	11	0	0	0	0	1	0	19	0	2	2	0	2	6	1395	3	0	0	4	154	160	0	2	0	0	2	2	0	0	1	1
LK-5118190	794	14	808	1027	0	1	0	0	5	0	0	0	0	0	0	8	0	1	0	0	1	2	620	1	0	0	1	68	71	0	0	0	0	0	1	0	0	0	0
LK-5118195	1088	19	1108	1408	0	1	0	0	7	0	0	0	0	0	0	11	0	1	1	0	1	4	850	1	0	0	2	94	97	0	1	0	0	1	1	0	0	0	1
LK-5118200	582	10	592	753	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	455	1	0	0	1	50	52	0	0	0	0	0	0	0	0	0	0
LK-5118205	444	7	452	574	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	347	0	0	0	1	38	39	0	0	0	0	0	0	0	0	0	0
LK-5118210	658	11	670	851	0	1	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	2	514	1	0	0	1	56	59	0	0	0	0	0	0	0	0	0	0
LK-5118215	2314	40	2355	2993	2	3	0	0	15	0	0	0	1	1	0	24	0	3	2	0	3	8	1808	4	0	1	5	200	208	0	2	0	0	2	3	0	0	1	2
LK-5118220	733	12	746	948	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	572	1	0	0	1	63	65	0	0	0	0	0	0	0	0	0	0
LK-5118225	1674	29	1703	2165	1	2	0	0	10	0	0	0	0	1	0	17	0	2	2	0	2	6	1307	2	0	0	4	144	150	0	1	0	0	1	2	0	0	1	1
LK-5118230	487	8	495	630	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	380	0	0	0	1	42	43	0	0	0	0	0	0	0	0	0	0
LK-5118235	374	6	381	484	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	292	0	0	0	0	32	33	0	0	0	0	0	0	0	0	0	0
LK-5118240	1842	32	1874	2382	1	2	0	0	12	0	0	0	0	1	0	19	0	2	2	0	2	6	1439	3	0	0	4	159	165	0	2	0	0	2	2	0	0	1	1
LK-5121	16433	278	16723	21260	1	12	0	0	95	0	0	0	0	0	0	167	0	10	8	0	8	50	12838	15	0	0	30	1412	1468	0	7	0	0	7	8	0	0	1	2
LK-5121005	514	9	523	665	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	401	0	0	0	1	44	46	0	0	0	0	0	0	0	0	0	0
LK-5121010	954	16	971	1234	0	1	0	0	6	0	0	0	0	0	0	10	0	1	1	0	1	3	746	1	0	0	2	82	85	0	1	0	0	1	1	0	0	0	0
LK-5121015	1037	18	1056	1342	0	1	0	0	6	0	0	0	0	0	0	11	0	1	1	0	1	3	810	1	0	0	2	89	93	0	1	0	0	1	1	0	0	0	0
LK-5121020	925	16	941	1196	0	1	0	0	6	0	0	0	0	0	0	9	0	1	1	0	1	3	723	1	0	0	2	80	83	0	1	0	0	1	1	0	0	0	0
LK-5121025	860	15	875	1113	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	672	1	0	0	2	74	77	0	0	0	0	0	1	0	0	0	0
LK-5121030	650	11	662	841	0	1	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	2	508	1	0	0	1	56	58	0	0	0	0	0	0	0	0	0	0
LK-5121035	295	5	300	382	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	230	0	0	0	0	25	26	0	0	0	0	0	0	0	0	0	0
LK-5121040	505	8	514	654	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	395	0	0	0	1	43	45	0	0	0	0	0	0	0	0	0	0
LK-5121045	474	8	482	613	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	370	0	0	0	1	41	42	0	0	0	0	0	0	0	0	0	0
LK-5121050	1124	19	1144	1454	0	1	0	0	7	0	0	0	0	0	0	12	0	1	1	0	1	4	878	1	0	0	2	97	101	0	1	0	0	1	1	0	0	0	1
LK-5121055	394	6	401	510	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	308	0	0	0	0	34	35	0	0	0	0	0	0	0	0	0	0
LK-5121060	948	16	965	1226	0	1	0	0	6	0	0	0	0	0	0	10	0	1	1	0	1	3	741	1	0	0	2	82	85	0	1	0	0	1	1	0	0	0	0
LK-5121065	665	11	676	860	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	519	1	0	0	1	57	59	0	0	0	0	0	0	0	0	0	0
LK-5121070	599	10	609	774	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	468	1	0	0	1	51	53	0	0	0	0	0	0	0	0	0	0
LK-5121075	583	10	593	754	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	455	1	0	0	1	50	52	0	0	0	0	0	0	0	0	0	0
LK-5121080	448	7	456	580	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	350	0	0	0	1	38	40	0	0	0	0	0	0	0	0	0	0
LK-5121085	547	9	557	708	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	2	428	0	0	0	1	47	49	0	0	0	0	0	0	0	0	0	0
LK-5121090	1044	18	1062	1350	0	1	0	0	6	0	0	0	0	0	0	11	0	1	1	0	1	3	815	1	0	0	2	90	93	0	1	0	0	1	1	0	0	0	0
LK-5121095	308	5	314	399	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	241	0	0	0	0	26	27	0	0	0	0	0	0	0	0	0	0
LK-5121100	569	10	579	736	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	444	0	0	0	1	49	51	0	0	0	0	0	0	0	0	0	0
LK-5121105	436	7	444	565	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	341	0	0	0	1	37	39	0	0	0	0	0	0	0	0	0	0
LK-5121110	675	11	687	873	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	527	1	0	0	1	58	60	0	0	0	0	0	0	0	0	0	0
LK-5121115	578	10	588	748	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	451	1	0	0	1	50	52	0	0	0	0	0	0	0	0	0	0
LK-5121120	1301	23	1324	1683	1	2	0	0	8	0	0	0	0	0	0	13	0	1	1	0	1	4	1017	2	0	0	3	112	117	0	1	0	0	1	1	0	0	1	1
LK-5124	23288	401	23700	30121	12	27	0	0	142	0	1	0	3	4	3	239	0	26	18	0	20	78	18194	32	0	3	45	2008	2087	3	17	1	1	17	20	0	0	9	12
LK-5124005	654	11	665	845	0	1	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	2	511	1	0	0	1	56	58	0	0	0	0	0	0	0	0	0	0
LK-5124010	1048	18	1067	1356	0	1	0	0	6	0	0	0	0	0	0	11	0	1	1	0	1	3	819	1	0	0	2	90	94	0	1	0	0	1	1	0	0	0	0
LK-5124015	1148	20	1168	1484	1	1	0	0	7	0	0	0	0	0	0	12	0	1	1	0	1	4	897	2	0	0	2	99	103	0	1	0	0	1	1	0	0	0	1
LK-5124020	1406	24	1431	1818	1	2	0	0	9	0	0	0	0	0	0	15	0	2	1	0	1	5	1098	2	0	0	3	121	126	0	1	0	0	1	1	0	0	1	1
LK-5124025	2792	49	2841	3611	2	4	0	0	18	0	0	0	1	1	1	29	0	4	3	0	3	10	2181	4	0	1	6	241	251	1	3	0	0	3	3	0	0	2	2
LK-5124030	2813	49	2863	3638	2	4	0	0	18	0	0	0	1	1	1	30	0	4	3	0	3	10	2198	4	0	1	6	243	252	1	3	0	0	3	3	0	0	2	2
LK-5124035	744	13	757	962	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	581	1	0	0	1	64	66	0	0	0	0	0	0	0	0	0	0
LK-5124040	763	13	777	987	0	1	0	0	4	0	0	0	0	0	0	8	0	1	0	0	1	2	596	1	0	0	1	66	68	0	0	0	0	0	1	0	0	0	0
LK-5124045	556	9	566	719	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	2	434	0	0	0	1	48	50	0	0	0	0	0	0	0	0	0	0
LK-5124050	822	14	836	1063	0	1	0	0	5	0	0	0	0	0	0	8	0	1	1	0	1	3	642	1	0	0	1	71	73	0	0	0	0	0	1	0	0	0	0
LK-5124055	603	10	613	780	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	471	1	0	0	1	52	54	0	0	0	0	0	0	0	0	0	0
LK-5124060	1452	25	1478	1879	1	2	0	0	9	0	0	0	0	0	0	15	0	2	1	0	1	5	1135	2	0	0	3	125	130	0	1	0	0	1	1	0	0	1	1
LK-5124065	1182	20	1203	1529	1	1	0	0	7	0	0	0	0	0	0	12	0	1	1	0	1	4	924	2	0	0	2	102	106	0	1	0	0	1	1	0	0	0	1
LK-5124070	3128	55	3184	4046	2	4	0	0	20	0	1	0	1	2	1	33	0	4	3	0	4	11	2444	5	0	1	7	270	281	1	3	1	1	3	4	0	0	2	2
LK-5124075	1493	26	1520	1932	1	2	0	0	9	0	0	0	0	0	0	15	0	2	1	0	1	5	1167	2	0	0	3	129	134	0	1	0	0	1	1	0	0	1	1
LK-5124080	1004	17	1022	1299	0	1	0	0	6	0	0	0	0	0	0	10	0	1	1	0	1	3	784	1	0	0	2	86	90	0	1	0	0	1	1	0	0	0	0
LK-5124085	1179	20	1200	1525	1	1	0	0	7	0	0	0	0	0	0	12	0	1	1	0	1	4	921	2	0	0	2	102	106	0	1	0	0	1	1	0	0	0	1
LK-5124090	501	8	509	648	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	391	0	0	0	1	43	45	0	0	0	0	0	0	0	0	0	0
LK-5127	17706	301	18018	22904	3	13	0	0	102	0	0	0	0	0	0	177	0	12	7	0	8	55	13829	18	0	0	28	1517	1580	0	5	0	0	4	8	0	0	3	3
LK-5127005	883	15	899	1143	0	1	0	0	5	0	0	0	0	0	0	9	0	1	1	0	1	3	690	1	0	0	2	76	79	0	1	0	0	0	1	0	0	0	0
LK-5127010	662	11	674	857	0	1	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	2	517	1	0	0	1	57	59	0	0	0	0	0	0	0	0	0	0
LK-5127015	781	13	794	1010	0	1	0	0	5	0	0	0	0	0	0	8	0	1	0	0	1	2	610	1	0	0	1	67	70	0	0	0	0	0	1	0	0	0	0
LK-5127020	519	9	528	671	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	405	0	0	0	1	44	46	0	0	0	0	0	0	0	0	0	0
LK-5127025	639	11	650	827	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	2	499	1	0	0	1	55	57	0	0	0	0	0	0	0	0	0	0
LK-5127030	572	10	582	739	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	446	1	0	0	1	49	51	0	0	0	0	0	0	0	0	0	0
LK-5127035	946	16	963	1224	0	1	0	0	6	0	0	0	0	0	0	10	0	1	1	0	1	3	739	1	0	0	2	81	85	0	1	0	0	1	1	0	0	0	0
LK-5127040	1504	26	1531	1946	1	2	0	0	9	0	0	0	0	0	0	16	0	2	1	0	1	5	1175	2	0	0	3	130	135	0	1	0	0	1	1	0	0	1	1
LK-5127045	715	12	728	925	0	1	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	2	559	1	0	0	1	61	64	0	0	0	0	0	0	0	0	0	0
LK-5127050	576	10	586	745	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	450	1	0	0	1	49	51	0	0	0	0	0	0	0	0	0	0
LK-5127055	598	10	609	774	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	467	1	0	0	1	51	53	0	0	0	0	0	0	0	0	0	0
LK-5127060	540	9	549	698	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	2	422	0	0	0	1	46	48	0	0	0	0	0	0	0	0	0	0
LK-5127065	537	9	546	695	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	419	0	0	0	1	46	48	0	0	0	0	0	0	0	0	0	0
LK-5127070	329	5	335	426	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	257	0	0	0	0	28	29	0	0	0	0	0	0	0	0	0	0
LK-5127075	814	14	828	1053	0	1	0	0	5	0	0	0	0	0	0	8	0	1	1	0	1	3	636	1	0	0	1	70	73	0	0	0	0	0	1	0	0	0	0
LK-5127080	348	6	354	450	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	271	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0
LK-5127085	551	9	561	712	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	2	430	0	0	0	1	47	49	0	0	0	0	0	0	0	0	0	0
LK-5127090	410	7	417	530	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	320	0	0	0	0	35	36	0	0	0	0	0	0	0	0	0	0
LK-5127095	583	10	593	754	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	455	1	0	0	1	50	52	0	0	0	0	0	0	0	0	0	0
LK-5127100	287	5	292	371	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	224	0	0	0	0	24	25	0	0	0	0	0	0	0	0	0	0
LK-5127105	220	3	224	285	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	172	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0
LK-5127110	815	14	830	1054	0	1	0	0	5	0	0	0	0	0	0	8	0	1	1	0	1	3	637	1	0	0	1	70	73	0	0	0	0	0	1	0	0	0	0
LK-5127115	1359	24	1383	1758	1	2	0	0	8	0	0	0	0	0	0	14	0	2	1	0	1	5	1062	2	0	0	3	117	122	0	1	0	0	1	1	0	0	1	1
LK-5127120	1347	23	1371	1743	1	2	0	0	8	0	0	0	0	0	0	14	0	2	1	0	1	4	1053	2	0	0	3	116	121	0	1	0	0	1	1	0	0	1	1
LK-5127125	355	6	361	459	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	277	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0
LK-5127130	470	8	478	608	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	367	0	0	0	1	40	42	0	0	0	0	0	0	0	0	0	0
LK-5127135	346	6	352	447	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	270	0	0	0	0	29	31	0	0	0	0	0	0	0	0	0	0
LK-5130	13224	123	13360	18662	1	18	0	0	144	0	0	0	0	0	0	19	0	14	6	0	14	27	10978	10	0	0	38	27	1601	0	5	0	0	3	2	0	0	6	0
LK-5130005	535	5	540	755	0	1	0	0	6	0	0	0	0	0	0	1	0	1	0	0	1	1	444	0	0	0	1	1	65	0	0	0	0	0	0	0	0	0	0
LK-5130010	662	6	669	934	0	1	0	0	7	0	0	0	0	0	0	1	0	1	1	0	1	1	549	1	0	0	2	1	80	0	0	0	0	0	0	0	0	1	0
LK-5130015	338	3	341	477	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	1	0	41	0	0	0	0	0	0	0	0	0	0
LK-5130020	588	6	594	830	0	1	0	0	6	0	0	0	0	0	0	1	0	1	0	0	1	1	489	1	0	0	2	1	71	0	0	0	0	0	0	0	0	0	0
LK-5130025	422	4	426	595	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	350	0	0	0	1	1	51	0	0	0	0	0	0	0	0	0	0
LK-5130030	383	3	387	541	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	318	0	0	0	1	1	46	0	0	0	0	0	0	0	0	0	0
